시도,행정구역,산업대,2019 년,2020 년
서울특별시,용산구,R.예술스포츠,1542,1224
서울특별시,용산구,S.협회단체,4499,3750
서울특별시,성동구,전체,157854,151107
서울특별시,성동구,A.농림어업,5,9
서울특별시,성동구,B.광업,0,0
서울특별시,성동구,C.제조업,24480,21620
서울특별시,성동구,D.전기가스,474,446
서울특별시,성동구,E.수도하수,288,320
서울특별시,성동구,F.건설업,6146,6323
서울특별시,성동구,G.도소매업,31357,29158
서울특별시,성동구,H.운수창고,6229,5919
서울특별시,성동구,I.숙박음식,10673,8365
서울특별시,성동구,J.정보통신,11544,13526
서울특별시,성동구,K.금융보험,3857,3722
서울특별시,성동구,L.부동산업,4993,4224
서울특별시,성동구,M.전문기술,14856,15863
서울특별시,성동구,N.사업시설,17528,17678
서울특별시,성동구,P.교육,8462,7633
서울특별시,성동구,Q.보건복지,9045,9255
서울특별시,성동구,R.예술스포츠,1505,1508
서울특별시,성동구,S.협회단체,6412,5538
서울특별시,광진구,전체,105293,92296
서울특별시,광진구,A.농림어업,0,0
서울특별시,광진구,B.광업,0,0
서울특별시,광진구,C.제조업,6093,4978
서울특별시,광진구,D.전기가스,7,1
서울특별시,광진구,E.수도하수,146,147
서울특별시,광진구,F.건설업,13219,9399
서울특별시,광진구,G.도소매업,15981,13990
서울특별시,광진구,H.운수창고,2911,2588
서울특별시,광진구,I.숙박음식,13707,10634
서울특별시,광진구,J.정보통신,2224,2097
서울특별시,광진구,K.금융보험,4105,2815
서울특별시,광진구,L.부동산업,3136,2708
서울특별시,광진구,M.전문기술,4752,4496
서울특별시,광진구,N.사업시설,9635,11525
서울특별시,광진구,P.교육,11161,10220
서울특별시,광진구,Q.보건복지,10898,11084
서울특별시,광진구,R.예술스포츠,3377,2342
서울특별시,광진구,S.협회단체,3941,3272
서울특별시,동대문구,전체,110676,102331
서울특별시,동대문구,A.농림어업,0,0
서울특별시,동대문구,B.광업,4,1
서울특별시,동대문구,C.제조업,11334,10059
서울특별시,동대문구,D.전기가스,3,1
서울특별시,동대문구,E.수도하수,122,178
서울특별시,동대문구,F.건설업,5601,4367
서울특별시,동대문구,G.도소매업,23368,20897
서울특별시,동대문구,H.운수창고,3170,2396
서울특별시,동대문구,I.숙박음식,11161,7405
서울특별시,동대문구,J.정보통신,1525,1536
서울특별시,동대문구,K.금융보험,3979,3902
서울특별시,동대문구,L.부동산업,3540,3385
서울특별시,동대문구,M.전문기술,6747,7169
서울특별시,동대문구,N.사업시설,8430,10606
서울특별시,동대문구,P.교육,12294,10776
서울특별시,동대문구,Q.보건복지,14376,15606
서울특별시,동대문구,R.예술스포츠,1733,1397
서울특별시,동대문구,S.협회단체,3289,2650
서울특별시,중랑구,전체,76486,66316
서울특별시,중랑구,A.농림어업,0,0
서울특별시,중랑구,B.광업,0,0
서울특별시,중랑구,C.제조업,12834,10792
서울특별시,중랑구,D.전기가스,116,172
서울특별시,중랑구,E.수도하수,195,188
서울특별시,중랑구,F.건설업,6231,4910
서울특별시,중랑구,G.도소매업,11533,9869
서울특별시,중랑구,H.운수창고,6165,5313
서울특별시,중랑구,I.숙박음식,8043,5612
서울특별시,중랑구,J.정보통신,644,823
서울특별시,중랑구,K.금융보험,1717,1695
서울특별시,중랑구,L.부동산업,2310,1917
서울특별시,중랑구,M.전문기술,1586,1262
서울특별시,중랑구,N.사업시설,2997,2579
서울특별시,중랑구,P.교육,4662,3968
서울특별시,중랑구,Q.보건복지,12746,13613
서울특별시,중랑구,R.예술스포츠,1748,1290
서울특별시,중랑구,S.협회단체,2959,2313
서울특별시,성북구,전체,87794,80807
서울특별시,성북구,A.농림어업,0,0
서울특별시,성북구,B.광업,0,0
서울특별시,성북구,C.제조업,6631,6071
서울특별시,성북구,D.전기가스,6,1
서울특별시,성북구,E.수도하수,164,218
서울특별시,성북구,F.건설업,3858,3432
서울특별시,성북구,G.도소매업,11451,9913
서울특별시,성북구,H.운수창고,2668,2521
서울특별시,성북구,I.숙박음식,10320,7237
서울특별시,성북구,J.정보통신,1623,1784
서울특별시,성북구,K.금융보험,1559,1386
서울특별시,성북구,L.부동산업,2968,1941
서울특별시,성북구,M.전문기술,5243,4772
서울특별시,성북구,N.사업시설,5941,5634
서울특별시,성북구,P.교육,17006,16616
서울특별시,성북구,Q.보건복지,12927,15200
서울특별시,성북구,R.예술스포츠,1766,1255
서울특별시,성북구,S.협회단체,3663,2826
서울특별시,강북구,전체,54653,46765
서울특별시,강북구,A.농림어업,0,0
서울특별시,강북구,B.광업,0,0
서울특별시,강북구,C.제조업,5037,4048
서울특별시,강북구,D.전기가스,83,83
서울특별시,강북구,E.수도하수,172,203
서울특별시,강북구,F.건설업,1912,1585
서울특별시,강북구,G.도소매업,7928,6158
서울특별시,강북구,H.운수창고,3196,3105
서울특별시,강북구,I.숙박음식,8327,5747
서울특별시,강북구,J.정보통신,686,488
서울특별시,강북구,K.금융보험,4110,3696
서울특별시,강북구,L.부동산업,1294,1144
서울특별시,강북구,M.전문기술,1144,1060
서울특별시,강북구,N.사업시설,3660,3424
서울특별시,강북구,P.교육,3585,3197
서울특별시,강북구,Q.보건복지,9237,9698
서울특별시,강북구,R.예술스포츠,1580,1003
서울특별시,강북구,S.협회단체,2702,2126
서울특별시,도봉구,전체,52291,45152
서울특별시,도봉구,A.농림어업,1,0
서울특별시,도봉구,B.광업,1,0
서울특별시,도봉구,C.제조업,3265,2764
서울특별시,도봉구,D.전기가스,21,25
서울특별시,도봉구,E.수도하수,124,77
서울특별시,도봉구,F.건설업,3380,2893
서울특별시,도봉구,G.도소매업,8364,6268
서울특별시,도봉구,H.운수창고,4152,3630
서울특별시,도봉구,I.숙박음식,6035,4150
서울특별시,도봉구,J.정보통신,377,270
서울특별시,도봉구,K.금융보험,1089,1004
서울특별시,도봉구,L.부동산업,2243,2446
서울특별시,도봉구,M.전문기술,1665,1441
서울특별시,도봉구,N.사업시설,1975,1782
서울특별시,도봉구,P.교육,4048,3629
서울특별시,도봉구,Q.보건복지,11334,11523
서울특별시,도봉구,R.예술스포츠,1320,776
서울특별시,도봉구,S.협회단체,2897,2474
서울특별시,노원구,전체,89499,79287
서울특별시,노원구,A.농림어업,1,2
서울특별시,노원구,B.광업,0,0
서울특별시,노원구,C.제조업,3094,2701
서울특별시,노원구,D.전기가스,285,296
서울특별시,노원구,E.수도하수,232,178
서울특별시,노원구,F.건설업,2247,2566
서울특별시,노원구,G.도소매업,12528,9915
서울특별시,노원구,H.운수창고,5602,4964
서울특별시,노원구,I.숙박음식,11738,8850
서울특별시,노원구,J.정보통신,730,691
서울특별시,노원구,K.금융보험,3770,3390
서울특별시,노원구,L.부동산업,3726,3361
서울특별시,노원구,M.전문기술,2649,2359
서울특별시,노원구,N.사업시설,4890,4474
서울특별시,노원구,P.교육,13212,12081
서울특별시,노원구,Q.보건복지,19111,19101
서울특별시,노원구,R.예술스포츠,2251,1522
서울특별시,노원구,S.협회단체,3433,2836
서울특별시,은평구,전체,68912,62032
서울특별시,은평구,A.농림어업,0,0
서울특별시,은평구,B.광업,0,0
서울특별시,은평구,C.제조업,2409,1872
서울특별시,은평구,D.전기가스,162,160
서울특별시,은평구,E.수도하수,237,270
서울특별시,은평구,F.건설업,4000,4189
서울특별시,은평구,G.도소매업,11995,9497
서울특별시,은평구,H.운수창고,3747,3860
서울특별시,은평구,I.숙박음식,10001,7244
서울특별시,은평구,J.정보통신,948,1162
서울특별시,은평구,K.금융보험,2016,1925
서울특별시,은평구,L.부동산업,2284,2018
서울특별시,은평구,M.전문기술,2276,2202
서울특별시,은평구,N.사업시설,1545,1406
서울특별시,은평구,P.교육,6328,5941
서울특별시,은평구,Q.보건복지,15538,15987
서울특별시,은평구,R.예술스포츠,1902,1377
서울특별시,은평구,S.협회단체,3524,2922
서울특별시,서대문구,전체,93417,82636
서울특별시,서대문구,A.농림어업,1,0
서울특별시,서대문구,B.광업,0,0
서울특별시,서대문구,C.제조업,2108,1848
서울특별시,서대문구,D.전기가스,52,51
서울특별시,서대문구,E.수도하수,188,203
서울특별시,서대문구,F.건설업,3851,3227
서울특별시,서대문구,G.도소매업,10594,9383
서울특별시,서대문구,H.운수창고,2701,2404
서울특별시,서대문구,I.숙박음식,11513,8368
서울특별시,서대문구,J.정보통신,3058,2879
서울특별시,서대문구,K.금융보험,5557,3670
서울특별시,서대문구,L.부동산업,2032,1953
서울특별시,서대문구,M.전문기술,6349,6401
서울특별시,서대문구,N.사업시설,6428,5161
서울특별시,서대문구,P.교육,18143,17674
서울특별시,서대문구,Q.보건복지,16189,15389
서울특별시,서대문구,R.예술스포츠,1374,979
서울특별시,서대문구,S.협회단체,3279,3046
서울특별시,마포구,전체,224871,213004
서울특별시,마포구,A.농림어업,0,1
서울특별시,마포구,B.광업,0,0
서울특별시,마포구,C.제조업,4616,3888
서울특별시,마포구,D.전기가스,484,474
서울특별시,마포구,E.수도하수,253,268
서울특별시,마포구,F.건설업,13410,15003
서울특별시,마포구,G.도소매업,31291,28772
서울특별시,마포구,H.운수창고,8610,8709
서울특별시,마포구,I.숙박음식,25506,18767
서울특별시,마포구,J.정보통신,36724,39334
서울특별시,마포구,K.금융보험,10015,10014
서울특별시,마포구,L.부동산업,4790,4316
서울특별시,마포구,M.전문기술,19636,20229
서울특별시,마포구,N.사업시설,35099,30572
서울특별시,마포구,P.교육,11872,11215
서울특별시,마포구,Q.보건복지,11096,11783
서울특별시,마포구,R.예술스포츠,3644,2424
서울특별시,마포구,S.협회단체,7825,7235
서울특별시,양천구,전체,94429,83619
서울특별시,양천구,A.농림어업,0,26
서울특별시,양천구,B.광업,0,0
서울특별시,양천구,C.제조업,3863,3363
서울특별시,양천구,D.전기가스,268,266
서울특별시,양천구,E.수도하수,306,387
서울특별시,양천구,F.건설업,8974,8251
서울특별시,양천구,G.도소매업,14187,11721
서울특별시,양천구,H.운수창고,7624,5944
서울특별시,양천구,I.숙박음식,10096,7543
서울특별시,양천구,J.정보통신,4593,4514
서울특별시,양천구,K.금융보험,2223,2102
서울특별시,양천구,L.부동산업,2865,2766
서울특별시,양천구,M.전문기술,2866,2919
서울특별시,양천구,N.사업시설,4679,4327
서울특별시,양천구,P.교육,9846,8686
서울특별시,양천구,Q.보건복지,15245,15592
서울특별시,양천구,R.예술스포츠,2575,1557
서울특별시,양천구,S.협회단체,4219,3655
서울특별시,강서구,전체,343176,325378
서울특별시,강서구,A.농림어업,37,34
서울특별시,강서구,B.광업,28,26
서울특별시,강서구,C.제조업,76039,72882
서울특별시,강서구,D.전기가스,656,628
서울특별시,강서구,E.수도하수,1389,1359
서울특별시,강서구,F.건설업,19086,16811
서울특별시,강서구,G.도소매업,47115,43077
서울특별시,강서구,H.운수창고,52681,52976
서울특별시,강서구,I.숙박음식,24552,18296
서울특별시,강서구,J.정보통신,11484,11884
서울특별시,강서구,K.금융보험,5389,5626
서울특별시,강서구,L.부동산업,8720,6773
서울특별시,강서구,M.전문기술,28583,28864
서울특별시,강서구,N.사업시설,18909,19275
서울특별시,강서구,P.교육,10437,9843
서울특별시,강서구,Q.보건복지,25035,26559
서울특별시,강서구,R.예술스포츠,4684,3547
서울특별시,강서구,S.협회단체,8352,6918
서울특별시,구로구,전체,198471,186660
서울특별시,구로구,A.농림어업,20,3
서울특별시,구로구,B.광업,1,0
서울특별시,구로구,C.제조업,16783,15380
서울특별시,구로구,D.전기가스,127,101
서울특별시,구로구,E.수도하수,431,492
서울특별시,구로구,F.건설업,13124,14348
서울특별시,구로구,G.도소매업,33703,30765
서울특별시,구로구,H.운수창고,4596,5483
서울특별시,구로구,I.숙박음식,11841,9336
서울특별시,구로구,J.정보통신,29864,29968
서울특별시,구로구,K.금융보험,8354,7739
서울특별시,구로구,L.부동산업,3733,3439
서울특별시,구로구,M.전문기술,15211,15736
서울특별시,구로구,N.사업시설,29804,24502
서울특별시,구로구,P.교육,7359,6285
서울특별시,구로구,Q.보건복지,15741,16820
서울특별시,구로구,R.예술스포츠,2183,1631
서울특별시,구로구,S.협회단체,5596,4632
서울특별시,금천구,전체,225094,212622
서울특별시,금천구,A.농림어업,0,1
서울특별시,금천구,B.광업,0,0
서울특별시,금천구,C.제조업,38492,35339
서울특별시,금천구,D.전기가스,84,77
서울특별시,금천구,E.수도하수,211,227
서울특별시,금천구,F.건설업,16385,14208
서울특별시,금천구,G.도소매업,37694,35726
서울특별시,금천구,H.운수창고,6499,5089
서울특별시,금천구,I.숙박음식,8627,6609
서울특별시,금천구,J.정보통신,39503,39533
서울특별시,금천구,K.금융보험,2403,2630
서울특별시,금천구,L.부동산업,2771,3378
서울특별시,금천구,M.전문기술,31222,29622
서울특별시,금천구,N.사업시설,23850,22634
서울특별시,금천구,P.교육,4201,3884
서울특별시,금천구,Q.보건복지,7792,8622
서울특별시,금천구,R.예술스포츠,1112,765
서울특별시,금천구,S.협회단체,4248,4278
서울특별시,영등포구,전체,342660,327555
서울특별시,영등포구,A.농림어업,0,0
서울특별시,영등포구,B.광업,4,4
서울특별시,영등포구,C.제조업,11092,9798
서울특별시,영등포구,D.전기가스,774,772
서울특별시,영등포구,E.수도하수,350,301
서울특별시,영등포구,F.건설업,21158,20891
서울특별시,영등포구,G.도소매업,47490,45311
서울특별시,영등포구,H.운수창고,7169,7090
서울특별시,영등포구,I.숙박음식,23928,18554
서울특별시,영등포구,J.정보통신,29792,29213
서울특별시,영등포구,K.금융보험,58846,59210
서울특별시,영등포구,L.부동산업,9042,8397
서울특별시,영등포구,M.전문기술,35323,32514
서울특별시,영등포구,N.사업시설,62007,60972
서울특별시,영등포구,P.교육,5363,5122
서울특별시,영등포구,Q.보건복지,17376,17830
서울특별시,영등포구,R.예술스포츠,3005,2638
서울특별시,영등포구,S.협회단체,9941,8938
서울특별시,동작구,전체,85940,74904
서울특별시,동작구,A.농림어업,0,1
서울특별시,동작구,B.광업,0,0
서울특별시,동작구,C.제조업,1622,1338
서울특별시,동작구,D.전기가스,117,148
서울특별시,동작구,E.수도하수,261,243
서울특별시,동작구,F.건설업,5764,3838
서울특별시,동작구,G.도소매업,10740,9317
서울특별시,동작구,H.운수창고,1393,1109
서울특별시,동작구,I.숙박음식,10704,7362
서울특별시,동작구,J.정보통신,3910,4392
서울특별시,동작구,K.금융보험,3273,3706
서울특별시,동작구,L.부동산업,4792,4226
서울특별시,동작구,M.전문기술,6301,6212
서울특별시,동작구,N.사업시설,6856,5897
서울특별시,동작구,P.교육,10897,9084
서울특별시,동작구,Q.보건복지,13669,13861
서울특별시,동작구,R.예술스포츠,2107,1247
서울특별시,동작구,S.협회단체,3534,2923
서울특별시,관악구,전체,83765,73828
서울특별시,관악구,A.농림어업,0,12
서울특별시,관악구,B.광업,0,0
서울특별시,관악구,C.제조업,3715,3198
서울특별시,관악구,D.전기가스,4,0
서울특별시,관악구,E.수도하수,169,170
서울특별시,관악구,F.건설업,7803,8399
서울특별시,관악구,G.도소매업,11866,9470
서울특별시,관악구,H.운수창고,2166,1871
서울특별시,관악구,I.숙박음식,14265,9750
서울특별시,관악구,J.정보통신,2781,2561
서울특별시,관악구,K.금융보험,1949,1658
서울특별시,관악구,L.부동산업,3333,2436
서울특별시,관악구,M.전문기술,4807,4940
서울특별시,관악구,N.사업시설,5551,5127
서울특별시,관악구,P.교육,5592,4829
서울특별시,관악구,Q.보건복지,13183,14123
서울특별시,관악구,R.예술스포츠,2522,1765
서울특별시,관악구,S.협회단체,4059,3519
서울특별시,서초구,전체,407336,400545
서울특별시,서초구,A.농림어업,39,50
서울특별시,서초구,B.광업,30,32
서울특별시,서초구,C.제조업,5630,5288
서울특별시,서초구,D.전기가스,224,223
서울특별시,서초구,E.수도하수,299,352
서울특별시,서초구,F.건설업,62415,66134
서울특별시,서초구,G.도소매업,61609,58834
서울특별시,서초구,H.운수창고,9084,10106
서울특별시,서초구,I.숙박음식,28761,23058
서울특별시,서초구,J.정보통신,31546,32325
서울특별시,서초구,K.금융보험,17695,17929
서울특별시,서초구,L.부동산업,14742,13798
서울특별시,서초구,M.전문기술,68183,70672
서울특별시,서초구,N.사업시설,52892,48830
서울특별시,서초구,P.교육,16946,16747
서울특별시,서초구,Q.보건복지,20475,21504
서울특별시,서초구,R.예술스포츠,6119,5053
서울특별시,서초구,S.협회단체,10647,9610
서울특별시,강남구,전체,679558,656687
서울특별시,강남구,A.농림어업,36,74
서울특별시,강남구,B.광업,3,8
서울특별시,강남구,C.제조업,16324,15741
서울특별시,강남구,D.전기가스,1144,979
서울특별시,강남구,E.수도하수,693,582
서울특별시,강남구,F.건설업,46642,48055
서울특별시,강남구,G.도소매업,139602,129601
서울특별시,강남구,H.운수창고,8986,8032
서울특별시,강남구,I.숙박음식,56730,46197
서울특별시,강남구,J.정보통신,57949,61723
서울특별시,강남구,K.금융보험,32407,32436
서울특별시,강남구,L.부동산업,28866,28051
서울특별시,강남구,M.전문기술,111024,111467
서울특별시,강남구,N.사업시설,85644,81872
서울특별시,강남구,P.교육,24278,23406
서울특별시,강남구,Q.보건복지,41445,43878
서울특별시,강남구,R.예술스포츠,8230,6782
서울특별시,강남구,S.협회단체,19555,17803
서울특별시,송파구,전체,309757,311906
서울특별시,송파구,A.농림어업,276,128
서울특별시,송파구,B.광업,6,0
서울특별시,송파구,C.제조업,8571,8129
서울특별시,송파구,D.전기가스,26,23
서울특별시,송파구,E.수도하수,703,496
서울특별시,송파구,F.건설업,42336,54254
서울특별시,송파구,G.도소매업,58584,59351
서울특별시,송파구,H.운수창고,9289,9938
서울특별시,송파구,I.숙박음식,26811,20821
서울특별시,송파구,J.정보통신,27357,27947
서울특별시,송파구,K.금융보험,9007,9098
서울특별시,송파구,L.부동산업,12600,12324
서울특별시,송파구,M.전문기술,30369,31301
서울특별시,송파구,N.사업시설,27390,25799
서울특별시,송파구,P.교육,13036,10634
서울특별시,송파구,Q.보건복지,27630,28497
서울특별시,송파구,R.예술스포츠,7152,5772
서울특별시,송파구,S.협회단체,8614,7394
서울특별시,강동구,전체,117252,106685
서울특별시,강동구,A.농림어업,0,11
서울특별시,강동구,B.광업,0,0
서울특별시,강동구,C.제조업,4087,3381
서울특별시,강동구,D.전기가스,4,7
서울특별시,강동구,E.수도하수,238,185
서울특별시,강동구,F.건설업,16773,15191
서울특별시,강동구,G.도소매업,19886,17048
서울특별시,강동구,H.운수창고,4128,4066
서울특별시,강동구,I.숙박음식,12815,8816
서울특별시,강동구,J.정보통신,1518,1994
서울특별시,강동구,K.금융보험,3247,2914
서울특별시,강동구,L.부동산업,3763,3040
서울특별시,강동구,M.전문기술,6851,6852
서울특별시,강동구,N.사업시설,12017,10932
서울특별시,강동구,P.교육,6728,6429
서울특별시,강동구,Q.보건복지,18781,20919
서울특별시,강동구,R.예술스포츠,2159,1507
서울특별시,강동구,S.협회단체,4257,3393
부산광역시,전체,전체,1196973,1066592
부산광역시,전체,A.농림어업,3794,3644
부산광역시,전체,B.광업,106,75
부산광역시,전체,C.제조업,199423,184857
부산광역시,전체,D.전기가스,3884,3918
부산광역시,전체,E.수도하수,5999,5950
부산광역시,전체,F.건설업,101296,94373
부산광역시,전체,G.도소매업,177985,143607
부산광역시,전체,H.운수창고,88358,77899
부산광역시,전체,I.숙박음식,128128,89408
부산광역시,전체,J.정보통신,14044,14124
부산광역시,전체,K.금융보험,50911,47596
부산광역시,전체,L.부동산업,29778,27032
부산광역시,전체,M.전문기술,45952,46269
부산광역시,전체,N.사업시설,84633,71819
부산광역시,전체,P.교육,56979,52025
부산광역시,전체,Q.보건복지,147067,158639
부산광역시,전체,R.예술스포츠,18371,12976
부산광역시,전체,S.협회단체,40265,32381
부산광역시,중구,전체,673003,595193
부산광역시,중구,A.농림어업,1696,1628
부산광역시,중구,B.광업,347,363
부산광역시,중구,C.제조업,41193,33879
부산광역시,중구,D.전기가스,1594,1431
부산광역시,중구,E.수도하수,1724,1320
부산광역시,중구,F.건설업,25602,23649
부산광역시,중구,G.도소매업,125135,92628
부산광역시,중구,H.운수창고,64190,61872
부산광역시,중구,I.숙박음식,71154,49656
부산광역시,중구,J.정보통신,30332,29997
부산광역시,중구,K.금융보험,73930,70794
부산광역시,중구,L.부동산업,15363,15055
부산광역시,중구,M.전문기술,47605,48329
부산광역시,중구,N.사업시설,71428,65922
부산광역시,중구,P.교육,20497,18966
부산광역시,중구,Q.보건복지,53135,57400
부산광역시,중구,R.예술스포츠,9537,7286
부산광역시,중구,S.협회단체,18541,15018
부산광역시,서구,전체,550644,495833
부산광역시,서구,A.농림어업,1441,1608
부산광역시,서구,B.광업,192,144
부산광역시,서구,C.제조업,98167,93063
부산광역시,서구,D.전기가스,2593,2612
부산광역시,서구,E.수도하수,3886,4109
부산광역시,서구,F.건설업,44167,40248
부산광역시,서구,G.도소매업,82613,67807
부산광역시,서구,H.운수창고,22589,19745
부산광역시,서구,I.숙박음식,52590,36962
부산광역시,서구,J.정보통신,8706,8661
부산광역시,서구,K.금융보험,29701,26547
부산광역시,서구,L.부동산업,17787,15977
부산광역시,서구,M.전문기술,22791,23555
부산광역시,서구,N.사업시설,37020,33504
부산광역시,서구,P.교육,25496,22141
부산광역시,서구,Q.보건복지,71124,75857
부산광역시,서구,R.예술스포츠,8736,5972
부산광역시,서구,S.협회단체,21045,17321
부산광역시,동구,전체,366518,330725
부산광역시,동구,A.농림어업,53,60
부산광역시,동구,B.광업,7,14
부산광역시,동구,C.제조업,65082,60631
부산광역시,동구,D.전기가스,1801,2110
부산광역시,동구,E.수도하수,1000,963
부산광역시,동구,F.건설업,26582,23968
부산광역시,동구,G.도소매업,52447,40059
부산광역시,동구,H.운수창고,26291,23767
부산광역시,동구,I.숙박음식,33651,23891
부산광역시,동구,J.정보통신,6302,6615
부산광역시,동구,K.금융보험,16512,15692
부산광역시,동구,L.부동산업,7751,7131
부산광역시,동구,M.전문기술,16271,16453
부산광역시,동구,N.사업시설,28427,24431
부산광역시,동구,P.교육,18576,17247
부산광역시,동구,Q.보건복지,47391,53405
부산광역시,동구,R.예술스포츠,4843,3361
부산광역시,동구,S.협회단체,13531,10927
부산광역시,영도구,전체,34879,31214
부산광역시,영도구,A.농림어업,191,243
부산광역시,영도구,B.광업,0,0
부산광역시,영도구,C.제조업,9150,9052
부산광역시,영도구,D.전기가스,29,29
부산광역시,영도구,E.수도하수,256,286
부산광역시,영도구,F.건설업,1644,1210
부산광역시,영도구,G.도소매업,3870,3309
부산광역시,영도구,H.운수창고,2630,2432
부산광역시,영도구,I.숙박음식,2899,2020
부산광역시,영도구,J.정보통신,255,260
부산광역시,영도구,K.금융보험,310,304
부산광역시,영도구,L.부동산업,481,517
부산광역시,영도구,M.전문기술,1698,1264
부산광역시,영도구,N.사업시설,2903,2042
부산광역시,영도구,P.교육,1835,1622
부산광역시,영도구,Q.보건복지,5270,5511
부산광역시,영도구,R.예술스포츠,308,264
부산광역시,영도구,S.협회단체,1150,849
부산광역시,부산진구,전체,140885,119609
부산광역시,부산진구,A.농림어업,0,0
부산광역시,부산진구,B.광업,0,0
부산광역시,부산진구,C.제조업,5781,4810
부산광역시,부산진구,D.전기가스,402,436
부산광역시,부산진구,E.수도하수,234,243
부산광역시,부산진구,F.건설업,14341,11580
부산광역시,부산진구,G.도소매업,19945,14712
부산광역시,부산진구,H.운수창고,4547,4581
부산광역시,부산진구,I.숙박음식,17493,12171
부산광역시,부산진구,J.정보통신,958,999
부산광역시,부산진구,K.금융보험,14417,12757
부산광역시,부산진구,L.부동산업,5054,4683
부산광역시,부산진구,M.전문기술,5802,5673
부산광역시,부산진구,N.사업시설,15959,12708
부산광역시,부산진구,P.교육,8865,8154
부산광역시,부산진구,Q.보건복지,19529,20309
부산광역시,부산진구,R.예술스포츠,2257,1680
부산광역시,부산진구,S.협회단체,5301,4113
부산광역시,동래구,전체,70718,66498
