행정코드,시도,행정구역,5세별,성별,연월,value
11170,서울특별시,용산구,40 - 44세,남자인구수[명],'12.12월,11726
11170,서울특별시,용산구,40 - 44세,여자인구수[명],'12.12월,11402
11170,서울특별시,용산구,45 - 49세,남자인구수[명],'12.12월,9513
11170,서울특별시,용산구,45 - 49세,여자인구수[명],'12.12월,9355
11170,서울특별시,용산구,50 - 54세,남자인구수[명],'12.12월,9735
11170,서울특별시,용산구,50 - 54세,여자인구수[명],'12.12월,10163
11170,서울특별시,용산구,55 - 59세,남자인구수[명],'12.12월,8073
11170,서울특별시,용산구,55 - 59세,여자인구수[명],'12.12월,8734
11170,서울특별시,용산구,60 - 64세,남자인구수[명],'12.12월,5710
11170,서울특별시,용산구,60 - 64세,여자인구수[명],'12.12월,6664
11170,서울특별시,용산구,65 - 69세,남자인구수[명],'12.12월,4702
11170,서울특별시,용산구,65 - 69세,여자인구수[명],'12.12월,5796
11170,서울특별시,용산구,70 - 74세,남자인구수[명],'12.12월,4330
11170,서울특별시,용산구,70 - 74세,여자인구수[명],'12.12월,5391
11170,서울특별시,용산구,75 - 79세,남자인구수[명],'12.12월,2551
11170,서울특별시,용산구,75 - 79세,여자인구수[명],'12.12월,3768
11170,서울특별시,용산구,80 - 84세,남자인구수[명],'12.12월,1237
11170,서울특별시,용산구,80 - 84세,여자인구수[명],'12.12월,2231
11170,서울특별시,용산구,85 - 89세,남자인구수[명],'12.12월,566
11170,서울특별시,용산구,85 - 89세,여자인구수[명],'12.12월,1174
11170,서울특별시,용산구,90 - 94세,남자인구수[명],'12.12월,211
11170,서울특별시,용산구,90 - 94세,여자인구수[명],'12.12월,424
11170,서울특별시,용산구,95 - 99세,남자인구수[명],'12.12월,58
11170,서울특별시,용산구,95 - 99세,여자인구수[명],'12.12월,134
11170,서울특별시,용산구,100+,남자인구수[명],'12.12월,56
11170,서울특별시,용산구,100+,여자인구수[명],'12.12월,157
11200,서울특별시,성동구,0 - 4세,남자인구수[명],'12.12월,6432
11200,서울특별시,성동구,0 - 4세,여자인구수[명],'12.12월,6014
11200,서울특별시,성동구,5 - 9세,남자인구수[명],'12.12월,6054
11200,서울특별시,성동구,5 - 9세,여자인구수[명],'12.12월,5864
11200,서울특별시,성동구,10 - 14세,남자인구수[명],'12.12월,6916
11200,서울특별시,성동구,10 - 14세,여자인구수[명],'12.12월,6716
11200,서울특별시,성동구,15 - 19세,남자인구수[명],'12.12월,8562
11200,서울특별시,성동구,15 - 19세,여자인구수[명],'12.12월,8103
11200,서울특별시,성동구,20 - 24세,남자인구수[명],'12.12월,10329
11200,서울특별시,성동구,20 - 24세,여자인구수[명],'12.12월,9789
11200,서울특별시,성동구,25 - 29세,남자인구수[명],'12.12월,11937
11200,서울특별시,성동구,25 - 29세,여자인구수[명],'12.12월,11750
11200,서울특별시,성동구,30 - 34세,남자인구수[명],'12.12월,14371
11200,서울특별시,성동구,30 - 34세,여자인구수[명],'12.12월,14181
11200,서울특별시,성동구,35 - 39세,남자인구수[명],'12.12월,13743
11200,서울특별시,성동구,35 - 39세,여자인구수[명],'12.12월,12927
11200,서울특별시,성동구,40 - 44세,남자인구수[명],'12.12월,14641
11200,서울특별시,성동구,40 - 44세,여자인구수[명],'12.12월,13280
11200,서울특별시,성동구,45 - 49세,남자인구수[명],'12.12월,12090
11200,서울특별시,성동구,45 - 49세,여자인구수[명],'12.12월,11452
11200,서울특별시,성동구,50 - 54세,남자인구수[명],'12.12월,12970
11200,서울특별시,성동구,50 - 54세,여자인구수[명],'12.12월,12456
11200,서울특별시,성동구,55 - 59세,남자인구수[명],'12.12월,10068
11200,서울특별시,성동구,55 - 59세,여자인구수[명],'12.12월,10342
11200,서울특별시,성동구,60 - 64세,남자인구수[명],'12.12월,7030
11200,서울특별시,성동구,60 - 64세,여자인구수[명],'12.12월,7531
11200,서울특별시,성동구,65 - 69세,남자인구수[명],'12.12월,5619
11200,서울특별시,성동구,65 - 69세,여자인구수[명],'12.12월,6509
11200,서울특별시,성동구,70 - 74세,남자인구수[명],'12.12월,4779
11200,서울특별시,성동구,70 - 74세,여자인구수[명],'12.12월,5612
11200,서울특별시,성동구,75 - 79세,남자인구수[명],'12.12월,2579
11200,서울특별시,성동구,75 - 79세,여자인구수[명],'12.12월,3605
11200,서울특별시,성동구,80 - 84세,남자인구수[명],'12.12월,1044
11200,서울특별시,성동구,80 - 84세,여자인구수[명],'12.12월,2042
11200,서울특별시,성동구,85 - 89세,남자인구수[명],'12.12월,432
11200,서울특별시,성동구,85 - 89세,여자인구수[명],'12.12월,972
11200,서울특별시,성동구,90 - 94세,남자인구수[명],'12.12월,153
11200,서울특별시,성동구,90 - 94세,여자인구수[명],'12.12월,386
11200,서울특별시,성동구,95 - 99세,남자인구수[명],'12.12월,42
11200,서울특별시,성동구,95 - 99세,여자인구수[명],'12.12월,150
11200,서울특별시,성동구,100+,남자인구수[명],'12.12월,41
11200,서울특별시,성동구,100+,여자인구수[명],'12.12월,91
11215,서울특별시,광진구,0 - 4세,남자인구수[명],'12.12월,7286
11215,서울특별시,광진구,0 - 4세,여자인구수[명],'12.12월,6788
11215,서울특별시,광진구,5 - 9세,남자인구수[명],'12.12월,7039
11215,서울특별시,광진구,5 - 9세,여자인구수[명],'12.12월,6808
11215,서울특별시,광진구,10 - 14세,남자인구수[명],'12.12월,9432
11215,서울특별시,광진구,10 - 14세,여자인구수[명],'12.12월,8702
11215,서울특별시,광진구,15 - 19세,남자인구수[명],'12.12월,12277
11215,서울특별시,광진구,15 - 19세,여자인구수[명],'12.12월,11234
11215,서울특별시,광진구,20 - 24세,남자인구수[명],'12.12월,13189
11215,서울특별시,광진구,20 - 24세,여자인구수[명],'12.12월,13599
11215,서울특별시,광진구,25 - 29세,남자인구수[명],'12.12월,16769
11215,서울특별시,광진구,25 - 29세,여자인구수[명],'12.12월,17607
11215,서울특별시,광진구,30 - 34세,남자인구수[명],'12.12월,18467
11215,서울특별시,광진구,30 - 34세,여자인구수[명],'12.12월,18286
11215,서울특별시,광진구,35 - 39세,남자인구수[명],'12.12월,15676
11215,서울특별시,광진구,35 - 39세,여자인구수[명],'12.12월,15237
11215,서울특별시,광진구,40 - 44세,남자인구수[명],'12.12월,16794
11215,서울특별시,광진구,40 - 44세,여자인구수[명],'12.12월,16887
11215,서울특별시,광진구,45 - 49세,남자인구수[명],'12.12월,15022
11215,서울특별시,광진구,45 - 49세,여자인구수[명],'12.12월,14925
11215,서울특별시,광진구,50 - 54세,남자인구수[명],'12.12월,15433
11215,서울특별시,광진구,50 - 54세,여자인구수[명],'12.12월,16302
11215,서울특별시,광진구,55 - 59세,남자인구수[명],'12.12월,12159
11215,서울특별시,광진구,55 - 59세,여자인구수[명],'12.12월,12791
11215,서울특별시,광진구,60 - 64세,남자인구수[명],'12.12월,8240
11215,서울특별시,광진구,60 - 64세,여자인구수[명],'12.12월,8825
11215,서울특별시,광진구,65 - 69세,남자인구수[명],'12.12월,6400
11215,서울특별시,광진구,65 - 69세,여자인구수[명],'12.12월,6832
11215,서울특별시,광진구,70 - 74세,남자인구수[명],'12.12월,5111
11215,서울특별시,광진구,70 - 74세,여자인구수[명],'12.12월,5486
11215,서울특별시,광진구,75 - 79세,남자인구수[명],'12.12월,2485
11215,서울특별시,광진구,75 - 79세,여자인구수[명],'12.12월,3574
11215,서울특별시,광진구,80 - 84세,남자인구수[명],'12.12월,1099
11215,서울특별시,광진구,80 - 84세,여자인구수[명],'12.12월,2115
11215,서울특별시,광진구,85 - 89세,남자인구수[명],'12.12월,433
11215,서울특별시,광진구,85 - 89세,여자인구수[명],'12.12월,1087
11215,서울특별시,광진구,90 - 94세,남자인구수[명],'12.12월,155
11215,서울특별시,광진구,90 - 94세,여자인구수[명],'12.12월,471
11215,서울특별시,광진구,95 - 99세,남자인구수[명],'12.12월,31
11215,서울특별시,광진구,95 - 99세,여자인구수[명],'12.12월,134
11215,서울특별시,광진구,100+,남자인구수[명],'12.12월,31
11215,서울특별시,광진구,100+,여자인구수[명],'12.12월,95
11230,서울특별시,동대문구,0 - 4세,남자인구수[명],'12.12월,6992
11230,서울특별시,동대문구,0 - 4세,여자인구수[명],'12.12월,6778
11230,서울특별시,동대문구,5 - 9세,남자인구수[명],'12.12월,6946
11230,서울특별시,동대문구,5 - 9세,여자인구수[명],'12.12월,6502
11230,서울특별시,동대문구,10 - 14세,남자인구수[명],'12.12월,8339
11230,서울특별시,동대문구,10 - 14세,여자인구수[명],'12.12월,7893
11230,서울특별시,동대문구,15 - 19세,남자인구수[명],'12.12월,10526
11230,서울특별시,동대문구,15 - 19세,여자인구수[명],'12.12월,9704
11230,서울특별시,동대문구,20 - 24세,남자인구수[명],'12.12월,12719
11230,서울특별시,동대문구,20 - 24세,여자인구수[명],'12.12월,12167
11230,서울특별시,동대문구,25 - 29세,남자인구수[명],'12.12월,15480
11230,서울특별시,동대문구,25 - 29세,여자인구수[명],'12.12월,14053
11230,서울특별시,동대문구,30 - 34세,남자인구수[명],'12.12월,16845
11230,서울특별시,동대문구,30 - 34세,여자인구수[명],'12.12월,15367
11230,서울특별시,동대문구,35 - 39세,남자인구수[명],'12.12월,15358
11230,서울특별시,동대문구,35 - 39세,여자인구수[명],'12.12월,14346
11230,서울특별시,동대문구,40 - 44세,남자인구수[명],'12.12월,16712
11230,서울특별시,동대문구,40 - 44세,여자인구수[명],'12.12월,15051
11230,서울특별시,동대문구,45 - 49세,남자인구수[명],'12.12월,14247
11230,서울특별시,동대문구,45 - 49세,여자인구수[명],'12.12월,13264
11230,서울특별시,동대문구,50 - 54세,남자인구수[명],'12.12월,15293
11230,서울특별시,동대문구,50 - 54세,여자인구수[명],'12.12월,15489
11230,서울특별시,동대문구,55 - 59세,남자인구수[명],'12.12월,13092
11230,서울특별시,동대문구,55 - 59세,여자인구수[명],'12.12월,13610
11230,서울특별시,동대문구,60 - 64세,남자인구수[명],'12.12월,9508
11230,서울특별시,동대문구,60 - 64세,여자인구수[명],'12.12월,10352
11230,서울특별시,동대문구,65 - 69세,남자인구수[명],'12.12월,7916
11230,서울특별시,동대문구,65 - 69세,여자인구수[명],'12.12월,8873
11230,서울특별시,동대문구,70 - 74세,남자인구수[명],'12.12월,6777
11230,서울특별시,동대문구,70 - 74세,여자인구수[명],'12.12월,7582
11230,서울특별시,동대문구,75 - 79세,남자인구수[명],'12.12월,3533
11230,서울특별시,동대문구,75 - 79세,여자인구수[명],'12.12월,4786
11230,서울특별시,동대문구,80 - 84세,남자인구수[명],'12.12월,1495
11230,서울특별시,동대문구,80 - 84세,여자인구수[명],'12.12월,2673
11230,서울특별시,동대문구,85 - 89세,남자인구수[명],'12.12월,550
11230,서울특별시,동대문구,85 - 89세,여자인구수[명],'12.12월,1326
11230,서울특별시,동대문구,90 - 94세,남자인구수[명],'12.12월,214
11230,서울특별시,동대문구,90 - 94세,여자인구수[명],'12.12월,505
11230,서울특별시,동대문구,95 - 99세,남자인구수[명],'12.12월,71
11230,서울특별시,동대문구,95 - 99세,여자인구수[명],'12.12월,148
11230,서울특별시,동대문구,100+,남자인구수[명],'12.12월,48
11230,서울특별시,동대문구,100+,여자인구수[명],'12.12월,128
11260,서울특별시,중랑구,0 - 4세,남자인구수[명],'12.12월,8215
11260,서울특별시,중랑구,0 - 4세,여자인구수[명],'12.12월,7769
11260,서울특별시,중랑구,5 - 9세,남자인구수[명],'12.12월,7741
11260,서울특별시,중랑구,5 - 9세,여자인구수[명],'12.12월,7414
11260,서울특별시,중랑구,10 - 14세,남자인구수[명],'12.12월,10126
11260,서울특별시,중랑구,10 - 14세,여자인구수[명],'12.12월,9162
11260,서울특별시,중랑구,15 - 19세,남자인구수[명],'12.12월,13710
11260,서울특별시,중랑구,15 - 19세,여자인구수[명],'12.12월,12496
11260,서울특별시,중랑구,20 - 24세,남자인구수[명],'12.12월,14613
11260,서울특별시,중랑구,20 - 24세,여자인구수[명],'12.12월,14274
11260,서울특별시,중랑구,25 - 29세,남자인구수[명],'12.12월,16128
11260,서울특별시,중랑구,25 - 29세,여자인구수[명],'12.12월,15845
11260,서울특별시,중랑구,30 - 34세,남자인구수[명],'12.12월,19209
11260,서울특별시,중랑구,30 - 34세,여자인구수[명],'12.12월,17850
11260,서울특별시,중랑구,35 - 39세,남자인구수[명],'12.12월,17170
11260,서울특별시,중랑구,35 - 39세,여자인구수[명],'12.12월,15729
11260,서울특별시,중랑구,40 - 44세,남자인구수[명],'12.12월,19017
11260,서울특별시,중랑구,40 - 44세,여자인구수[명],'12.12월,17897
11260,서울특별시,중랑구,45 - 49세,남자인구수[명],'12.12월,17667
11260,서울특별시,중랑구,45 - 49세,여자인구수[명],'12.12월,17454
11260,서울특별시,중랑구,50 - 54세,남자인구수[명],'12.12월,19504
11260,서울특별시,중랑구,50 - 54세,여자인구수[명],'12.12월,19779
11260,서울특별시,중랑구,55 - 59세,남자인구수[명],'12.12월,15703
11260,서울특별시,중랑구,55 - 59세,여자인구수[명],'12.12월,15977
11260,서울특별시,중랑구,60 - 64세,남자인구수[명],'12.12월,10988
11260,서울특별시,중랑구,60 - 64세,여자인구수[명],'12.12월,11456
11260,서울특별시,중랑구,65 - 69세,남자인구수[명],'12.12월,8290
11260,서울특별시,중랑구,65 - 69세,여자인구수[명],'12.12월,9066
11260,서울특별시,중랑구,70 - 74세,남자인구수[명],'12.12월,6594
11260,서울특별시,중랑구,70 - 74세,여자인구수[명],'12.12월,7436
11260,서울특별시,중랑구,75 - 79세,남자인구수[명],'12.12월,3357
11260,서울특별시,중랑구,75 - 79세,여자인구수[명],'12.12월,4640
11260,서울특별시,중랑구,80 - 84세,남자인구수[명],'12.12월,1285
11260,서울특별시,중랑구,80 - 84세,여자인구수[명],'12.12월,2809
11260,서울특별시,중랑구,85 - 89세,남자인구수[명],'12.12월,505
11260,서울특별시,중랑구,85 - 89세,여자인구수[명],'12.12월,1394
11260,서울특별시,중랑구,90 - 94세,남자인구수[명],'12.12월,149
11260,서울특별시,중랑구,90 - 94세,여자인구수[명],'12.12월,551
11260,서울특별시,중랑구,95 - 99세,남자인구수[명],'12.12월,47
11260,서울특별시,중랑구,95 - 99세,여자인구수[명],'12.12월,170
11260,서울특별시,중랑구,100+,남자인구수[명],'12.12월,25
11260,서울특별시,중랑구,100+,여자인구수[명],'12.12월,84
11290,서울특별시,성북구,0 - 4세,남자인구수[명],'12.12월,10493
11290,서울특별시,성북구,0 - 4세,여자인구수[명],'12.12월,9997
11290,서울특별시,성북구,5 - 9세,남자인구수[명],'12.12월,10994
11290,서울특별시,성북구,5 - 9세,여자인구수[명],'12.12월,10236
11290,서울특별시,성북구,10 - 14세,남자인구수[명],'12.12월,12088
11290,서울특별시,성북구,10 - 14세,여자인구수[명],'12.12월,11519
11290,서울특별시,성북구,15 - 19세,남자인구수[명],'12.12월,14263
