시도,행정구역,5세코드,연월,value
전국,전체,0,'12.12월,50948272
전국,전체,70,'12.12월,1899933
전국,전체,75,'12.12월,1774343
전국,전체,80,'12.12월,1196000
전국,전체,85,'12.12월,663632
전국,전체,90,'12.12월,301459
전국,전체,95,'12.12월,106586
전국,전체,100,'12.12월,25450
전국,전체,105,'12.12월,12657
서울특별시,전체,0,'12.12월,10195318
서울특별시,전체,70,'12.12월,401794
서울특별시,전체,75,'12.12월,326428
서울특별시,전체,80,'12.12월,193611
서울특별시,전체,85,'12.12월,104821
서울특별시,전체,90,'12.12월,50315
서울특별시,전체,95,'12.12월,19298
서울특별시,전체,100,'12.12월,5390
서울특별시,전체,105,'12.12월,3926
서울특별시,종로구,0,'12.12월,165207
서울특별시,종로구,70,'12.12월,7754
서울특별시,종로구,75,'12.12월,7124
서울특별시,종로구,80,'12.12월,4371
서울특별시,종로구,85,'12.12월,2420
서울특별시,종로구,90,'12.12월,1185
서울특별시,종로구,95,'12.12월,550
서울특별시,종로구,100,'12.12월,170
서울특별시,종로구,105,'12.12월,156
서울특별시,중구,0,'12.12월,133360
서울특별시,중구,70,'12.12월,6230
서울특별시,중구,75,'12.12월,5523
서울특별시,중구,80,'12.12월,3432
서울특별시,중구,85,'12.12월,1945
서울특별시,중구,90,'12.12월,938
서울특별시,중구,95,'12.12월,381
서울특별시,중구,100,'12.12월,136
서울특별시,중구,105,'12.12월,105
서울특별시,용산구,0,'12.12월,243232
서울특별시,용산구,70,'12.12월,10498
서울특별시,용산구,75,'12.12월,9721
서울특별시,용산구,80,'12.12월,6319
서울특별시,용산구,85,'12.12월,3468
서울특별시,용산구,90,'12.12월,1740
서울특별시,용산구,95,'12.12월,635
서울특별시,용산구,100,'12.12월,192
서울특별시,용산구,105,'12.12월,213
서울특별시,성동구,0,'12.12월,299604
서울특별시,성동구,70,'12.12월,12128
서울특별시,성동구,75,'12.12월,10391
서울특별시,성동구,80,'12.12월,6184
서울특별시,성동구,85,'12.12월,3086
서울특별시,성동구,90,'12.12월,1404
서울특별시,성동구,95,'12.12월,539
서울특별시,성동구,100,'12.12월,192
서울특별시,성동구,105,'12.12월,132
서울특별시,광진구,0,'12.12월,371313
서울특별시,광진구,70,'12.12월,13232
서울특별시,광진구,75,'12.12월,10597
서울특별시,광진구,80,'12.12월,6059
서울특별시,광진구,85,'12.12월,3214
서울특별시,광진구,90,'12.12월,1520
서울특별시,광진구,95,'12.12월,626
서울특별시,광진구,100,'12.12월,165
서울특별시,광진구,105,'12.12월,126
서울특별시,동대문구,0,'12.12월,363258
서울특별시,동대문구,70,'12.12월,16789
서울특별시,동대문구,75,'12.12월,14359
서울특별시,동대문구,80,'12.12월,8319
서울특별시,동대문구,85,'12.12월,4168
서울특별시,동대문구,90,'12.12월,1876
서울특별시,동대문구,95,'12.12월,719
서울특별시,동대문구,100,'12.12월,219
서울특별시,동대문구,105,'12.12월,176
서울특별시,중랑구,0,'12.12월,419295
서울특별시,중랑구,70,'12.12월,17356
서울특별시,중랑구,75,'12.12월,14030
서울특별시,중랑구,80,'12.12월,7997
서울특별시,중랑구,85,'12.12월,4094
서울특별시,중랑구,90,'12.12월,1899
서울특별시,중랑구,95,'12.12월,700
서울특별시,중랑구,100,'12.12월,217
서울특별시,중랑구,105,'12.12월,109
서울특별시,성북구,0,'12.12월,481857
서울특별시,성북구,70,'12.12월,20495
서울특별시,성북구,75,'12.12월,17864
서울특별시,성북구,80,'12.12월,10349
서울특별시,성북구,85,'12.12월,5322
서울특별시,성북구,90,'12.12월,2457
서울특별시,성북구,95,'12.12월,1002
서울특별시,성북구,100,'12.12월,283
서울특별시,성북구,105,'12.12월,228
서울특별시,강북구,0,'12.12월,343157
서울특별시,강북구,70,'12.12월,17108
서울특별시,강북구,75,'12.12월,14506
서울특별시,강북구,80,'12.12월,7945
서울특별시,강북구,85,'12.12월,3839
서울특별시,강북구,90,'12.12월,1681
서울특별시,강북구,95,'12.12월,700
서울특별시,강북구,100,'12.12월,186
서울특별시,강북구,105,'12.12월,182
서울특별시,도봉구,0,'12.12월,362270
서울특별시,도봉구,70,'12.12월,14660
서울특별시,도봉구,75,'12.12월,12768
서울특별시,도봉구,80,'12.12월,7676
서울특별시,도봉구,85,'12.12월,4227
서울특별시,도봉구,90,'12.12월,1959
서울특별시,도봉구,95,'12.12월,661
서울특별시,도봉구,100,'12.12월,183
서울특별시,도봉구,105,'12.12월,96
서울특별시,노원구,0,'12.12월,597189
서울특별시,노원구,70,'12.12월,20240
서울특별시,노원구,75,'12.12월,17924
서울특별시,노원구,80,'12.12월,11544
서울특별시,노원구,85,'12.12월,6662
서울특별시,노원구,90,'12.12월,3188
서울특별시,노원구,95,'12.12월,1148
서울특별시,노원구,100,'12.12월,273
서울특별시,노원구,105,'12.12월,171
서울특별시,은평구,0,'12.12월,501480
서울특별시,은평구,70,'12.12월,21667
서울특별시,은평구,75,'12.12월,18603
서울특별시,은평구,80,'12.12월,10888
서울특별시,은평구,85,'12.12월,5490
서울특별시,은평구,90,'12.12월,2548
서울특별시,은평구,95,'12.12월,906
서울특별시,은평구,100,'12.12월,256
서울특별시,은평구,105,'12.12월,291
서울특별시,서대문구,0,'12.12월,315113
서울특별시,서대문구,70,'12.12월,13983
서울특별시,서대문구,75,'12.12월,12958
서울특별시,서대문구,80,'12.12월,7873
서울특별시,서대문구,85,'12.12월,4029
서울특별시,서대문구,90,'12.12월,1861
서울특별시,서대문구,95,'12.12월,701
서울특별시,서대문구,100,'12.12월,198
서울특별시,서대문구,105,'12.12월,153
서울특별시,마포구,0,'12.12월,384644
서울특별시,마포구,70,'12.12월,15205
서울특별시,마포구,75,'12.12월,13210
서울특별시,마포구,80,'12.12월,8242
서울특별시,마포구,85,'12.12월,4240
서울특별시,마포구,90,'12.12월,1931
서울특별시,마포구,95,'12.12월,804
서울특별시,마포구,100,'12.12월,209
서울특별시,마포구,105,'12.12월,186
서울특별시,양천구,0,'12.12월,495911
서울특별시,양천구,70,'12.12월,15680
서울특별시,양천구,75,'12.12월,12143
서울특별시,양천구,80,'12.12월,7701
서울특별시,양천구,85,'12.12월,4666
서울특별시,양천구,90,'12.12월,2149
서울특별시,양천구,95,'12.12월,760
서울특별시,양천구,100,'12.12월,203
서울특별시,양천구,105,'12.12월,90
서울특별시,강서구,0,'12.12월,567431
서울특별시,강서구,70,'12.12월,20355
서울특별시,강서구,75,'12.12월,15524
서울특별시,강서구,80,'12.12월,9669
서울특별시,강서구,85,'12.12월,5852
서울특별시,강서구,90,'12.12월,2831
서울특별시,강서구,95,'12.12월,1031
서울특별시,강서구,100,'12.12월,238
서울특별시,강서구,105,'12.12월,141
서울특별시,구로구,0,'12.12월,427520
서울특별시,구로구,70,'12.12월,17351
서울특별시,구로구,75,'12.12월,13291
서울특별시,구로구,80,'12.12월,7470
서울특별시,구로구,85,'12.12월,3783
서울특별시,구로구,90,'12.12월,1762
서울특별시,구로구,95,'12.12월,642
서울특별시,구로구,100,'12.12월,165
서울특별시,구로구,105,'12.12월,115
서울특별시,금천구,0,'12.12월,243288
서울특별시,금천구,70,'12.12월,10065
서울특별시,금천구,75,'12.12월,8093
서울특별시,금천구,80,'12.12월,4417
서울특별시,금천구,85,'12.12월,2340
서울특별시,금천구,90,'12.12월,939
서울특별시,금천구,95,'12.12월,410
서울특별시,금천구,100,'12.12월,117
서울특별시,금천구,105,'12.12월,95
서울특별시,영등포구,0,'12.12월,391408
서울특별시,영등포구,70,'12.12월,16478
서울특별시,영등포구,75,'12.12월,13408
서울특별시,영등포구,80,'12.12월,8290
서울특별시,영등포구,85,'12.12월,4123
서울특별시,영등포구,90,'12.12월,1943
서울특별시,영등포구,95,'12.12월,750
서울특별시,영등포구,100,'12.12월,210
서울특별시,영등포구,105,'12.12월,215
서울특별시,동작구,0,'12.12월,405491
서울특별시,동작구,70,'12.12월,17144
서울특별시,동작구,75,'12.12월,14002
서울특별시,동작구,80,'12.12월,8232
서울특별시,동작구,85,'12.12월,4346
서울특별시,동작구,90,'12.12월,2046
서울특별시,동작구,95,'12.12월,845
서울특별시,동작구,100,'12.12월,227
서울특별시,동작구,105,'12.12월,165
서울특별시,관악구,0,'12.12월,523029
서울특별시,관악구,70,'12.12월,21934
서울특별시,관악구,75,'12.12월,17477
서울특별시,관악구,80,'12.12월,8998
서울특별시,관악구,85,'12.12월,4494
서울특별시,관악구,90,'12.12월,2105
서울특별시,관악구,95,'12.12월,796
서울특별시,관악구,100,'12.12월,230
서울특별시,관악구,105,'12.12월,204
서울특별시,서초구,0,'12.12월,435044
서울특별시,서초구,70,'12.12월,16287
서울특별시,서초구,75,'12.12월,11270
서울특별시,서초구,80,'12.12월,6638
서울특별시,서초구,85,'12.12월,3920
서울특별시,서초구,90,'12.12월,2246
서울특별시,서초구,95,'12.12월,884
서울특별시,서초구,100,'12.12월,265
서울특별시,서초구,105,'12.12월,139
서울특별시,강남구,0,'12.12월,564197
서울특별시,강남구,70,'12.12월,19680
서울특별시,강남구,75,'12.12월,13462
서울특별시,강남구,80,'12.12월,7857
서울특별시,강남구,85,'12.12월,4890
서울특별시,강남구,90,'12.12월,2715
서울특별시,강남구,95,'12.12월,1127
서울특별시,강남구,100,'12.12월,315
서울특별시,강남구,105,'12.12월,160
서울특별시,송파구,0,'12.12월,673115
서울특별시,송파구,70,'12.12월,22402
서울특별시,송파구,75,'12.12월,15971
서울특별시,송파구,80,'12.12월,9716
서울특별시,송파구,85,'12.12월,5671
서울특별시,송파구,90,'12.12월,3025
서울특별시,송파구,95,'12.12월,1100
서울특별시,송파구,100,'12.12월,312
서울특별시,송파구,105,'12.12월,144
서울특별시,강동구,0,'12.12월,487905
서울특별시,강동구,70,'12.12월,17073
서울특별시,강동구,75,'12.12월,12209
서울특별시,강동구,80,'12.12월,7425
서울특별시,강동구,85,'12.12월,4532
서울특별시,강동구,90,'12.12월,2367
서울특별시,강동구,95,'12.12월,881
서울특별시,강동구,100,'12.12월,229
서울특별시,강동구,105,'12.12월,134
부산광역시,전체,0,'12.12월,3538484
부산광역시,전체,70,'12.12월,156443
부산광역시,전체,75,'12.12월,133545
부산광역시,전체,80,'12.12월,81272
부산광역시,전체,85,'12.12월,43465
부산광역시,전체,90,'12.12월,18917
부산광역시,전체,95,'12.12월,5895
부산광역시,전체,100,'12.12월,1479
부산광역시,전체,105,'12.12월,1183
부산광역시,중구,0,'12.12월,48148
부산광역시,중구,70,'12.12월,2925
부산광역시,중구,75,'12.12월,2640
부산광역시,중구,80,'12.12월,1481
부산광역시,중구,85,'12.12월,885
부산광역시,중구,90,'12.12월,414
부산광역시,중구,95,'12.12월,130
부산광역시,중구,100,'12.12월,40
부산광역시,중구,105,'12.12월,55
부산광역시,서구,0,'12.12월,120828
부산광역시,서구,70,'12.12월,7032
부산광역시,서구,75,'12.12월,6427
부산광역시,서구,80,'12.12월,4068
부산광역시,서구,85,'12.12월,2184
부산광역시,서구,90,'12.12월,972
부산광역시,서구,95,'12.12월,323
부산광역시,서구,100,'12.12월,76
부산광역시,서구,105,'12.12월,96
부산광역시,동구,0,'12.12월,98529
부산광역시,동구,70,'12.12월,5988
부산광역시,동구,75,'12.12월,5573
부산광역시,동구,80,'12.12월,3570
부산광역시,동구,85,'12.12월,1782
부산광역시,동구,90,'12.12월,743
부산광역시,동구,95,'12.12월,213
부산광역시,동구,100,'12.12월,67
부산광역시,동구,105,'12.12월,55
부산광역시,영도구,0,'12.12월,139765
부산광역시,영도구,70,'12.12월,8227
부산광역시,영도구,75,'12.12월,7370
부산광역시,영도구,80,'12.12월,4357
부산광역시,영도구,85,'12.12월,2235
부산광역시,영도구,90,'12.12월,979
부산광역시,영도구,95,'12.12월,332
부산광역시,영도구,100,'12.12월,77
부산광역시,영도구,105,'12.12월,86
부산광역시,부산진구,0,'12.12월,392731
부산광역시,부산진구,70,'12.12월,17866
부산광역시,부산진구,75,'12.12월,16149
부산광역시,부산진구,80,'12.12월,9649
부산광역시,부산진구,85,'12.12월,4887
부산광역시,부산진구,90,'12.12월,2055
부산광역시,부산진구,95,'12.12월,626
부산광역시,부산진구,100,'12.12월,182
부산광역시,부산진구,105,'12.12월,158
부산광역시,동래구,0,'12.12월,278767
부산광역시,동래구,70,'12.12월,12104
부산광역시,동래구,75,'12.12월,9816
부산광역시,동래구,80,'12.12월,5891
부산광역시,동래구,85,'12.12월,3240
부산광역시,동래구,90,'12.12월,1411
부산광역시,동래구,95,'12.12월,469
부산광역시,동래구,100,'12.12월,114
부산광역시,동래구,105,'12.12월,87
부산광역시,남구,0,'12.12월,291175
부산광역시,남구,70,'12.12월,14237
부산광역시,남구,75,'12.12월,11747
부산광역시,남구,80,'12.12월,6742
부산광역시,남구,85,'12.12월,3431
부산광역시,남구,90,'12.12월,1530
부산광역시,남구,95,'12.12월,466
부산광역시,남구,100,'12.12월,114
부산광역시,남구,105,'12.12월,79
부산광역시,북구,0,'12.12월,312937
부산광역시,북구,70,'12.12월,10788
부산광역시,북구,75,'12.12월,9119
부산광역시,북구,80,'12.12월,5571
부산광역시,북구,85,'12.12월,3079
부산광역시,북구,90,'12.12월,1282
부산광역시,북구,95,'12.12월,384
부산광역시,북구,100,'12.12월,87
부산광역시,북구,105,'12.12월,63
부산광역시,해운대구,0,'12.12월,428188
부산광역시,해운대구,70,'12.12월,16058
부산광역시,해운대구,75,'12.12월,13907
부산광역시,해운대구,80,'12.12월,8940
부산광역시,해운대구,85,'12.12월,4837
부산광역시,해운대구,90,'12.12월,2059
부산광역시,해운대구,95,'12.12월,625
부산광역시,해운대구,100,'12.12월,138
부산광역시,해운대구,105,'12.12월,98
부산광역시,사하구,0,'12.12월,352726
부산광역시,사하구,70,'12.12월,13699
부산광역시,사하구,75,'12.12월,11221
부산광역시,사하구,80,'12.12월,6689
부산광역시,사하구,85,'12.12월,3672
부산광역시,사하구,90,'12.12월,1697
부산광역시,사하구,95,'12.12월,521
부산광역시,사하구,100,'12.12월,127
부산광역시,사하구,105,'12.12월,122
부산광역시,금정구,0,'12.12월,255692
부산광역시,금정구,70,'12.12월,11395
부산광역시,금정구,75,'12.12월,9620
부산광역시,금정구,80,'12.12월,6023
부산광역시,금정구,85,'12.12월,3310
부산광역시,금정구,90,'12.12월,1499
부산광역시,금정구,95,'12.12월,458
부산광역시,금정구,100,'12.12월,143
부산광역시,금정구,105,'12.12월,112
부산광역시,강서구,0,'12.12월,65806
부산광역시,강서구,70,'12.12월,3140
부산광역시,강서구,75,'12.12월,2821
부산광역시,강서구,80,'12.12월,1779
부산광역시,강서구,85,'12.12월,1118
부산광역시,강서구,90,'12.12월,470
부산광역시,강서구,95,'12.12월,157
부산광역시,강서구,100,'12.12월,43
부산광역시,강서구,105,'12.12월,22
부산광역시,연제구,0,'12.12월,211536
부산광역시,연제구,70,'12.12월,9636
부산광역시,연제구,75,'12.12월,7934
부산광역시,연제구,80,'12.12월,4811
부산광역시,연제구,85,'12.12월,2511
부산광역시,연제구,90,'12.12월,1029
부산광역시,연제구,95,'12.12월,319
부산광역시,연제구,100,'12.12월,61
부산광역시,연제구,105,'12.12월,52
부산광역시,수영구,0,'12.12월,176666
부산광역시,수영구,70,'12.12월,9077
부산광역시,수영구,75,'12.12월,7319
부산광역시,수영구,80,'12.12월,4402
부산광역시,수영구,85,'12.12월,2562
부산광역시,수영구,90,'12.12월,1087
부산광역시,수영구,95,'12.12월,327
부산광역시,수영구,100,'12.12월,84
부산광역시,수영구,105,'12.12월,34
부산광역시,사상구,0,'12.12월,250424
부산광역시,사상구,70,'12.12월,9302
부산광역시,사상구,75,'12.12월,7447
부산광역시,사상구,80,'12.12월,4343
부산광역시,사상구,85,'12.12월,2094
부산광역시,사상구,90,'12.12월,921
부산광역시,사상구,95,'12.12월,275
부산광역시,사상구,100,'12.12월,74
부산광역시,사상구,105,'12.12월,39
부산광역시,기장군,0,'12.12월,114566
부산광역시,기장군,70,'12.12월,4969
부산광역시,기장군,75,'12.12월,4435
부산광역시,기장군,80,'12.12월,2956
부산광역시,기장군,85,'12.12월,1638
부산광역시,기장군,90,'12.12월,769
부산광역시,기장군,95,'12.12월,270
부산광역시,기장군,100,'12.12월,52
부산광역시,기장군,105,'12.12월,25
대구광역시,전체,0,'12.12월,2505644
대구광역시,전체,70,'12.12월,89825
대구광역시,전체,75,'12.12월,83681
대구광역시,전체,80,'12.12월,54550
대구광역시,전체,85,'12.12월,28719
대구광역시,전체,90,'12.12월,12212
대구광역시,전체,95,'12.12월,3868
대구광역시,전체,100,'12.12월,880
대구광역시,전체,105,'12.12월,417
대구광역시,중구,0,'12.12월,75439
대구광역시,중구,70,'12.12월,4290
대구광역시,중구,75,'12.12월,4104
대구광역시,중구,80,'12.12월,2543
대구광역시,중구,85,'12.12월,1421
대구광역시,중구,90,'12.12월,664
대구광역시,중구,95,'12.12월,217
대구광역시,중구,100,'12.12월,71
대구광역시,중구,105,'12.12월,61
대구광역시,동구,0,'12.12월,342092
대구광역시,동구,70,'12.12월,15399
대구광역시,동구,75,'12.12월,14197
대구광역시,동구,80,'12.12월,9045
대구광역시,동구,85,'12.12월,4500
대구광역시,동구,90,'12.12월,1967
대구광역시,동구,95,'12.12월,611
대구광역시,동구,100,'12.12월,143
대구광역시,동구,105,'12.12월,65
대구광역시,서구,0,'12.12월,220211
대구광역시,서구,70,'12.12월,9720
대구광역시,서구,75,'12.12월,8682
대구광역시,서구,80,'12.12월,5192
대구광역시,서구,85,'12.12월,2526
대구광역시,서구,90,'12.12월,1067
대구광역시,서구,95,'12.12월,325
대구광역시,서구,100,'12.12월,91
대구광역시,서구,105,'12.12월,67
대구광역시,남구,0,'12.12월,168715
대구광역시,남구,70,'12.12월,8260
대구광역시,남구,75,'12.12월,7946
대구광역시,남구,80,'12.12월,5269
대구광역시,남구,85,'12.12월,2774
대구광역시,남구,90,'12.12월,1140
대구광역시,남구,95,'12.12월,377
대구광역시,남구,100,'12.12월,64
대구광역시,남구,105,'12.12월,48
대구광역시,북구,0,'12.12월,448485
대구광역시,북구,70,'12.12월,14080
대구광역시,북구,75,'12.12월,13506
대구광역시,북구,80,'12.12월,8245
대구광역시,북구,85,'12.12월,4236
대구광역시,북구,90,'12.12월,1692
대구광역시,북구,95,'12.12월,587
대구광역시,북구,100,'12.12월,129
대구광역시,북구,105,'12.12월,51
대구광역시,수성구,0,'12.12월,459779
대구광역시,수성구,70,'12.12월,15224
대구광역시,수성구,75,'12.12월,14123
대구광역시,수성구,80,'12.12월,10112
대구광역시,수성구,85,'12.12월,5631
대구광역시,수성구,90,'12.12월,2481
대구광역시,수성구,95,'12.12월,790
대구광역시,수성구,100,'12.12월,172
대구광역시,수성구,105,'12.12월,62
대구광역시,달서구,0,'12.12월,606557
대구광역시,달서구,70,'12.12월,17103
대구광역시,달서구,75,'12.12월,15371
대구광역시,달서구,80,'12.12월,10133
대구광역시,달서구,85,'12.12월,5442
대구광역시,달서구,90,'12.12월,2231
대구광역시,달서구,95,'12.12월,686
대구광역시,달서구,100,'12.12월,138
대구광역시,달서구,105,'12.12월,48
대구광역시,달성군,0,'12.12월,184366
대구광역시,달성군,70,'12.12월,5749
대구광역시,달성군,75,'12.12월,5752
대구광역시,달성군,80,'12.12월,4011
대구광역시,달성군,85,'12.12월,2189
대구광역시,달성군,90,'12.12월,970
대구광역시,달성군,95,'12.12월,275
대구광역시,달성군,100,'12.12월,72
대구광역시,달성군,105,'12.12월,15
인천광역시,전체,0,'12.12월,2843981
인천광역시,전체,70,'12.12월,89855
인천광역시,전체,75,'12.12월,76637
인천광역시,전체,80,'12.12월,50974
인천광역시,전체,85,'12.12월,29237
인천광역시,전체,90,'12.12월,13789
인천광역시,전체,95,'12.12월,4897
인천광역시,전체,100,'12.12월,1158
인천광역시,전체,105,'12.12월,512
인천광역시,중구,0,'12.12월,98648
인천광역시,중구,70,'12.12월,4432
인천광역시,중구,75,'12.12월,3639
인천광역시,중구,80,'12.12월,2269
인천광역시,중구,85,'12.12월,1347
인천광역시,중구,90,'12.12월,692
인천광역시,중구,95,'12.12월,293
인천광역시,중구,100,'12.12월,63
인천광역시,중구,105,'12.12월,31
인천광역시,동구,0,'12.12월,76720
인천광역시,동구,70,'12.12월,3802
인천광역시,동구,75,'12.12월,3277
인천광역시,동구,80,'12.12월,2064
인천광역시,동구,85,'12.12월,1214
인천광역시,동구,90,'12.12월,571
인천광역시,동구,95,'12.12월,214
인천광역시,동구,100,'12.12월,60
인천광역시,동구,105,'12.12월,48
인천광역시,미추홀구,0,'12.12월,414500
인천광역시,미추홀구,70,'12.12월,17130
인천광역시,미추홀구,75,'12.12월,14297
인천광역시,미추홀구,80,'12.12월,8782
인천광역시,미추홀구,85,'12.12월,4925
인천광역시,미추홀구,90,'12.12월,2257
인천광역시,미추홀구,95,'12.12월,812
인천광역시,미추홀구,100,'12.12월,207
인천광역시,미추홀구,105,'12.12월,113
인천광역시,연수구,0,'12.12월,292589
인천광역시,연수구,70,'12.12월,6800
인천광역시,연수구,75,'12.12월,5994
인천광역시,연수구,80,'12.12월,4285
인천광역시,연수구,85,'12.12월,2723
인천광역시,연수구,90,'12.12월,1285
인천광역시,연수구,95,'12.12월,429
인천광역시,연수구,100,'12.12월,102
인천광역시,연수구,105,'12.12월,22
인천광역시,남동구,0,'12.12월,503597
인천광역시,남동구,70,'12.12월,14879
인천광역시,남동구,75,'12.12월,12116
인천광역시,남동구,80,'12.12월,7795
인천광역시,남동구,85,'12.12월,4496
인천광역시,남동구,90,'12.12월,2081
인천광역시,남동구,95,'12.12월,765
인천광역시,남동구,100,'12.12월,172
인천광역시,남동구,105,'12.12월,66
인천광역시,부평구,0,'12.12월,559047
인천광역시,부평구,70,'12.12월,17253
인천광역시,부평구,75,'12.12월,14775
인천광역시,부평구,80,'12.12월,9965
인천광역시,부평구,85,'12.12월,5584
인천광역시,부평구,90,'12.12월,2585
인천광역시,부평구,95,'12.12월,907
인천광역시,부평구,100,'12.12월,212
인천광역시,부평구,105,'12.12월,120
인천광역시,계양구,0,'12.12월,342202
인천광역시,계양구,70,'12.12월,7986
인천광역시,계양구,75,'12.12월,7160
인천광역시,계양구,80,'12.12월,4950
인천광역시,계양구,85,'12.12월,2757
인천광역시,계양구,90,'12.12월,1280
인천광역시,계양구,95,'12.12월,407
인천광역시,계양구,100,'12.12월,99
인천광역시,계양구,105,'12.12월,45
인천광역시,서구,0,'12.12월,469887
인천광역시,서구,70,'12.12월,11364
인천광역시,서구,75,'12.12월,9455
인천광역시,서구,80,'12.12월,6240
인천광역시,서구,85,'12.12월,3558
인천광역시,서구,90,'12.12월,1688
인천광역시,서구,95,'12.12월,573
인천광역시,서구,100,'12.12월,137
인천광역시,서구,105,'12.12월,44
인천광역시,강화군,0,'12.12월,66752
인천광역시,강화군,70,'12.12월,4999
인천광역시,강화군,75,'12.12월,4892
인천광역시,강화군,80,'12.12월,3827
인천광역시,강화군,85,'12.12월,2087
인천광역시,강화군,90,'12.12월,1067
인천광역시,강화군,95,'12.12월,386
인천광역시,강화군,100,'12.12월,87
인천광역시,강화군,105,'12.12월,18
인천광역시,옹진군,0,'12.12월,20039
인천광역시,옹진군,70,'12.12월,1210
인천광역시,옹진군,75,'12.12월,1032
인천광역시,옹진군,80,'12.12월,797
인천광역시,옹진군,85,'12.12월,546
인천광역시,옹진군,90,'12.12월,283
인천광역시,옹진군,95,'12.12월,111
인천광역시,옹진군,100,'12.12월,19
인천광역시,옹진군,105,'12.12월,5
광주광역시,전체,0,'12.12월,1469216
광주광역시,전체,70,'12.12월,48397
광주광역시,전체,75,'12.12월,43021
광주광역시,전체,80,'12.12월,27320
광주광역시,전체,85,'12.12월,15460
광주광역시,전체,90,'12.12월,7100
광주광역시,전체,95,'12.12월,2591
광주광역시,전체,100,'12.12월,576
광주광역시,전체,105,'12.12월,267
광주광역시,동구,0,'12.12월,105580
광주광역시,동구,70,'12.12월,5733
광주광역시,동구,75,'12.12월,5519
광주광역시,동구,80,'12.12월,3344
광주광역시,동구,85,'12.12월,1851
광주광역시,동구,90,'12.12월,871
광주광역시,동구,95,'12.12월,317
광주광역시,동구,100,'12.12월,76
광주광역시,동구,105,'12.12월,47
광주광역시,서구,0,'12.12월,316545
광주광역시,서구,70,'12.12월,9932
광주광역시,서구,75,'12.12월,8588
광주광역시,서구,80,'12.12월,5431
광주광역시,서구,85,'12.12월,3126
광주광역시,서구,90,'12.12월,1515
광주광역시,서구,95,'12.12월,525
광주광역시,서구,100,'12.12월,136
광주광역시,서구,105,'12.12월,42
광주광역시,남구,0,'12.12월,218313
광주광역시,남구,70,'12.12월,8962
광주광역시,남구,75,'12.12월,7852
광주광역시,남구,80,'12.12월,4947
광주광역시,남구,85,'12.12월,2791
광주광역시,남구,90,'12.12월,1290
광주광역시,남구,95,'12.12월,528
광주광역시,남구,100,'12.12월,109
광주광역시,남구,105,'12.12월,74
광주광역시,북구,0,'12.12월,443677
광주광역시,북구,70,'12.12월,15129
광주광역시,북구,75,'12.12월,13087
광주광역시,북구,80,'12.12월,8248
광주광역시,북구,85,'12.12월,4644
광주광역시,북구,90,'12.12월,2022
광주광역시,북구,95,'12.12월,734
광주광역시,북구,100,'12.12월,163
광주광역시,북구,105,'12.12월,70
광주광역시,광산구,0,'12.12월,385101
광주광역시,광산구,70,'12.12월,8641
광주광역시,광산구,75,'12.12월,7975
광주광역시,광산구,80,'12.12월,5350
광주광역시,광산구,85,'12.12월,3048
광주광역시,광산구,90,'12.12월,1402
광주광역시,광산구,95,'12.12월,487
광주광역시,광산구,100,'12.12월,92
광주광역시,광산구,105,'12.12월,34
대전광역시,전체,0,'12.12월,1524583
대전광역시,전체,70,'12.12월,46849
대전광역시,전체,75,'12.12월,41868
대전광역시,전체,80,'12.12월,28060
대전광역시,전체,85,'12.12월,15660
대전광역시,전체,90,'12.12월,7247
대전광역시,전체,95,'12.12월,2454
대전광역시,전체,100,'12.12월,616
대전광역시,전체,105,'12.12월,225
대전광역시,동구,0,'12.12월,251945
대전광역시,동구,70,'12.12월,10253
대전광역시,동구,75,'12.12월,9398
대전광역시,동구,80,'12.12월,6075
대전광역시,동구,85,'12.12월,3235
대전광역시,동구,90,'12.12월,1386
대전광역시,동구,95,'12.12월,477
대전광역시,동구,100,'12.12월,131
대전광역시,동구,105,'12.12월,63
대전광역시,중구,0,'12.12월,264125
대전광역시,중구,70,'12.12월,10884
대전광역시,중구,75,'12.12월,9591
대전광역시,중구,80,'12.12월,6341
대전광역시,중구,85,'12.12월,3544
대전광역시,중구,90,'12.12월,1649
대전광역시,중구,95,'12.12월,504
대전광역시,중구,100,'12.12월,116
대전광역시,중구,105,'12.12월,53
대전광역시,서구,0,'12.12월,496513
대전광역시,서구,70,'12.12월,13327
대전광역시,서구,75,'12.12월,11568
대전광역시,서구,80,'12.12월,7792
대전광역시,서구,85,'12.12월,4442
대전광역시,서구,90,'12.12월,2091
대전광역시,서구,95,'12.12월,727
대전광역시,서구,100,'12.12월,169
대전광역시,서구,105,'12.12월,56
대전광역시,유성구,0,'12.12월,306312
대전광역시,유성구,70,'12.12월,6011
대전광역시,유성구,75,'12.12월,5579
대전광역시,유성구,80,'12.12월,4075
대전광역시,유성구,85,'12.12월,2449
대전광역시,유성구,90,'12.12월,1218
대전광역시,유성구,95,'12.12월,427
대전광역시,유성구,100,'12.12월,113
대전광역시,유성구,105,'12.12월,29
대전광역시,대덕구,0,'12.12월,205688
대전광역시,대덕구,70,'12.12월,6374
대전광역시,대덕구,75,'12.12월,5732
대전광역시,대덕구,80,'12.12월,3777
대전광역시,대덕구,85,'12.12월,1990
대전광역시,대덕구,90,'12.12월,903
대전광역시,대덕구,95,'12.12월,319
대전광역시,대덕구,100,'12.12월,87
대전광역시,대덕구,105,'12.12월,24
