기준년월,시도,행정구역,신규구인인원,신규구직건수,취업건수,구인배율,월
21.9월,울산광역시,울주군,1323,1991,799,0.664490206,9월
21.9월,세종특별자치시,전체,1788,2051,1177,0.871769868,9월
21.9월,경기도,의정부시,1274,4644,2359,0.274332472,9월
21.9월,경기도,광명시,719,2103,786,0.341892534,9월
21.9월,경기도,평택시,3007,4271,1805,0.704050574,9월
21.9월,경기도,동두천시,316,891,410,0.354657688,9월
21.9월,경기도,과천시,233,277,127,0.841155235,9월
21.9월,경기도,구리시,465,1317,583,0.353075171,9월
21.9월,경기도,남양주시,2983,5357,2367,0.556841516,9월
21.9월,경기도,오산시,478,1664,705,0.287259615,9월
21.9월,경기도,시흥시,3924,4753,1757,0.825583842,9월
21.9월,경기도,군포시,908,2289,968,0.396679773,9월
21.9월,경기도,의왕시,507,1129,570,0.449069973,9월
21.9월,경기도,하남시,1271,1943,711,0.654143078,9월
21.9월,경기도,파주시,2664,3578,1310,0.744550028,9월
21.9월,경기도,이천시,1709,1248,598,1.369391026,9월
21.9월,경기도,안성시,1942,1222,464,1.589198036,9월
21.9월,경기도,김포시,4376,3687,1192,1.186872796,9월
21.9월,경기도,화성시,8607,5311,1944,1.620598757,9월
21.9월,경기도,광주시,2267,2661,887,0.851935363,9월
21.9월,경기도,양주시,1680,2112,995,0.795454545,9월
21.9월,경기도,포천시,2141,1133,489,1.889673433,9월
21.9월,경기도,여주시,836,569,276,1.469244288,9월
21.9월,경기도,연천군,226,241,106,0.937759336,9월
21.9월,경기도,가평군,177,350,237,0.505714286,9월
21.9월,경기도,양평군,280,538,212,0.520446097,9월
21.9월,강원도,춘천시,1444,2660,1375,0.542857143,9월
21.9월,강원도,원주시,2200,2953,1715,0.74500508,9월
21.9월,강원도,강릉시,920,1388,962,0.662824207,9월
21.9월,강원도,동해시,234,563,164,0.415630551,9월
21.9월,강원도,태백시,87,294,47,0.295918367,9월
21.9월,강원도,속초시,431,453,501,0.951434879,9월
21.9월,강원도,삼척시,133,368,81,0.361413043,9월
21.9월,강원도,홍천군,190,348,73,0.545977011,9월
21.9월,강원도,횡성군,371,187,67,1.983957219,9월
21.9월,강원도,영월군,98,252,44,0.388888889,9월
21.9월,강원도,평창군,73,186,48,0.392473118,9월
21.9월,강원도,정선군,95,222,52,0.427927928,9월
21.9월,강원도,철원군,173,179,49,0.966480447,9월
21.9월,강원도,화천군,45,124,32,0.362903226,9월
21.9월,강원도,양구군,68,116,19,0.586206897,9월
21.9월,강원도,인제군,11,105,17,0.104761905,9월
21.9월,강원도,고성군,185,115,59,1.608695652,9월
21.9월,강원도,양양군,60,148,57,0.405405405,9월
21.9월,충청북도,충주시,1540,1380,1126,1.115942029,9월
21.9월,충청북도,제천시,975,746,793,1.306970509,9월
21.9월,충청북도,보은군,116,255,39,0.454901961,9월
21.9월,충청북도,옥천군,203,236,87,0.860169492,9월
21.9월,충청북도,영동군,92,229,48,0.401746725,9월
21.9월,충청북도,증평군,124,219,76,0.566210046,9월
21.9월,충청북도,진천군,1253,599,251,2.091819699,9월
21.9월,충청북도,괴산군,225,140,82,1.607142857,9월
21.9월,충청북도,음성군,2102,514,217,4.089494163,9월
21.9월,충청북도,단양군,131,147,61,0.891156463,9월
21.9월,충청남도,공주시,376,546,248,0.688644689,9월
21.9월,충청남도,보령시,545,560,180,0.973214286,9월
21.9월,충청남도,아산시,2224,1997,875,1.113670506,9월
21.9월,충청남도,서산시,603,1102,317,0.547186933,9월
21.9월,충청남도,논산시,714,785,247,0.90955414,9월
21.9월,충청남도,계룡시,44,232,157,0.189655172,9월
21.9월,충청남도,당진시,1040,1022,504,1.017612524,9월
21.9월,충청남도,금산군,236,191,73,1.235602094,9월
21.9월,충청남도,부여군,233,300,105,0.776666667,9월
21.9월,충청남도,서천군,313,211,80,1.483412322,9월
21.9월,충청남도,청양군,83,123,51,0.674796748,9월
21.9월,충청남도,홍성군,420,447,190,0.939597315,9월
21.9월,충청남도,예산군,450,265,88,1.698113208,9월
21.9월,충청남도,태안군,92,199,60,0.462311558,9월
21.9월,전라북도,군산시,2074,2467,1724,0.840697203,9월
21.9월,전라북도,익산시,1915,2546,1583,0.752160251,9월
21.9월,전라북도,정읍시,489,612,225,0.799019608,9월
21.9월,전라북도,남원시,346,339,232,1.020648968,9월
21.9월,전라북도,김제시,681,592,174,1.150337838,9월
21.9월,전라북도,완주군,708,635,251,1.11496063,9월
21.9월,전라북도,진안군,71,90,41,0.788888889,9월
21.9월,전라북도,무주군,209,273,46,0.765567766,9월
21.9월,전라북도,장수군,79,138,110,0.572463768,9월
21.9월,전라북도,임실군,107,95,51,1.126315789,9월
21.9월,전라북도,순창군,153,118,71,1.296610169,9월
21.9월,전라북도,고창군,208,216,82,0.962962963,9월
21.9월,전라북도,부안군,190,249,93,0.763052209,9월
21.9월,전라남도,목포시,1044,1756,1225,0.59453303,9월
21.9월,전라남도,여수시,1312,1720,1195,0.762790698,9월
21.9월,전라남도,순천시,1321,1956,1233,0.675357873,9월
21.9월,전라남도,나주시,641,611,325,1.049099836,9월
21.9월,전라남도,광양시,834,1050,378,0.794285714,9월
21.9월,전라남도,담양군,275,185,69,1.486486486,9월
21.9월,전라남도,곡성군,67,79,26,0.848101266,9월
21.9월,전라남도,구례군,87,120,34,0.725,9월
21.9월,전라남도,고흥군,199,155,34,1.283870968,9월
21.9월,전라남도,보성군,114,93,30,1.225806452,9월
21.9월,전라남도,화순군,335,401,238,0.835411471,9월
21.9월,전라남도,장흥군,93,104,33,0.894230769,9월
21.9월,전라남도,강진군,162,87,34,1.862068966,9월
21.9월,전라남도,해남군,213,166,63,1.28313253,9월
21.9월,전라남도,영암군,1046,286,138,3.657342657,9월
21.9월,전라남도,무안군,457,481,169,0.95010395,9월
21.9월,전라남도,함평군,148,83,31,1.78313253,9월
21.9월,전라남도,영광군,134,147,35,0.911564626,9월
21.9월,전라남도,장성군,379,234,90,1.61965812,9월
21.9월,전라남도,완도군,283,135,35,2.096296296,9월
21.9월,전라남도,진도군,145,42,35,3.452380952,9월
21.9월,전라남도,신안군,147,56,17,2.625,9월
21.9월,경상북도,경주시,1433,1789,570,0.801006149,9월
21.9월,경상북도,김천시,664,869,300,0.764096663,9월
21.9월,경상북도,안동시,819,792,627,1.034090909,9월
21.9월,경상북도,구미시,3268,3808,1238,0.858193277,9월
21.9월,경상북도,영주시,396,526,408,0.752851711,9월
21.9월,경상북도,영천시,701,615,268,1.139837398,9월
21.9월,경상북도,상주시,275,344,124,0.799418605,9월
21.9월,경상북도,문경시,242,311,84,0.778135048,9월
21.9월,경상북도,경산시,1315,2309,729,0.569510611,9월
21.9월,경상북도,군위군,47,70,27,0.671428571,9월
21.9월,경상북도,의성군,134,85,39,1.576470588,9월
21.9월,경상북도,청송군,55,56,27,0.982142857,9월
21.9월,경상북도,영양군,21,70,9,0.3,9월
21.9월,경상북도,영덕군,107,166,114,0.644578313,9월
21.9월,경상북도,청도군,196,113,40,1.734513274,9월
21.9월,경상북도,고령군,306,133,49,2.30075188,9월
21.9월,경상북도,성주군,493,171,46,2.883040936,9월
21.9월,경상북도,칠곡군,1082,1043,406,1.037392138,9월
21.9월,경상북도,예천군,180,207,151,0.869565217,9월
21.9월,경상북도,봉화군,45,130,30,0.346153846,9월
21.9월,경상북도,울진군,140,184,126,0.760869565,9월
21.9월,경상북도,울릉군,13,37,16,0.351351351,9월
21.9월,경상남도,진주시,1881,2470,1382,0.761538462,9월
21.9월,경상남도,통영시,327,863,268,0.378910776,9월
21.9월,경상남도,사천시,948,617,291,1.536466775,9월
21.9월,경상남도,김해시,3859,4855,1645,0.794850669,9월
21.9월,경상남도,밀양시,523,535,175,0.977570093,9월
21.9월,경상남도,거제시,802,2316,913,0.346286701,9월
21.9월,경상남도,양산시,1910,3663,1667,0.521430521,9월
21.9월,경상남도,의령군,112,124,86,0.903225806,9월
21.9월,경상남도,함안군,927,415,172,2.23373494,9월
21.9월,경상남도,창녕군,309,250,110,1.236,9월
21.9월,경상남도,고성군,317,270,85,1.174074074,9월
21.9월,경상남도,남해군,95,135,36,0.703703704,9월
21.9월,경상남도,하동군,145,252,67,0.575396825,9월
21.9월,경상남도,산청군,132,111,68,1.189189189,9월
21.9월,경상남도,함양군,163,144,54,1.131944444,9월
21.9월,경상남도,거창군,332,423,70,0.784869976,9월
21.9월,경상남도,합천군,134,113,70,1.185840708,9월
21.9월,제주특별자치도,제주시,1714,9114,1276,0.188062322,9월
21.9월,제주특별자치도,서귀포시,636,2474,646,0.257073565,9월
21.9월,경기도,수원시,3344,8406,3081,0.397811087,9월
21.9월,경기도,성남시,3139,5361,1734,0.585525089,9월
21.9월,경기도,안양시,1674,4113,2101,0.407002188,9월
21.9월,경기도,부천시,2902,7394,2296,0.39248039,9월
21.9월,경기도,안산시,3874,6102,2036,0.634873812,9월
21.9월,경기도,고양시,3291,8298,3099,0.396601591,9월
21.9월,경기도,용인시,3598,6609,2110,0.544409139,9월
21.9월,충청북도,청주시,3577,5839,2453,0.612604898,9월
21.9월,충청남도,천안시,3882,4727,2015,0.821239687,9월
21.9월,전라북도,전주시,2782,6477,2225,0.429519839,9월
21.9월,경상북도,포항시,2059,4114,1542,0.500486145,9월
21.9월,경상남도,창원시,4497,9504,3507,0.473169192,9월
21.9월,전국,전체,225647,384728,149195,0.58651047,9월
21.9월,서울특별시,전체,29561,59494,21275,0.496873634,9월
21.9월,부산광역시,전체,13191,33426,11679,0.39463292,9월
21.9월,대구광역시,전체,8033,18924,6988,0.424487423,9월
21.9월,인천광역시,전체,12716,23944,9715,0.531072503,9월
21.9월,광주광역시,전체,5677,10723,4439,0.529422736,9월
21.9월,대전광역시,전체,3195,10247,3763,0.311798575,9월
21.9월,울산광역시,전체,5061,11292,4126,0.448193411,9월
21.9월,경기도,전체,64812,99571,38315,0.650912414,9월
21.9월,강원도,전체,6818,10661,5362,0.639527249,9월
21.9월,충청북도,전체,10338,10304,5233,1.003299689,9월
21.9월,충청남도,전체,11255,12707,5190,0.885732274,9월
21.9월,전라북도,전체,10012,14847,6908,0.674344986,9월
21.9월,전라남도,전체,9436,9947,5467,0.948627727,9월
21.9월,경상북도,전체,13991,17942,6970,0.779790436,9월
21.9월,경상남도,전체,17413,27060,10666,0.643495935,9월
21.9월,제주특별자치도,전체,2350,11588,1922,0.202795996,9월
21.10월,서울특별시,종로구,959,741,287,1.294197031,10월
21.10월,서울특별시,중구,1275,592,195,2.153716216,10월
21.10월,서울특별시,용산구,988,1136,396,0.86971831,10월
21.10월,서울특별시,성동구,1184,1656,510,0.714975845,10월
21.10월,서울특별시,광진구,655,2368,762,0.27660473,10월
21.10월,서울특별시,동대문구,530,2063,661,0.256907416,10월
21.10월,서울특별시,중랑구,486,2803,857,0.173385658,10월
21.10월,서울특별시,성북구,710,2600,805,0.273076923,10월
21.10월,서울특별시,강북구,379,2199,682,0.172351069,10월
21.10월,서울특별시,도봉구,575,2414,868,0.238193869,10월
21.10월,서울특별시,노원구,1041,3536,1402,0.294400452,10월
21.10월,서울특별시,은평구,569,3150,1176,0.180634921,10월
21.10월,서울특별시,서대문구,396,1806,652,0.219269103,10월
21.10월,서울특별시,마포구,1735,2246,955,0.772484417,10월
21.10월,서울특별시,양천구,767,2791,981,0.274811895,10월
21.10월,서울특별시,강서구,1663,4462,1391,0.372702824,10월
21.10월,서울특별시,구로구,1496,2898,1050,0.516218081,10월
21.10월,서울특별시,금천구,1624,1775,700,0.914929577,10월
21.10월,서울특별시,영등포구,2607,2469,715,1.055893074,10월
21.10월,서울특별시,동작구,866,2507,1036,0.345432788,10월
21.10월,서울특별시,관악구,639,3876,1592,0.164860681,10월
21.10월,서울특별시,서초구,2641,1441,400,1.832755031,10월
21.10월,서울특별시,강남구,4332,2060,576,2.102912621,10월
21.10월,서울특별시,송파구,3535,3457,1095,1.022562916,10월
21.10월,서울특별시,강동구,765,2835,841,0.26984127,10월
21.10월,부산광역시,중구,330,504,195,0.654761905,10월
21.10월,부산광역시,서구,326,977,322,0.333674514,10월
21.10월,부산광역시,동구,431,852,425,0.505868545,10월
21.10월,부산광역시,영도구,322,995,389,0.32361809,10월
21.10월,부산광역시,부산진구,1062,4025,1467,0.263850932,10월
21.10월,부산광역시,동래구,938,2553,966,0.367410889,10월
21.10월,부산광역시,남구,619,2512,776,0.246417197,10월
21.10월,부산광역시,북구,467,3029,1004,0.154176296,10월
21.10월,부산광역시,해운대구,1480,3605,1430,0.410540915,10월
21.10월,부산광역시,사하구,1332,3498,1223,0.380789022,10월
21.10월,부산광역시,금정구,849,2312,730,0.367214533,10월
21.10월,부산광역시,강서구,2525,1202,427,2.100665557,10월
21.10월,부산광역시,연제구,786,1904,642,0.412815126,10월
21.10월,부산광역시,수영구,461,1906,681,0.241867786,10월
21.10월,부산광역시,사상구,1322,2392,809,0.552675585,10월
21.10월,부산광역시,기장군,1139,1877,631,0.606819393,10월
21.10월,대구광역시,중구,407,535,173,0.760747664,10월
21.10월,대구광역시,동구,1091,2607,803,0.418488684,10월
21.10월,대구광역시,서구,710,1368,498,0.519005848,10월
21.10월,대구광역시,남구,531,1063,341,0.499529633,10월
21.10월,대구광역시,북구,1574,3690,1149,0.426558266,10월
21.10월,대구광역시,수성구,1054,2503,778,0.421094686,10월
21.10월,대구광역시,달서구,2158,4329,1469,0.498498498,10월
21.10월,대구광역시,달성군,1505,2116,698,0.711247637,10월
21.10월,인천광역시,중구,837,1076,342,0.777881041,10월
21.10월,인천광역시,동구,279,603,245,0.462686567,10월
21.10월,인천광역시,미추홀구,1246,3647,1352,0.341650672,10월
21.10월,인천광역시,연수구,846,2723,941,0.310686743,10월
21.10월,인천광역시,남동구,3941,4892,1846,0.805600981,10월
21.10월,인천광역시,부평구,1342,4347,1555,0.308718657,10월
21.10월,인천광역시,계양구,902,2824,1003,0.319405099,10월
21.10월,인천광역시,서구,3783,4687,1780,0.807126093,10월
21.10월,인천광역시,강화군,137,227,97,0.603524229,10월
21.10월,인천광역시,옹진군,11,26,16,0.423076923,10월
21.10월,광주광역시,동구,406,674,252,0.602373887,10월
21.10월,광주광역시,서구,1233,2167,754,0.568989386,10월
21.10월,광주광역시,남구,706,1424,629,0.495786517,10월
21.10월,광주광역시,북구,1260,3301,1392,0.381702514,10월
21.10월,광주광역시,광산구,2622,3196,1267,0.820400501,10월
21.10월,대전광역시,동구,283,1677,527,0.168753727,10월
21.10월,대전광역시,중구,401,1642,588,0.244214373,10월
21.10월,대전광역시,서구,1456,3486,1183,0.417670683,10월
21.10월,대전광역시,유성구,1080,2045,668,0.528117359,10월
21.10월,대전광역시,대덕구,634,1249,407,0.507606085,10월
21.10월,울산광역시,중구,589,2181,854,0.270059606,10월
21.10월,울산광역시,남구,1379,2929,1130,0.47080915,10월
21.10월,울산광역시,동구,1150,1687,644,0.681683462,10월
21.10월,울산광역시,북구,1029,2477,721,0.415421881,10월
21.10월,울산광역시,울주군,1430,1956,625,0.731083845,10월
21.10월,세종특별자치시,전체,1743,2064,1052,0.844476744,10월
21.10월,경기도,의정부시,1190,4432,1934,0.268501805,10월
21.10월,경기도,광명시,783,2093,724,0.374104157,10월
21.10월,경기도,평택시,3555,4462,1730,0.796727925,10월
21.10월,경기도,동두천시,377,856,430,0.440420561,10월
21.10월,경기도,과천시,248,352,109,0.704545455,10월
21.10월,경기도,구리시,604,1354,712,0.446085672,10월
21.10월,경기도,남양주시,3150,5408,2255,0.582470414,10월
21.10월,경기도,오산시,619,1819,639,0.340296866,10월
21.10월,경기도,시흥시,4354,4842,1760,0.8992152,10월
21.10월,경기도,군포시,1046,2392,912,0.43729097,10월
21.10월,경기도,의왕시,676,1140,420,0.592982456,10월
21.10월,경기도,하남시,1403,2057,798,0.682061254,10월
21.10월,경기도,파주시,2836,3732,1314,0.759914255,10월
21.10월,경기도,이천시,2092,1260,546,1.66031746,10월
21.10월,경기도,안성시,1955,1224,472,1.597222222,10월
21.10월,경기도,김포시,4382,3701,1293,1.184004323,10월
21.10월,경기도,화성시,9524,5753,1976,1.655484095,10월
21.10월,경기도,광주시,2835,2615,871,1.084130019,10월
21.10월,경기도,양주시,1888,2179,831,0.866452501,10월
21.10월,경기도,포천시,2173,1167,536,1.862039417,10월
21.10월,경기도,여주시,892,550,195,1.621818182,10월
21.10월,경기도,연천군,242,242,81,1,10월
21.10월,경기도,가평군,171,400,221,0.4275,10월
21.10월,경기도,양평군,303,553,150,0.547920434,10월
21.10월,강원도,춘천시,1378,2364,1389,0.582910321,10월
21.10월,강원도,원주시,2268,2934,1750,0.773006135,10월
21.10월,강원도,강릉시,1027,1348,836,0.761869436,10월
21.10월,강원도,동해시,206,598,200,0.344481605,10월
21.10월,강원도,태백시,183,219,106,0.835616438,10월
21.10월,강원도,속초시,374,454,399,0.823788546,10월
21.10월,강원도,삼척시,154,359,154,0.428969359,10월
21.10월,강원도,홍천군,459,271,114,1.693726937,10월
21.10월,강원도,횡성군,358,207,76,1.729468599,10월
21.10월,강원도,영월군,127,165,113,0.76969697,10월
21.10월,강원도,평창군,161,134,79,1.201492537,10월
21.10월,강원도,정선군,105,148,88,0.709459459,10월
21.10월,강원도,철원군,121,148,54,0.817567568,10월
21.10월,강원도,화천군,47,124,49,0.379032258,10월
21.10월,강원도,양구군,33,101,72,0.326732673,10월
21.10월,강원도,인제군,30,74,26,0.405405405,10월
21.10월,강원도,고성군,147,106,66,1.386792453,10월
21.10월,강원도,양양군,159,124,62,1.282258065,10월
21.10월,충청북도,충주시,1656,1459,1127,1.135023989,10월
21.10월,충청북도,제천시,969,872,814,1.111238532,10월
21.10월,충청북도,보은군,144,158,161,0.911392405,10월
21.10월,충청북도,옥천군,283,352,129,0.803977273,10월
21.10월,충청북도,영동군,235,196,83,1.198979592,10월
21.10월,충청북도,증평군,193,285,107,0.677192982,10월
21.10월,충청북도,진천군,1688,604,268,2.794701987,10월
21.10월,충청북도,괴산군,325,175,71,1.857142857,10월
21.10월,충청북도,음성군,2385,565,244,4.221238938,10월
21.10월,충청북도,단양군,169,193,53,0.875647668,10월
21.10월,충청남도,공주시,422,649,285,0.650231125,10월
21.10월,충청남도,보령시,545,567,217,0.961199295,10월
21.10월,충청남도,아산시,2441,2125,898,1.148705882,10월
21.10월,충청남도,서산시,707,1127,374,0.627329193,10월
21.10월,충청남도,논산시,664,669,335,0.992526158,10월
21.10월,충청남도,계룡시,57,249,75,0.228915663,10월
21.10월,충청남도,당진시,991,1012,318,0.979249012,10월
21.10월,충청남도,금산군,288,193,49,1.492227979,10월
21.10월,충청남도,부여군,294,277,161,1.061371841,10월
21.10월,충청남도,서천군,329,220,74,1.495454545,10월
21.10월,충청남도,청양군,126,98,40,1.285714286,10월
21.10월,충청남도,홍성군,396,420,183,0.942857143,10월
21.10월,충청남도,예산군,648,291,85,2.226804124,10월
21.10월,충청남도,태안군,103,254,52,0.405511811,10월
21.10월,전라북도,군산시,2242,2478,1539,0.904761905,10월
21.10월,전라북도,익산시,1891,2732,1478,0.692166911,10월
21.10월,전라북도,정읍시,602,709,367,0.849083216,10월
21.10월,전라북도,남원시,197,327,160,0.602446483,10월
21.10월,전라북도,김제시,810,474,316,1.708860759,10월
21.10월,전라북도,완주군,610,711,274,0.857946554,10월
21.10월,전라북도,진안군,68,124,38,0.548387097,10월
21.10월,전라북도,무주군,118,146,191,0.808219178,10월
21.10월,전라북도,장수군,124,142,81,0.873239437,10월
21.10월,전라북도,임실군,109,132,46,0.825757576,10월
21.10월,전라북도,순창군,105,119,76,0.882352941,10월
21.10월,전라북도,고창군,170,230,68,0.739130435,10월
21.10월,전라북도,부안군,224,162,95,1.382716049,10월
21.10월,전라남도,목포시,1119,1927,1376,0.580695381,10월
21.10월,전라남도,여수시,1515,1817,1440,0.833791965,10월
21.10월,전라남도,순천시,1465,2126,1283,0.689087488,10월
21.10월,전라남도,나주시,651,925,250,0.703783784,10월
21.10월,전라남도,광양시,929,1106,338,0.839963834,10월
21.10월,전라남도,담양군,598,202,87,2.96039604,10월
21.10월,전라남도,곡성군,115,132,28,0.871212121,10월
21.10월,전라남도,구례군,47,98,36,0.479591837,10월
21.10월,전라남도,고흥군,177,165,58,1.072727273,10월
21.10월,전라남도,보성군,71,115,40,0.617391304,10월
21.10월,전라남도,화순군,369,371,202,0.994609164,10월
21.10월,전라남도,장흥군,75,135,62,0.555555556,10월
21.10월,전라남도,강진군,50,121,31,0.41322314,10월
21.10월,전라남도,해남군,154,217,83,0.709677419,10월
21.10월,전라남도,영암군,1018,247,118,4.12145749,10월
21.10월,전라남도,무안군,426,436,155,0.97706422,10월
21.10월,전라남도,함평군,155,130,48,1.192307692,10월
21.10월,전라남도,영광군,110,167,34,0.658682635,10월
21.10월,전라남도,장성군,399,189,101,2.111111111,10월
21.10월,전라남도,완도군,161,92,31,1.75,10월
21.10월,전라남도,진도군,64,80,20,0.8,10월
21.10월,전라남도,신안군,76,61,20,1.245901639,10월
21.10월,경상북도,경주시,1285,1858,568,0.691603875,10월
21.10월,경상북도,김천시,827,893,310,0.926091825,10월
21.10월,경상북도,안동시,725,831,538,0.87244284,10월
21.10월,경상북도,구미시,3236,3916,1248,0.826353422,10월
21.10월,경상북도,영주시,457,546,410,0.836996337,10월
21.10월,경상북도,영천시,818,584,271,1.400684932,10월
21.10월,경상북도,상주시,205,355,136,0.577464789,10월
21.10월,경상북도,문경시,288,291,110,0.989690722,10월
21.10월,경상북도,경산시,1409,2264,763,0.622349823,10월
21.10월,경상북도,군위군,75,51,14,1.470588235,10월
21.10월,경상북도,의성군,133,104,67,1.278846154,10월
21.10월,경상북도,청송군,136,34,14,4,10월
21.10월,경상북도,영양군,4,49,35,0.081632653,10월
21.10월,경상북도,영덕군,105,157,58,0.668789809,10월
21.10월,경상북도,청도군,106,144,39,0.736111111,10월
21.10월,경상북도,고령군,351,118,48,2.974576271,10월
21.10월,경상북도,성주군,507,146,40,3.47260274,10월
21.10월,경상북도,칠곡군,1280,1063,351,1.204139229,10월
21.10월,경상북도,예천군,126,217,93,0.580645161,10월
21.10월,경상북도,봉화군,33,129,48,0.255813953,10월
21.10월,경상북도,울진군,45,264,73,0.170454545,10월
21.10월,경상북도,울릉군,7,38,4,0.184210526,10월
21.10월,경상남도,진주시,2014,2522,1488,0.798572561,10월
21.10월,경상남도,통영시,341,849,338,0.401648999,10월
21.10월,경상남도,사천시,661,678,256,0.974926254,10월
21.10월,경상남도,김해시,4112,5161,1788,0.796744817,10월
21.10월,경상남도,밀양시,474,509,187,0.931237721,10월
21.10월,경상남도,거제시,849,2359,713,0.359898262,10월
21.10월,경상남도,양산시,2214,4062,1515,0.545051699,10월
21.10월,경상남도,의령군,85,132,51,0.643939394,10월
21.10월,경상남도,함안군,941,429,165,2.193473193,10월
21.10월,경상남도,창녕군,341,274,118,1.244525547,10월
21.10월,경상남도,고성군,345,463,155,0.745140389,10월
21.10월,경상남도,남해군,93,118,28,0.788135593,10월
21.10월,경상남도,하동군,144,203,38,0.709359606,10월
21.10월,경상남도,산청군,175,138,54,1.268115942,10월
21.10월,경상남도,함양군,160,176,39,0.909090909,10월
21.10월,경상남도,거창군,213,315,96,0.676190476,10월
21.10월,경상남도,합천군,121,131,33,0.923664122,10월
21.10월,제주특별자치도,제주시,1803,4872,1465,0.370073892,10월
21.10월,제주특별자치도,서귀포시,698,1510,715,0.462251656,10월
21.10월,경기도,수원시,3631,8665,3017,0.419042123,10월
21.10월,경기도,성남시,3056,5466,1894,0.559092572,10월
21.10월,경기도,안양시,1959,4201,1398,0.466317543,10월
21.10월,경기도,부천시,2811,7886,2476,0.356454476,10월
21.10월,경기도,안산시,4247,6286,2278,0.675628381,10월
21.10월,경기도,고양시,3731,8219,2703,0.453948169,10월
21.10월,경기도,용인시,4053,6550,2084,0.618778626,10월
21.10월,충청북도,청주시,3965,6289,2235,0.630465893,10월
21.10월,충청남도,천안시,4140,4937,1998,0.838565931,10월
21.10월,전라북도,전주시,2828,6376,2332,0.443538269,10월
21.10월,경상북도,포항시,2261,4094,1488,0.552271617,10월
21.10월,경상남도,창원시,5186,9878,3405,0.525005062,10월
21.10월,전국,전체,244078,386058,145584,0.632231426,10월
21.10월,서울특별시,전체,32417,59881,20585,0.541357025,10월
21.10월,부산광역시,전체,14389,34143,12117,0.421433383,10월
21.10월,대구광역시,전체,9030,18211,5909,0.495854154,10월
21.10월,인천광역시,전체,13324,25052,9177,0.531853744,10월
21.10월,광주광역시,전체,6227,10762,4294,0.578609924,10월
21.10월,대전광역시,전체,3854,10099,3373,0.381621943,10월
21.10월,울산광역시,전체,5577,11230,3974,0.496616207,10월
21.10월,경기도,전체,70786,101856,36759,0.694961514,10월
21.10월,강원도,전체,7337,9878,5633,0.742761693,10월
21.10월,충청북도,전체,12012,11148,5292,1.077502691,10월
21.10월,충청남도,전체,12151,13088,5144,0.928407702,10월
21.10월,전라북도,전체,10098,14862,7061,0.679450949,10월
21.10월,전라남도,전체,9744,10859,5841,0.897320195,10월
21.10월,경상북도,전체,14419,18146,6726,0.794610382,10월
21.10월,경상남도,전체,18469,28397,10467,0.650385604,10월
21.10월,제주특별자치도,전체,2501,6382,2180,0.391883422,10월
21.11월,서울특별시,종로구,1553,751,230,2.067909454,11월
21.11월,서울특별시,중구,1499,633,193,2.368088468,11월
21.11월,서울특별시,용산구,1075,1317,396,0.816249051,11월
21.11월,서울특별시,성동구,1311,2086,528,0.628475551,11월
21.11월,서울특별시,광진구,1138,2678,777,0.424943988,11월
21.11월,서울특별시,동대문구,660,2194,679,0.300820419,11월
21.11월,서울특별시,중랑구,772,2900,877,0.266206897,11월
21.11월,서울특별시,성북구,891,2570,795,0.346692607,11월
21.11월,서울특별시,강북구,480,2315,680,0.207343413,11월
21.11월,서울특별시,도봉구,712,2816,851,0.252840909,11월
21.11월,서울특별시,노원구,1234,3582,1291,0.344500279,11월
21.11월,서울특별시,은평구,676,4729,1096,0.142947769,11월
21.11월,서울특별시,서대문구,550,2102,660,0.261655566,11월
21.11월,서울특별시,마포구,1962,2613,868,0.750861079,11월
21.11월,서울특별시,양천구,994,2821,1018,0.35235732,11월
21.11월,서울특별시,강서구,1969,4387,1387,0.448826077,11월
21.11월,서울특별시,구로구,1822,3912,1201,0.465746421,11월
21.11월,서울특별시,금천구,1900,1821,687,1.043382757,11월
21.11월,서울특별시,영등포구,3304,2435,748,1.35687885,11월
21.11월,서울특별시,동작구,1071,3154,1069,0.339568802,11월
21.11월,서울특별시,관악구,700,3886,1490,0.180133814,11월
21.11월,서울특별시,서초구,3063,1820,399,1.682967033,11월
21.11월,서울특별시,강남구,4835,2264,517,2.135600707,11월
21.11월,서울특별시,송파구,3441,3740,1001,0.920053476,11월
21.11월,서울특별시,강동구,951,2968,766,0.32041779,11월
21.11월,부산광역시,중구,523,461,133,1.134490239,11월
21.11월,부산광역시,서구,318,1039,310,0.306063523,11월
21.11월,부산광역시,동구,498,905,310,0.550276243,11월
21.11월,부산광역시,영도구,466,1032,361,0.451550388,11월
21.11월,부산광역시,부산진구,1994,3941,1383,0.505962954,11월
21.11월,부산광역시,동래구,1042,2576,906,0.404503106,11월
21.11월,부산광역시,남구,619,2362,800,0.262066046,11월
21.11월,부산광역시,북구,626,3180,966,0.196855346,11월
21.11월,부산광역시,해운대구,1725,3611,1320,0.477707006,11월
21.11월,부산광역시,사하구,1325,3405,1124,0.389133627,11월
21.11월,부산광역시,금정구,1029,2271,647,0.453104359,11월
21.11월,부산광역시,강서구,2770,1389,369,1.994240461,11월
21.11월,부산광역시,연제구,730,2219,659,0.328977017,11월
21.11월,부산광역시,수영구,519,1904,603,0.272584034,11월
21.11월,부산광역시,사상구,1351,2340,842,0.577350427,11월
21.11월,부산광역시,기장군,1326,1829,594,0.724986331,11월
