기준년월,시도,행정구역,신규구인인원,신규구직건수,취업건수,구인배율,월
20.3월,충청북도,영동군,67,201,85,0.333333333,3월
20.3월,충청북도,증평군,94,278,143,0.338129496,3월
20.3월,충청북도,진천군,937,571,247,1.640980736,3월
20.3월,충청북도,괴산군,250,174,109,1.436781609,3월
20.3월,충청북도,음성군,1348,537,281,2.510242086,3월
20.3월,충청북도,단양군,51,133,118,0.383458647,3월
20.3월,충청남도,공주시,235,654,249,0.359327217,3월
20.3월,충청남도,보령시,331,700,206,0.472857143,3월
20.3월,충청남도,아산시,1683,2156,872,0.780612245,3월
20.3월,충청남도,서산시,403,906,498,0.444812362,3월
20.3월,충청남도,논산시,506,718,384,0.704735376,3월
20.3월,충청남도,계룡시,56,410,175,0.136585366,3월
20.3월,충청남도,당진시,798,911,428,0.875960483,3월
20.3월,충청남도,금산군,238,162,64,1.469135802,3월
20.3월,충청남도,부여군,154,283,132,0.544169611,3월
20.3월,충청남도,서천군,120,212,59,0.566037736,3월
20.3월,충청남도,청양군,61,92,55,0.663043478,3월
20.3월,충청남도,홍성군,326,485,235,0.672164948,3월
20.3월,충청남도,예산군,289,292,124,0.989726027,3월
20.3월,충청남도,태안군,88,234,133,0.376068376,3월
20.3월,전라북도,군산시,932,2387,920,0.390448261,3월
20.3월,전라북도,익산시,1543,2477,1621,0.622930965,3월
20.3월,전라북도,정읍시,343,855,332,0.401169591,3월
20.3월,전라북도,남원시,133,508,173,0.261811024,3월
20.3월,전라북도,김제시,502,586,211,0.85665529,3월
20.3월,전라북도,완주군,471,649,264,0.725731895,3월
20.3월,전라북도,진안군,91,100,59,0.91,3월
20.3월,전라북도,무주군,92,266,212,0.345864662,3월
20.3월,전라북도,장수군,111,165,117,0.672727273,3월
20.3월,전라북도,임실군,119,111,55,1.072072072,3월
20.3월,전라북도,순창군,78,117,63,0.666666667,3월
20.3월,전라북도,고창군,132,246,105,0.536585366,3월
20.3월,전라북도,부안군,136,175,110,0.777142857,3월
20.3월,전라남도,목포시,892,2025,1475,0.440493827,3월
20.3월,전라남도,여수시,1139,1653,1168,0.689050212,3월
20.3월,전라남도,순천시,1101,1773,1277,0.620981387,3월
20.3월,전라남도,나주시,432,710,328,0.608450704,3월
20.3월,전라남도,광양시,512,1002,463,0.510978044,3월
20.3월,전라남도,담양군,301,181,58,1.662983425,3월
20.3월,전라남도,곡성군,62,65,39,0.953846154,3월
20.3월,전라남도,구례군,32,66,35,0.484848485,3월
20.3월,전라남도,고흥군,175,147,52,1.19047619,3월
20.3월,전라남도,보성군,87,93,55,0.935483871,3월
20.3월,전라남도,화순군,243,307,273,0.791530945,3월
20.3월,전라남도,장흥군,57,95,55,0.6,3월
20.3월,전라남도,강진군,126,132,29,0.954545455,3월
20.3월,전라남도,해남군,189,169,136,1.118343195,3월
20.3월,전라남도,영암군,772,276,172,2.797101449,3월
20.3월,전라남도,무안군,498,339,223,1.469026549,3월
20.3월,전라남도,함평군,139,100,78,1.39,3월
20.3월,전라남도,영광군,91,136,57,0.669117647,3월
20.3월,전라남도,장성군,231,195,133,1.184615385,3월
20.3월,전라남도,완도군,213,361,57,0.590027701,3월
20.3월,전라남도,진도군,90,68,35,1.323529412,3월
20.3월,전라남도,신안군,39,55,35,0.709090909,3월
20.3월,경상북도,경주시,940,1958,497,0.480081716,3월
20.3월,경상북도,김천시,374,933,266,0.400857449,3월
20.3월,경상북도,안동시,233,801,287,0.290886392,3월
20.3월,경상북도,구미시,1285,3671,1042,0.350040861,3월
20.3월,경상북도,영주시,293,430,397,0.681395349,3월
20.3월,경상북도,영천시,422,474,145,0.890295359,3월
20.3월,경상북도,상주시,172,392,222,0.43877551,3월
20.3월,경상북도,문경시,183,335,147,0.546268657,3월
20.3월,경상북도,경산시,710,2178,518,0.325987144,3월
20.3월,경상북도,군위군,54,50,18,1.08,3월
20.3월,경상북도,의성군,69,124,59,0.556451613,3월
20.3월,경상북도,청송군,24,63,22,0.380952381,3월
20.3월,경상북도,영양군,6,33,65,0.181818182,3월
20.3월,경상북도,영덕군,80,131,36,0.610687023,3월
20.3월,경상북도,청도군,187,121,34,1.545454545,3월
20.3월,경상북도,고령군,248,99,21,2.505050505,3월
20.3월,경상북도,성주군,226,96,35,2.354166667,3월
20.3월,경상북도,칠곡군,470,1005,319,0.467661692,3월
20.3월,경상북도,예천군,47,232,66,0.202586207,3월
20.3월,경상북도,봉화군,33,94,92,0.35106383,3월
20.3월,경상북도,울진군,59,192,101,0.307291667,3월
20.3월,경상북도,울릉군,5,25,11,0.2,3월
20.3월,경상남도,진주시,1173,2508,1229,0.467703349,3월
20.3월,경상남도,통영시,198,836,294,0.236842105,3월
20.3월,경상남도,사천시,339,648,179,0.523148148,3월
20.3월,경상남도,김해시,2485,4578,1429,0.542813456,3월
20.3월,경상남도,밀양시,474,476,190,0.995798319,3월
20.3월,경상남도,거제시,628,1998,642,0.314314314,3월
20.3월,경상남도,양산시,1194,3214,1339,0.371499689,3월
20.3월,경상남도,의령군,88,126,83,0.698412698,3월
20.3월,경상남도,함안군,651,388,185,1.677835052,3월
20.3월,경상남도,창녕군,279,248,126,1.125,3월
20.3월,경상남도,고성군,261,225,101,1.16,3월
20.3월,경상남도,남해군,48,119,84,0.403361345,3월
20.3월,경상남도,하동군,109,152,276,0.717105263,3월
20.3월,경상남도,산청군,110,132,52,0.833333333,3월
20.3월,경상남도,함양군,135,118,116,1.144067797,3월
20.3월,경상남도,거창군,185,301,183,0.61461794,3월
20.3월,경상남도,합천군,82,195,186,0.420512821,3월
20.3월,제주특별자치도,제주시,1135,3195,1283,0.355242567,3월
20.3월,제주특별자치도,서귀포시,612,1202,692,0.509151414,3월
20.3월,경기도,수원시,2312,9251,3008,0.249918928,3월
20.3월,경기도,성남시,1679,6158,2024,0.272653459,3월
20.3월,경기도,안양시,1100,4636,1257,0.237273512,3월
20.3월,경기도,부천시,1817,7121,2028,0.255160792,3월
20.3월,경기도,안산시,2450,6247,2314,0.39218825,3월
20.3월,경기도,고양시,1816,8206,2155,0.221301487,3월
20.3월,경기도,용인시,2436,6637,1976,0.367033298,3월
20.3월,충청북도,청주시,2248,6209,1966,0.362055081,3월
20.3월,충청남도,천안시,2951,4977,1979,0.592927466,3월
20.3월,전라북도,전주시,1791,6475,2141,0.276602317,3월
20.3월,경상북도,포항시,1167,4390,1187,0.265831435,3월
20.3월,경상남도,창원시,2765,9171,3030,0.301493839,3월
20.3월,전국,전체,144886,381980,134368,0.379302581,3월
20.3월,서울특별시,전체,18609,61209,19158,0.304023918,3월
20.3월,부산광역시,전체,7697,30880,9642,0.249255181,3월
20.3월,대구광역시,전체,4382,17762,4085,0.246706452,3월
20.3월,인천광역시,전체,7183,25627,8538,0.280290319,3월
20.3월,광주광역시,전체,3652,10894,3815,0.335230402,3월
20.3월,대전광역시,전체,1714,9632,2805,0.177948505,3월
20.3월,울산광역시,전체,3223,9721,3172,0.331550252,3월
20.3월,경기도,전체,42785,105435,35624,0.40579504,3월
20.3월,강원도,전체,4775,12000,5609,0.397916667,3월
20.3월,충청북도,전체,7223,10744,5367,0.672282204,3월
20.3월,충청남도,전체,8239,13192,5593,0.624545179,3월
20.3월,전라북도,전체,6474,15117,6383,0.428259575,3월
20.3월,전라남도,전체,7421,9948,6233,0.745979091,3월
20.3월,경상북도,전체,7287,17827,5587,0.40876199,3월
20.3월,경상남도,전체,11204,25433,9724,0.44053002,3월
20.3월,제주특별자치도,전체,1747,4397,1975,0.397316352,3월
20.4월,서울특별시,종로구,483,642,212,0.752336449,4월
20.4월,서울특별시,중구,877,600,192,1.461666667,4월
20.4월,서울특별시,용산구,394,1363,259,0.289068232,4월
20.4월,서울특별시,성동구,506,1379,394,0.36693256,4월
20.4월,서울특별시,광진구,269,2291,669,0.117415976,4월
20.4월,서울특별시,동대문구,328,1878,585,0.174653887,4월
20.4월,서울특별시,중랑구,246,3153,676,0.078020932,4월
20.4월,서울특별시,성북구,407,2616,706,0.15558104,4월
20.4월,서울특별시,강북구,186,2320,528,0.080172414,4월
20.4월,서울특별시,도봉구,283,2551,755,0.110936887,4월
20.4월,서울특별시,노원구,775,3743,1284,0.207053166,4월
20.4월,서울특별시,은평구,218,3576,899,0.060961969,4월
20.4월,서울특별시,서대문구,233,2157,566,0.108020399,4월
20.4월,서울특별시,마포구,825,2437,728,0.338530981,4월
20.4월,서울특별시,양천구,367,2279,851,0.161035542,4월
20.4월,서울특별시,강서구,622,4261,1189,0.145975123,4월
20.4월,서울특별시,구로구,753,2598,702,0.289838337,4월
20.4월,서울특별시,금천구,935,1752,911,0.533675799,4월
20.4월,서울특별시,영등포구,1352,1970,546,0.686294416,4월
20.4월,서울특별시,동작구,531,2292,785,0.231675393,4월
20.4월,서울특별시,관악구,453,3424,949,0.132301402,4월
20.4월,서울특별시,서초구,1502,1423,361,1.055516514,4월
20.4월,서울특별시,강남구,1813,2316,494,0.782815199,4월
20.4월,서울특별시,송파구,1208,3423,872,0.352906807,4월
20.4월,서울특별시,강동구,398,2701,658,0.147352832,4월
20.4월,부산광역시,중구,229,368,104,0.622282609,4월
20.4월,부산광역시,서구,139,835,227,0.166467066,4월
20.4월,부산광역시,동구,206,761,226,0.270696452,4월
20.4월,부산광역시,영도구,105,865,289,0.121387283,4월
20.4월,부산광역시,부산진구,597,3205,1014,0.186271451,4월
20.4월,부산광역시,동래구,454,2256,665,0.201241135,4월
20.4월,부산광역시,남구,256,1927,516,0.132848988,4월
20.4월,부산광역시,북구,217,2450,857,0.088571429,4월
20.4월,부산광역시,해운대구,588,3182,1012,0.184789441,4월
20.4월,부산광역시,사하구,483,2735,948,0.176599634,4월
20.4월,부산광역시,금정구,409,2020,574,0.202475248,4월
20.4월,부산광역시,강서구,1064,842,312,1.263657957,4월
20.4월,부산광역시,연제구,320,1671,504,0.191502095,4월
20.4월,부산광역시,수영구,367,1524,551,0.240813648,4월
20.4월,부산광역시,사상구,571,2039,661,0.280039235,4월
20.4월,부산광역시,기장군,462,1467,487,0.314928425,4월
20.4월,대구광역시,중구,215,649,140,0.331278891,4월
20.4월,대구광역시,동구,527,2146,554,0.245573159,4월
20.4월,대구광역시,서구,267,2202,377,0.121253406,4월
20.4월,대구광역시,남구,185,1481,302,0.124915598,4월
20.4월,대구광역시,북구,661,3713,826,0.178023162,4월
20.4월,대구광역시,수성구,473,2196,596,0.215391621,4월
20.4월,대구광역시,달서구,952,4588,1215,0.20749782,4월
20.4월,대구광역시,달성군,522,1921,514,0.271733472,4월
20.4월,인천광역시,중구,261,1448,281,0.180248619,4월
20.4월,인천광역시,동구,152,655,172,0.232061069,4월
20.4월,인천광역시,미추홀구,578,3637,1117,0.158922189,4월
20.4월,인천광역시,연수구,560,2517,742,0.222487088,4월
20.4월,인천광역시,남동구,1950,5186,1598,0.376012341,4월
20.4월,인천광역시,부평구,568,4647,1090,0.122229395,4월
20.4월,인천광역시,계양구,446,3116,637,0.143132221,4월
20.4월,인천광역시,서구,1534,4782,1186,0.320786282,4월
20.4월,인천광역시,강화군,71,225,77,0.315555556,4월
20.4월,인천광역시,옹진군,12,34,26,0.352941176,4월
20.4월,광주광역시,동구,278,563,186,0.493783304,4월
20.4월,광주광역시,서구,679,1961,626,0.346251912,4월
20.4월,광주광역시,남구,363,1345,545,0.269888476,4월
20.4월,광주광역시,북구,908,3023,1111,0.300363877,4월
20.4월,광주광역시,광산구,810,2760,998,0.293478261,4월
20.4월,대전광역시,동구,211,1481,402,0.142471303,4월
20.4월,대전광역시,중구,284,1402,406,0.20256776,4월
20.4월,대전광역시,서구,564,3068,801,0.183833116,4월
20.4월,대전광역시,유성구,669,1772,511,0.377539503,4월
20.4월,대전광역시,대덕구,258,1170,315,0.220512821,4월
20.4월,울산광역시,중구,231,2020,558,0.114356436,4월
20.4월,울산광역시,남구,819,2724,831,0.300660793,4월
20.4월,울산광역시,동구,278,1466,340,0.189631651,4월
20.4월,울산광역시,북구,383,1788,492,0.214205817,4월
20.4월,울산광역시,울주군,722,1899,418,0.380200105,4월
20.4월,세종특별자치시,전체,1017,1786,928,0.569428891,4월
20.4월,경기도,의정부시,739,4376,1829,0.168875686,4월
20.4월,경기도,광명시,602,2149,706,0.280130293,4월
20.4월,경기도,평택시,1802,3911,1464,0.460751726,4월
20.4월,경기도,동두천시,140,889,259,0.157480315,4월
20.4월,경기도,과천시,90,246,101,0.365853659,4월
20.4월,경기도,구리시,314,1376,448,0.228197674,4월
20.4월,경기도,남양주시,1810,5147,1936,0.351661162,4월
20.4월,경기도,오산시,844,1973,533,0.427774962,4월
20.4월,경기도,시흥시,2090,4833,1625,0.432443617,4월
20.4월,경기도,군포시,442,2131,713,0.207414359,4월
20.4월,경기도,의왕시,296,1047,362,0.282712512,4월
20.4월,경기도,하남시,586,2035,493,0.287960688,4월
20.4월,경기도,파주시,1082,3642,1048,0.297089511,4월
20.4월,경기도,이천시,1174,1157,467,1.014693172,4월
20.4월,경기도,안성시,1326,1082,414,1.225508318,4월
20.4월,경기도,김포시,1877,3359,1008,0.558797261,4월
20.4월,경기도,화성시,4866,5196,1631,0.936489607,4월
20.4월,경기도,광주시,1444,2653,718,0.544289484,4월
20.4월,경기도,양주시,819,2240,694,0.365625,4월
20.4월,경기도,포천시,1062,1097,535,0.968094804,4월
20.4월,경기도,여주시,814,581,221,1.401032702,4월
20.4월,경기도,연천군,237,259,138,0.915057915,4월
20.4월,경기도,가평군,129,398,171,0.324120603,4월
20.4월,경기도,양평군,243,567,212,0.428571429,4월
20.4월,강원도,춘천시,1087,2882,1140,0.377168633,4월
20.4월,강원도,원주시,1401,4101,1350,0.341623994,4월
20.4월,강원도,강릉시,619,1701,674,0.363903586,4월
20.4월,강원도,동해시,98,673,153,0.145616642,4월
20.4월,강원도,태백시,34,214,138,0.158878505,4월
20.4월,강원도,속초시,321,587,353,0.546848382,4월
20.4월,강원도,삼척시,75,385,164,0.194805195,4월
20.4월,강원도,홍천군,123,355,130,0.346478873,4월
20.4월,강원도,횡성군,146,233,80,0.626609442,4월
20.4월,강원도,영월군,79,141,75,0.560283688,4월
20.4월,강원도,평창군,73,169,161,0.431952663,4월
20.4월,강원도,정선군,184,228,85,0.807017544,4월
20.4월,강원도,철원군,110,146,22,0.753424658,4월
20.4월,강원도,화천군,39,100,67,0.39,4월
20.4월,강원도,양구군,14,103,40,0.13592233,4월
20.4월,강원도,인제군,21,120,68,0.175,4월
20.4월,강원도,고성군,40,116,47,0.344827586,4월
20.4월,강원도,양양군,68,165,30,0.412121212,4월
20.4월,충청북도,충주시,1043,1315,1227,0.793155894,4월
20.4월,충청북도,제천시,726,661,662,1.098335855,4월
20.4월,충청북도,보은군,110,126,72,0.873015873,4월
20.4월,충청북도,옥천군,130,228,199,0.570175439,4월
20.4월,충청북도,영동군,74,156,68,0.474358974,4월
20.4월,충청북도,증평군,153,263,123,0.581749049,4월
20.4월,충청북도,진천군,632,519,244,1.217726397,4월
20.4월,충청북도,괴산군,177,196,86,0.903061224,4월
20.4월,충청북도,음성군,1017,523,230,1.944550669,4월
20.4월,충청북도,단양군,83,122,92,0.680327869,4월
20.4월,충청남도,공주시,229,473,297,0.484143763,4월
20.4월,충청남도,보령시,302,555,290,0.544144144,4월
20.4월,충청남도,아산시,1289,1700,894,0.758235294,4월
20.4월,충청남도,서산시,456,920,375,0.495652174,4월
20.4월,충청남도,논산시,333,584,302,0.570205479,4월
20.4월,충청남도,계룡시,37,418,224,0.088516746,4월
20.4월,충청남도,당진시,476,659,306,0.722306525,4월
20.4월,충청남도,금산군,150,162,134,0.925925926,4월
20.4월,충청남도,부여군,217,213,114,1.018779343,4월
20.4월,충청남도,서천군,124,177,78,0.700564972,4월
20.4월,충청남도,청양군,64,88,32,0.727272727,4월
20.4월,충청남도,홍성군,222,396,147,0.560606061,4월
20.4월,충청남도,예산군,243,226,116,1.075221239,4월
20.4월,충청남도,태안군,60,149,108,0.402684564,4월
20.4월,전라북도,군산시,870,2178,873,0.399449036,4월
20.4월,전라북도,익산시,1385,1968,1509,0.703760163,4월
20.4월,전라북도,정읍시,304,493,267,0.61663286,4월
20.4월,전라북도,남원시,175,334,257,0.523952096,4월
20.4월,전라북도,김제시,324,439,252,0.738041002,4월
20.4월,전라북도,완주군,357,593,226,0.602023609,4월
20.4월,전라북도,진안군,59,96,57,0.614583333,4월
20.4월,전라북도,무주군,142,199,150,0.713567839,4월
20.4월,전라북도,장수군,96,152,95,0.631578947,4월
20.4월,전라북도,임실군,125,94,53,1.329787234,4월
20.4월,전라북도,순창군,74,99,41,0.747474747,4월
20.4월,전라북도,고창군,213,341,137,0.624633431,4월
20.4월,전라북도,부안군,160,162,97,0.987654321,4월
20.4월,전라남도,목포시,811,1525,1069,0.531803279,4월
20.4월,전라남도,여수시,999,1317,811,0.758542141,4월
20.4월,전라남도,순천시,1164,1600,1110,0.7275,4월
20.4월,전라남도,나주시,401,634,338,0.632492114,4월
20.4월,전라남도,광양시,520,866,299,0.600461894,4월
20.4월,전라남도,담양군,203,147,50,1.380952381,4월
20.4월,전라남도,곡성군,58,79,20,0.734177215,4월
20.4월,전라남도,구례군,42,101,33,0.415841584,4월
20.4월,전라남도,고흥군,104,118,42,0.881355932,4월
20.4월,전라남도,보성군,46,86,32,0.534883721,4월
20.4월,전라남도,화순군,201,296,145,0.679054054,4월
20.4월,전라남도,장흥군,30,72,35,0.416666667,4월
20.4월,전라남도,강진군,48,71,39,0.676056338,4월
20.4월,전라남도,해남군,118,140,60,0.842857143,4월
20.4월,전라남도,영암군,650,226,116,2.876106195,4월
20.4월,전라남도,무안군,307,320,124,0.959375,4월
20.4월,전라남도,함평군,81,102,30,0.794117647,4월
20.4월,전라남도,영광군,80,106,41,0.754716981,4월
20.4월,전라남도,장성군,221,197,114,1.121827411,4월
20.4월,전라남도,완도군,179,84,38,2.130952381,4월
20.4월,전라남도,진도군,70,55,23,1.272727273,4월
20.4월,전라남도,신안군,68,52,19,1.307692308,4월
20.4월,경상북도,경주시,661,1730,417,0.382080925,4월
20.4월,경상북도,김천시,282,809,331,0.348578492,4월
20.4월,경상북도,안동시,433,639,468,0.677621283,4월
20.4월,경상북도,구미시,1021,3257,908,0.313478661,4월
20.4월,경상북도,영주시,271,435,281,0.622988506,4월
20.4월,경상북도,영천시,261,650,243,0.401538462,4월
20.4월,경상북도,상주시,120,318,302,0.377358491,4월
20.4월,경상북도,문경시,164,283,145,0.5795053,4월
20.4월,경상북도,경산시,656,2046,575,0.320625611,4월
20.4월,경상북도,군위군,23,45,17,0.511111111,4월
20.4월,경상북도,의성군,59,184,90,0.320652174,4월
20.4월,경상북도,청송군,22,44,23,0.5,4월
20.4월,경상북도,영양군,11,34,19,0.323529412,4월
20.4월,경상북도,영덕군,83,211,33,0.393364929,4월
20.4월,경상북도,청도군,115,159,50,0.72327044,4월
20.4월,경상북도,고령군,177,98,23,1.806122449,4월
20.4월,경상북도,성주군,197,166,50,1.186746988,4월
20.4월,경상북도,칠곡군,650,1016,268,0.63976378,4월
20.4월,경상북도,예천군,75,161,101,0.465838509,4월
20.4월,경상북도,봉화군,15,116,84,0.129310345,4월
20.4월,경상북도,울진군,27,169,35,0.159763314,4월
20.4월,경상북도,울릉군,2,31,12,0.064516129,4월
20.4월,경상남도,진주시,703,2126,961,0.330667921,4월
20.4월,경상남도,통영시,173,935,246,0.185026738,4월
20.4월,경상남도,사천시,277,685,194,0.404379562,4월
20.4월,경상남도,김해시,1686,4453,1322,0.378621154,4월
20.4월,경상남도,밀양시,236,416,211,0.567307692,4월
20.4월,경상남도,거제시,449,1822,685,0.246432492,4월
20.4월,경상남도,양산시,1007,2808,1119,0.358618234,4월
20.4월,경상남도,의령군,94,95,49,0.989473684,4월
20.4월,경상남도,함안군,456,356,154,1.280898876,4월
20.4월,경상남도,창녕군,150,267,89,0.561797753,4월
20.4월,경상남도,고성군,183,234,75,0.782051282,4월
20.4월,경상남도,남해군,35,101,50,0.346534653,4월
20.4월,경상남도,하동군,100,126,550,0.793650794,4월
20.4월,경상남도,산청군,98,95,75,1.031578947,4월
20.4월,경상남도,함양군,86,169,75,0.50887574,4월
20.4월,경상남도,거창군,181,267,217,0.677902622,4월
20.4월,경상남도,합천군,92,115,157,0.8,4월
20.4월,제주특별자치도,제주시,1104,2767,1101,0.398988074,4월
20.4월,제주특별자치도,서귀포시,467,1179,532,0.396098388,4월
20.4월,경기도,수원시,1930,8254,2616,0.233826024,4월
20.4월,경기도,성남시,1176,6473,1553,0.181677738,4월
20.4월,경기도,안양시,920,4096,1218,0.224609375,4월
20.4월,경기도,부천시,1576,7454,1744,0.211430105,4월
20.4월,경기도,안산시,2194,5434,1807,0.403754141,4월
20.4월,경기도,고양시,1420,8376,2040,0.169531996,4월
20.4월,경기도,용인시,1789,5895,1635,0.303477523,4월
20.4월,충청북도,청주시,1933,5199,1996,0.37180227,4월
20.4월,충청남도,천안시,2098,4437,1708,0.47284201,4월
20.4월,전라북도,전주시,1528,6527,1817,0.234104489,4월
20.4월,경상북도,포항시,1063,4230,998,0.251300236,4월
20.4월,경상남도,창원시,1803,9026,2689,0.19975626,4월
20.4월,전국,전체,121563,360615,118319,0.337099122,4월
20.4월,서울특별시,전체,15964,59145,16771,0.269912926,4월
20.4월,부산광역시,전체,6467,28147,8947,0.229758056,4월
20.4월,대구광역시,전체,3802,18896,4524,0.201206605,4월
20.4월,인천광역시,전체,6132,26247,6926,0.2336267,4월
20.4월,광주광역시,전체,3038,9652,3466,0.314753419,4월
20.4월,대전광역시,전체,1986,8893,2435,0.223321714,4월
20.4월,울산광역시,전체,2433,9897,2639,0.24583207,4월
20.4월,경기도,전체,35833,98326,30339,0.364430568,4월
20.4월,강원도,전체,4532,12419,4777,0.364924712,4월
20.4월,충청북도,전체,6078,9308,4999,0.652986678,4월
20.4월,충청남도,전체,6300,11157,5125,0.564667921,4월
20.4월,전라북도,전체,5812,13675,5831,0.425009141,4월
20.4월,전라남도,전체,6401,8194,4588,0.781181352,4월
20.4월,경상북도,전체,6388,16831,5473,0.379537758,4월
20.4월,경상남도,전체,7809,24096,8918,0.324078685,4월
20.4월,제주특별자치도,전체,1571,3946,1633,0.398124683,4월
20.5월,서울특별시,종로구,529,623,182,0.849117175,5월
20.5월,서울특별시,중구,1291,531,123,2.43126177,5월
20.5월,서울특별시,용산구,564,1223,270,0.461161079,5월
20.5월,서울특별시,성동구,553,1334,310,0.414542729,5월
20.5월,서울특별시,광진구,338,2111,504,0.16011369,5월
20.5월,서울특별시,동대문구,297,1869,483,0.158908507,5월
20.5월,서울특별시,중랑구,274,2920,604,0.093835616,5월
20.5월,서울특별시,성북구,510,2473,623,0.206227254,5월
20.5월,서울특별시,강북구,195,2140,445,0.091121495,5월
20.5월,서울특별시,도봉구,573,2344,673,0.244453925,5월
20.5월,서울특별시,노원구,844,3520,1236,0.239772727,5월
20.5월,서울특별시,은평구,258,3350,710,0.077014925,5월
20.5월,서울특별시,서대문구,289,2108,440,0.137096774,5월
20.5월,서울특별시,마포구,1332,2439,663,0.546125461,5월
20.5월,서울특별시,양천구,388,2199,815,0.176443838,5월
20.5월,서울특별시,강서구,750,3708,1070,0.202265372,5월
20.5월,서울특별시,구로구,637,2997,619,0.212545879,5월
20.5월,서울특별시,금천구,872,1835,799,0.47520436,5월
20.5월,서울특별시,영등포구,1671,1789,512,0.934041364,5월
20.5월,서울특별시,동작구,643,2401,668,0.267805081,5월
20.5월,서울특별시,관악구,591,3548,756,0.166572717,5월
20.5월,서울특별시,서초구,1453,1446,291,1.004840941,5월
20.5월,서울특별시,강남구,2442,2163,378,1.128987517,5월
20.5월,서울특별시,송파구,2709,3060,706,0.885294118,5월
20.5월,서울특별시,강동구,999,2361,545,0.423125794,5월
20.5월,부산광역시,중구,179,348,120,0.514367816,5월
20.5월,부산광역시,서구,140,762,248,0.183727034,5월
20.5월,부산광역시,동구,288,820,253,0.351219512,5월
20.5월,부산광역시,영도구,176,881,315,0.199772985,5월
20.5월,부산광역시,부산진구,747,3002,959,0.248834111,5월
20.5월,부산광역시,동래구,577,2197,633,0.26263086,5월
20.5월,부산광역시,남구,461,1815,494,0.25399449,5월
20.5월,부산광역시,북구,303,2558,876,0.118451916,5월
20.5월,부산광역시,해운대구,1008,3165,1008,0.318483412,5월
20.5월,부산광역시,사하구,674,2834,863,0.237826394,5월
20.5월,부산광역시,금정구,546,1808,569,0.30199115,5월
20.5월,부산광역시,강서구,1192,977,321,1.220061412,5월
20.5월,부산광역시,연제구,560,1580,481,0.35443038,5월
20.5월,부산광역시,수영구,333,1436,461,0.23189415,5월
20.5월,부산광역시,사상구,612,1945,584,0.314652956,5월
20.5월,부산광역시,기장군,588,1476,504,0.398373984,5월
20.5월,대구광역시,중구,131,451,234,0.290465632,5월
20.5월,대구광역시,동구,618,2132,596,0.289868668,5월
20.5월,대구광역시,서구,386,1490,622,0.259060403,5월
20.5월,대구광역시,남구,196,1129,397,0.17360496,5월
20.5월,대구광역시,북구,871,3379,1027,0.257768571,5월
20.5월,대구광역시,수성구,506,2083,737,0.242918867,5월
20.5월,대구광역시,달서구,969,4552,1154,0.212873462,5월
20.5월,대구광역시,달성군,553,2068,481,0.267408124,5월
20.5월,인천광역시,중구,282,1159,293,0.243313201,5월
20.5월,인천광역시,동구,182,582,195,0.312714777,5월
20.5월,인천광역시,미추홀구,763,3296,1044,0.231492718,5월
20.5월,인천광역시,연수구,751,2390,637,0.314225941,5월
20.5월,인천광역시,남동구,1908,4590,1458,0.415686275,5월
20.5월,인천광역시,부평구,746,4472,1203,0.166815742,5월
20.5월,인천광역시,계양구,528,2770,787,0.190613718,5월
20.5월,인천광역시,서구,1771,4302,1142,0.411668991,5월
20.5월,인천광역시,강화군,81,231,56,0.350649351,5월
20.5월,인천광역시,옹진군,61,23,11,2.652173913,5월
20.5월,광주광역시,동구,251,496,199,0.506048387,5월
20.5월,광주광역시,서구,763,1965,595,0.388295165,5월
20.5월,광주광역시,남구,380,1173,476,0.323955669,5월
20.5월,광주광역시,북구,823,2872,1049,0.286559889,5월
20.5월,광주광역시,광산구,802,2725,775,0.294311927,5월
20.5월,대전광역시,동구,187,1317,352,0.14198937,5월
20.5월,대전광역시,중구,235,1318,354,0.178300455,5월
20.5월,대전광역시,서구,691,2698,757,0.256115641,5월
20.5월,대전광역시,유성구,578,1564,499,0.369565217,5월
20.5월,대전광역시,대덕구,321,1084,298,0.296125461,5월
20.5월,울산광역시,중구,302,1862,538,0.162191192,5월
20.5월,울산광역시,남구,1008,2763,845,0.364820847,5월
20.5월,울산광역시,동구,292,1601,355,0.182386009,5월
20.5월,울산광역시,북구,381,1961,500,0.194288628,5월
20.5월,울산광역시,울주군,666,1694,554,0.393152302,5월
20.5월,세종특별자치시,전체,1029,1852,862,0.555615551,5월
20.5월,경기도,의정부시,937,4170,1718,0.22470024,5월
20.5월,경기도,광명시,571,2198,665,0.25978162,5월
20.5월,경기도,평택시,1826,3837,1318,0.475892624,5월
20.5월,경기도,동두천시,205,878,271,0.233485194,5월
20.5월,경기도,과천시,346,265,71,1.305660377,5월
20.5월,경기도,구리시,332,1169,406,0.284003422,5월
20.5월,경기도,남양주시,2135,4877,1756,0.43776912,5월
20.5월,경기도,오산시,749,1907,532,0.392763503,5월
20.5월,경기도,시흥시,2211,4617,1321,0.478882391,5월
20.5월,경기도,군포시,653,2234,725,0.292300806,5월
20.5월,경기도,의왕시,257,1052,367,0.244296578,5월
20.5월,경기도,하남시,745,1964,577,0.379327902,5월
20.5월,경기도,파주시,1698,3537,903,0.480067854,5월
20.5월,경기도,이천시,1619,1241,488,1.30459307,5월
20.5월,경기도,안성시,1095,1161,369,0.943152455,5월
20.5월,경기도,김포시,2728,3295,823,0.827921093,5월
