시도,행정구역,성별,연월,15~64세 고용률 (%)
서울특별시,종로구,계,'21상,59.5
서울특별시,종로구,계,'21하,63.6
서울특별시,종로구,계,'22상,64.7
서울특별시,종로구,남자,'21상,63.0
서울특별시,종로구,남자,'21하,69.0
서울특별시,종로구,남자,'22상,67.1
서울특별시,종로구,여자,'21상,56.2
서울특별시,종로구,여자,'21하,58.5
서울특별시,종로구,여자,'22상,62.5
서울특별시,중구,계,'21상,62.7
서울특별시,중구,계,'21하,63.4
서울특별시,중구,계,'22상,65.7
서울특별시,중구,남자,'21상,68.9
서울특별시,중구,남자,'21하,69.7
서울특별시,중구,남자,'22상,70.7
서울특별시,중구,여자,'21상,57.0
서울특별시,중구,여자,'21하,57.6
서울특별시,중구,여자,'22상,61.1
서울특별시,용산구,계,'21상,67.1
서울특별시,용산구,계,'21하,67.6
서울특별시,용산구,계,'22상,69.5
서울특별시,용산구,남자,'21상,75.6
서울특별시,용산구,남자,'21하,75.0
서울특별시,용산구,남자,'22상,77.3
서울특별시,용산구,여자,'21상,59.3
서울특별시,용산구,여자,'21하,60.9
서울특별시,용산구,여자,'22상,62.5
서울특별시,성동구,계,'21상,63.7
서울특별시,성동구,계,'21하,64.5
서울특별시,성동구,계,'22상,66.8
서울특별시,성동구,남자,'21상,71.6
서울특별시,성동구,남자,'21하,72.3
서울특별시,성동구,남자,'22상,74.9
서울특별시,성동구,여자,'21상,56.1
서울특별시,성동구,여자,'21하,57.1
서울특별시,성동구,여자,'22상,59.2
서울특별시,광진구,계,'21상,62.3
서울특별시,광진구,계,'21하,63.4
서울특별시,광진구,계,'22상,66.5
서울특별시,광진구,남자,'21상,70.7
서울특별시,광진구,남자,'21하,71.0
서울특별시,광진구,남자,'22상,72.6
서울특별시,광진구,여자,'21상,54.5
서울특별시,광진구,여자,'21하,56.4
서울특별시,광진구,여자,'22상,60.9
서울특별시,동대문구,계,'21상,61.7
서울특별시,동대문구,계,'21하,62.7
서울특별시,동대문구,계,'22상,64.3
서울특별시,동대문구,남자,'21상,68.4
서울특별시,동대문구,남자,'21하,68.2
서울특별시,동대문구,남자,'22상,69.8
서울특별시,동대문구,여자,'21상,55.1
서울특별시,동대문구,여자,'21하,57.4
서울특별시,동대문구,여자,'22상,59.0
서울특별시,중랑구,계,'21상,63.0
서울특별시,중랑구,계,'21하,63.4
서울특별시,중랑구,계,'22상,65.5
서울특별시,중랑구,남자,'21상,71.9
서울특별시,중랑구,남자,'21하,72.2
서울특별시,중랑구,남자,'22상,74.6
서울특별시,중랑구,여자,'21상,54.5
서울특별시,중랑구,여자,'21하,54.8
서울특별시,중랑구,여자,'22상,56.6
서울특별시,성북구,계,'21상,59.2
서울특별시,성북구,계,'21하,60.1
서울특별시,성북구,계,'22상,61.7
서울특별시,성북구,남자,'21상,65.0
서울특별시,성북구,남자,'21하,65.8
서울특별시,성북구,남자,'22상,68.4
서울특별시,성북구,여자,'21상,53.9
서울특별시,성북구,여자,'21하,55.0
서울특별시,성북구,여자,'22상,55.7
서울특별시,강북구,계,'21상,60.7
서울특별시,강북구,계,'21하,61.8
서울특별시,강북구,계,'22상,61.1
서울특별시,강북구,남자,'21상,70.7
서울특별시,강북구,남자,'21하,68.0
서울특별시,강북구,남자,'22상,67.7
서울특별시,강북구,여자,'21상,51.2
서울특별시,강북구,여자,'21하,55.8
서울특별시,강북구,여자,'22상,54.8
서울특별시,도봉구,계,'21상,61.6
서울특별시,도봉구,계,'21하,63.1
서울특별시,도봉구,계,'22상,64.2
서울특별시,도봉구,남자,'21상,72.3
서울특별시,도봉구,남자,'21하,74.2
서울특별시,도봉구,남자,'22상,75.1
서울특별시,도봉구,여자,'21상,51.8
서울특별시,도봉구,여자,'21하,52.9
서울특별시,도봉구,여자,'22상,54.1
서울특별시,노원구,계,'21상,60.7
서울특별시,노원구,계,'21하,62.0
서울특별시,노원구,계,'22상,62.9
서울특별시,노원구,남자,'21상,68.3
서울특별시,노원구,남자,'21하,69.5
서울특별시,노원구,남자,'22상,69.4
서울특별시,노원구,여자,'21상,53.6
서울특별시,노원구,여자,'21하,55.1
서울특별시,노원구,여자,'22상,56.8
서울특별시,은평구,계,'21상,62.6
서울특별시,은평구,계,'21하,64.8
서울특별시,은평구,계,'22상,64.2
서울특별시,은평구,남자,'21상,71.9
서울특별시,은평구,남자,'21하,73.3
서울특별시,은평구,남자,'22상,72.6
서울특별시,은평구,여자,'21상,54.0
서울특별시,은평구,여자,'21하,57.1
서울특별시,은평구,여자,'22상,56.5
서울특별시,서대문구,계,'21상,60.5
서울특별시,서대문구,계,'21하,60.8
서울특별시,서대문구,계,'22상,61.7
서울특별시,서대문구,남자,'21상,70.7
서울특별시,서대문구,남자,'21하,70.6
서울특별시,서대문구,남자,'22상,68.7
서울특별시,서대문구,여자,'21상,51.5
서울특별시,서대문구,여자,'21하,52.2
서울특별시,서대문구,여자,'22상,55.6
서울특별시,마포구,계,'21상,65.6
서울특별시,마포구,계,'21하,66.9
서울특별시,마포구,계,'22상,69.0
서울특별시,마포구,남자,'21상,73.5
서울특별시,마포구,남자,'21하,75.0
서울특별시,마포구,남자,'22상,77.3
서울특별시,마포구,여자,'21상,58.6
서울특별시,마포구,여자,'21하,59.9
서울특별시,마포구,여자,'22상,61.8
서울특별시,양천구,계,'21상,61.9
서울특별시,양천구,계,'21하,62.6
서울특별시,양천구,계,'22상,64.8
서울특별시,양천구,남자,'21상,70.8
서울특별시,양천구,남자,'21하,72.7
서울특별시,양천구,남자,'22상,73.0
서울특별시,양천구,여자,'21상,53.5
서울특별시,양천구,여자,'21하,53.1
서울특별시,양천구,여자,'22상,57.1
서울특별시,강서구,계,'21상,65.1
서울특별시,강서구,계,'21하,66.5
서울특별시,강서구,계,'22상,68.2
서울특별시,강서구,남자,'21상,72.8
서울특별시,강서구,남자,'21하,74.3
서울특별시,강서구,남자,'22상,75.1
서울특별시,강서구,여자,'21상,58.2
서울특별시,강서구,여자,'21하,59.4
서울특별시,강서구,여자,'22상,62.0
서울특별시,구로구,계,'21상,65.7
서울특별시,구로구,계,'21하,66.9
서울특별시,구로구,계,'22상,68.3
서울특별시,구로구,남자,'21상,73.6
서울특별시,구로구,남자,'21하,75.1
서울특별시,구로구,남자,'22상,77.6
서울특별시,구로구,여자,'21상,57.9
서울특별시,구로구,여자,'21하,58.8
서울특별시,구로구,여자,'22상,59.0
서울특별시,금천구,계,'21상,65.7
서울특별시,금천구,계,'21하,65.8
서울특별시,금천구,계,'22상,67.7
서울특별시,금천구,남자,'21상,74.1
서울특별시,금천구,남자,'21하,74.1
서울특별시,금천구,남자,'22상,73.3
서울특별시,금천구,여자,'21상,56.9
서울특별시,금천구,여자,'21하,57.1
서울특별시,금천구,여자,'22상,61.9
서울특별시,영등포구,계,'21상,65.3
서울특별시,영등포구,계,'21하,67.9
서울특별시,영등포구,계,'22상,69.6
서울특별시,영등포구,남자,'21상,74.0
서울특별시,영등포구,남자,'21하,76.4
서울특별시,영등포구,남자,'22상,76.2
서울특별시,영등포구,여자,'21상,56.8
서울특별시,영등포구,여자,'21하,59.7
서울특별시,영등포구,여자,'22상,63.1
서울특별시,동작구,계,'21상,62.2
서울특별시,동작구,계,'21하,63.9
서울특별시,동작구,계,'22상,66.2
서울특별시,동작구,남자,'21상,68.7
서울특별시,동작구,남자,'21하,69.8
서울특별시,동작구,남자,'22상,71.2
서울특별시,동작구,여자,'21상,56.1
서울특별시,동작구,여자,'21하,58.4
서울특별시,동작구,여자,'22상,61.5
서울특별시,관악구,계,'21상,61.2
서울특별시,관악구,계,'21하,62.4
서울특별시,관악구,계,'22상,65.8
서울특별시,관악구,남자,'21상,66.3
서울특별시,관악구,남자,'21하,68.8
서울특별시,관악구,남자,'22상,71.8
서울특별시,관악구,여자,'21상,56.1
서울특별시,관악구,여자,'21하,55.9
서울특별시,관악구,여자,'22상,59.6
서울특별시,서초구,계,'21상,62.9
서울특별시,서초구,계,'21하,63.9
서울특별시,서초구,계,'22상,64.7
서울특별시,서초구,남자,'21상,74.1
서울특별시,서초구,남자,'21하,75.1
서울특별시,서초구,남자,'22상,75.0
서울특별시,서초구,여자,'21상,52.9
서울특별시,서초구,여자,'21하,54.1
서울특별시,서초구,여자,'22상,55.7
서울특별시,강남구,계,'21상,63.6
서울특별시,강남구,계,'21하,65.2
서울특별시,강남구,계,'22상,65.2
서울특별시,강남구,남자,'21상,72.7
서울특별시,강남구,남자,'21하,74.5
서울특별시,강남구,남자,'22상,75.2
서울특별시,강남구,여자,'21상,55.5
서울특별시,강남구,여자,'21하,57.0
서울특별시,강남구,여자,'22상,56.3
서울특별시,송파구,계,'21상,63.8
서울특별시,송파구,계,'21하,65.2
서울특별시,송파구,계,'22상,66.9
서울특별시,송파구,남자,'21상,74.1
서울특별시,송파구,남자,'21하,74.1
서울특별시,송파구,남자,'22상,76.7
서울특별시,송파구,여자,'21상,54.6
서울특별시,송파구,여자,'21하,57.3
서울특별시,송파구,여자,'22상,58.2
서울특별시,강동구,계,'21상,67.2
서울특별시,강동구,계,'21하,68.0
서울특별시,강동구,계,'22상,68.3
서울특별시,강동구,남자,'21상,75.4
서울특별시,강동구,남자,'21하,76.7
서울특별시,강동구,남자,'22상,75.5
서울특별시,강동구,여자,'21상,59.5
서울특별시,강동구,여자,'21하,59.8
서울특별시,강동구,여자,'22상,61.5
부산광역시,중구,계,'21상,60.4
부산광역시,중구,계,'21하,63.7
부산광역시,중구,계,'22상,64.2
부산광역시,중구,남자,'21상,65.4
부산광역시,중구,남자,'21하,67.3
부산광역시,중구,남자,'22상,66.4
부산광역시,중구,여자,'21상,55.2
부산광역시,중구,여자,'21하,59.8
부산광역시,중구,여자,'22상,61.8
부산광역시,서구,계,'21상,58.5
부산광역시,서구,계,'21하,61.6
부산광역시,서구,계,'22상,60.8
부산광역시,서구,남자,'21상,63.2
부산광역시,서구,남자,'21하,67.2
부산광역시,서구,남자,'22상,65.2
부산광역시,서구,여자,'21상,53.9
부산광역시,서구,여자,'21하,56.2
부산광역시,서구,여자,'22상,56.3
부산광역시,동구,계,'21상,59.6
부산광역시,동구,계,'21하,60.8
부산광역시,동구,계,'22상,59.1
부산광역시,동구,남자,'21상,65.5
부산광역시,동구,남자,'21하,67.0
부산광역시,동구,남자,'22상,65.5
부산광역시,동구,여자,'21상,53.6
부산광역시,동구,여자,'21하,54.7
부산광역시,동구,여자,'22상,52.5
부산광역시,영도구,계,'21상,54.1
부산광역시,영도구,계,'21하,57.0
부산광역시,영도구,계,'22상,57.6
부산광역시,영도구,남자,'21상,58.7
부산광역시,영도구,남자,'21하,61.2
부산광역시,영도구,남자,'22상,62.2
부산광역시,영도구,여자,'21상,48.9
부산광역시,영도구,여자,'21하,52.2
부산광역시,영도구,여자,'22상,52.4
부산광역시,부산진구,계,'21상,61.5
부산광역시,부산진구,계,'21하,63.0
부산광역시,부산진구,계,'22상,62.3
부산광역시,부산진구,남자,'21상,68.5
부산광역시,부산진구,남자,'21하,69.3
부산광역시,부산진구,남자,'22상,68.9
부산광역시,부산진구,여자,'21상,55.0
부산광역시,부산진구,여자,'21하,57.2
부산광역시,부산진구,여자,'22상,56.1
부산광역시,동래구,계,'21상,61.0
부산광역시,동래구,계,'21하,63.1
부산광역시,동래구,계,'22상,62.6
부산광역시,동래구,남자,'21상,68.4
부산광역시,동래구,남자,'21하,71.2
부산광역시,동래구,남자,'22상,71.8
부산광역시,동래구,여자,'21상,54.1
부산광역시,동래구,여자,'21하,55.6
부산광역시,동래구,여자,'22상,54.0
부산광역시,남구,계,'21상,57.0
부산광역시,남구,계,'21하,58.1
부산광역시,남구,계,'22상,61.0
부산광역시,남구,남자,'21상,63.5
부산광역시,남구,남자,'21하,63.7
부산광역시,남구,남자,'22상,67.3
부산광역시,남구,여자,'21상,50.7
부산광역시,남구,여자,'21하,52.6
부산광역시,남구,여자,'22상,54.7
부산광역시,북구,계,'21상,58.9
부산광역시,북구,계,'21하,60.7
부산광역시,북구,계,'22상,61.8
부산광역시,북구,남자,'21상,69.2
부산광역시,북구,남자,'21하,71.1
부산광역시,북구,남자,'22상,71.8
부산광역시,북구,여자,'21상,48.9
부산광역시,북구,여자,'21하,50.5
부산광역시,북구,여자,'22상,51.9
부산광역시,해운대구,계,'21상,58.3
부산광역시,해운대구,계,'21하,60.8
부산광역시,해운대구,계,'22상,61.9
부산광역시,해운대구,남자,'21상,67.3
부산광역시,해운대구,남자,'21하,71.0
부산광역시,해운대구,남자,'22상,72.2
부산광역시,해운대구,여자,'21상,50.0
부산광역시,해운대구,여자,'21하,51.5
부산광역시,해운대구,여자,'22상,52.4
부산광역시,사하구,계,'21상,61.3
부산광역시,사하구,계,'21하,62.7
부산광역시,사하구,계,'22상,62.9
부산광역시,사하구,남자,'21상,69.6
부산광역시,사하구,남자,'21하,71.5
부산광역시,사하구,남자,'22상,70.4
부산광역시,사하구,여자,'21상,53.0
부산광역시,사하구,여자,'21하,53.9
부산광역시,사하구,여자,'22상,55.3
부산광역시,금정구,계,'21상,57.5
부산광역시,금정구,계,'21하,60.2
부산광역시,금정구,계,'22상,59.1
부산광역시,금정구,남자,'21상,64.3
부산광역시,금정구,남자,'21하,67.1
부산광역시,금정구,남자,'22상,65.5
부산광역시,금정구,여자,'21상,51.0
부산광역시,금정구,여자,'21하,53.5
부산광역시,금정구,여자,'22상,52.8
부산광역시,강서구,계,'21상,68.0
부산광역시,강서구,계,'21하,68.2
부산광역시,강서구,계,'22상,69.1
부산광역시,강서구,남자,'21상,80.6
부산광역시,강서구,남자,'21하,80.2
부산광역시,강서구,남자,'22상,80.8
부산광역시,강서구,여자,'21상,53.7
부산광역시,강서구,여자,'21하,54.5
부산광역시,강서구,여자,'22상,55.9
부산광역시,연제구,계,'21상,60.9
부산광역시,연제구,계,'21하,63.3
부산광역시,연제구,계,'22상,65.6
부산광역시,연제구,남자,'21상,69.0
부산광역시,연제구,남자,'21하,71.1
부산광역시,연제구,남자,'22상,72.1
부산광역시,연제구,여자,'21상,53.5
부산광역시,연제구,여자,'21하,56.3
부산광역시,연제구,여자,'22상,59.7
부산광역시,수영구,계,'21상,61.9
부산광역시,수영구,계,'21하,64.9
부산광역시,수영구,계,'22상,67.2
부산광역시,수영구,남자,'21상,69.4
부산광역시,수영구,남자,'21하,73.9
부산광역시,수영구,남자,'22상,74.5
부산광역시,수영구,여자,'21상,55.3
부산광역시,수영구,여자,'21하,56.9
부산광역시,수영구,여자,'22상,60.7
부산광역시,사상구,계,'21상,62.4
부산광역시,사상구,계,'21하,63.1
부산광역시,사상구,계,'22상,65.9
부산광역시,사상구,남자,'21상,71.5
부산광역시,사상구,남자,'21하,72.2
부산광역시,사상구,남자,'22상,75.6
부산광역시,사상구,여자,'21상,53.2
부산광역시,사상구,여자,'21하,53.8
부산광역시,사상구,여자,'22상,56.0
부산광역시,기장군,계,'21상,63.5
부산광역시,기장군,계,'21하,64.8
부산광역시,기장군,계,'22상,63.7
부산광역시,기장군,남자,'21상,74.4
부산광역시,기장군,남자,'21하,76.8
부산광역시,기장군,남자,'22상,75.2
부산광역시,기장군,여자,'21상,52.6
부산광역시,기장군,여자,'21하,52.5
부산광역시,기장군,여자,'22상,52.0
대구광역시,중구,계,'21상,64.4
대구광역시,중구,계,'21하,64.8
대구광역시,중구,계,'22상,64.9
대구광역시,중구,남자,'21상,70.8
대구광역시,중구,남자,'21하,71.8
대구광역시,중구,남자,'22상,70.5
대구광역시,중구,여자,'21상,58.4
대구광역시,중구,여자,'21하,58.3
대구광역시,중구,여자,'22상,59.6
대구광역시,동구,계,'21상,61.7
대구광역시,동구,계,'21하,64.5
대구광역시,동구,계,'22상,66.2
대구광역시,동구,남자,'21상,70.6
대구광역시,동구,남자,'21하,73.1
대구광역시,동구,남자,'22상,75.0
대구광역시,동구,여자,'21상,52.9
대구광역시,동구,여자,'21하,56.1
대구광역시,동구,여자,'22상,57.6
대구광역시,서구,계,'21상,60.5
대구광역시,서구,계,'21하,62.6
대구광역시,서구,계,'22상,63.9
대구광역시,서구,남자,'21상,69.4
대구광역시,서구,남자,'21하,71.6
대구광역시,서구,남자,'22상,72.7
대구광역시,서구,여자,'21상,51.0
대구광역시,서구,여자,'21하,53.1
대구광역시,서구,여자,'22상,54.4
대구광역시,남구,계,'21상,56.1
대구광역시,남구,계,'21하,58.7
대구광역시,남구,계,'22상,58.4
대구광역시,남구,남자,'21상,63.7
대구광역시,남구,남자,'21하,67.8
대구광역시,남구,남자,'22상,68.2
대구광역시,남구,여자,'21상,49.1
대구광역시,남구,여자,'21하,50.1
대구광역시,남구,여자,'22상,49.0
대구광역시,북구,계,'21상,58.6
대구광역시,북구,계,'21하,61.1
대구광역시,북구,계,'22상,61.8
대구광역시,북구,남자,'21상,69.3
대구광역시,북구,남자,'21하,70.6
대구광역시,북구,남자,'22상,70.9
대구광역시,북구,여자,'21상,47.8
대구광역시,북구,여자,'21하,51.5
대구광역시,북구,여자,'22상,52.5
대구광역시,수성구,계,'21상,60.2
대구광역시,수성구,계,'21하,60.4
대구광역시,수성구,계,'22상,61.5
대구광역시,수성구,남자,'21상,69.9
대구광역시,수성구,남자,'21하,70.3
대구광역시,수성구,남자,'22상,70.5
대구광역시,수성구,여자,'21상,51.2
대구광역시,수성구,여자,'21하,51.2
대구광역시,수성구,여자,'22상,53.3
대구광역시,달서구,계,'21상,61.4
대구광역시,달서구,계,'21하,61.9
대구광역시,달서구,계,'22상,62.9
대구광역시,달서구,남자,'21상,69.6
대구광역시,달서구,남자,'21하,71.2
대구광역시,달서구,남자,'22상,71.4
대구광역시,달서구,여자,'21상,53.2
대구광역시,달서구,여자,'21하,52.8
대구광역시,달서구,여자,'22상,54.5
대구광역시,달성군,계,'21상,64.4
대구광역시,달성군,계,'21하,67.2
대구광역시,달성군,계,'22상,67.3
대구광역시,달성군,남자,'21상,76.0
대구광역시,달성군,남자,'21하,77.5
대구광역시,달성군,남자,'22상,78.0
대구광역시,달성군,여자,'21상,52.0
대구광역시,달성군,여자,'21하,56.2
대구광역시,달성군,여자,'22상,55.9
인천광역시,중구,계,'21상,65.3
인천광역시,중구,계,'21하,65.8
인천광역시,중구,계,'22상,67.4
인천광역시,중구,남자,'21상,75.5
인천광역시,중구,남자,'21하,75.9
인천광역시,중구,남자,'22상,76.5
인천광역시,중구,여자,'21상,53.8
인천광역시,중구,여자,'21하,54.4
인천광역시,중구,여자,'22상,57.2
인천광역시,동구,계,'21상,65.2
인천광역시,동구,계,'21하,65.8
인천광역시,동구,계,'22상,65.8
인천광역시,동구,남자,'21상,70.8
인천광역시,동구,남자,'21하,72.4
인천광역시,동구,남자,'22상,72.1
인천광역시,동구,여자,'21상,59.1
인천광역시,동구,여자,'21하,58.6
인천광역시,동구,여자,'22상,58.8
인천광역시,연수구,계,'21상,61.0
인천광역시,연수구,계,'21하,63.6
인천광역시,연수구,계,'22상,63.2
인천광역시,연수구,남자,'21상,71.1
인천광역시,연수구,남자,'21하,74.6
인천광역시,연수구,남자,'22상,74.3
인천광역시,연수구,여자,'21상,51.0
인천광역시,연수구,여자,'21하,52.8
인천광역시,연수구,여자,'22상,52.2
인천광역시,남동구,계,'21상,62.8
인천광역시,남동구,계,'21하,65.2
인천광역시,남동구,계,'22상,65.6
인천광역시,남동구,남자,'21상,72.5
인천광역시,남동구,남자,'21하,74.9
인천광역시,남동구,남자,'22상,73.8
인천광역시,남동구,여자,'21상,53.1
인천광역시,남동구,여자,'21하,55.4
인천광역시,남동구,여자,'22상,57.2
인천광역시,부평구,계,'21상,63.6
인천광역시,부평구,계,'21하,66.3
인천광역시,부평구,계,'22상,67.7
인천광역시,부평구,남자,'21상,71.6
인천광역시,부평구,남자,'21하,74.8
인천광역시,부평구,남자,'22상,76.8
인천광역시,부평구,여자,'21상,55.8
인천광역시,부평구,여자,'21하,58.0
인천광역시,부평구,여자,'22상,58.7
인천광역시,계양구,계,'21상,63.8
인천광역시,계양구,계,'21하,65.1
인천광역시,계양구,계,'22상,66.2
인천광역시,계양구,남자,'21상,73.6
인천광역시,계양구,남자,'21하,75.3
인천광역시,계양구,남자,'22상,75.6
인천광역시,계양구,여자,'21상,54.2
인천광역시,계양구,여자,'21하,55.1
인천광역시,계양구,여자,'22상,57.0
인천광역시,서구,계,'21상,66.2
인천광역시,서구,계,'21하,66.9
인천광역시,서구,계,'22상,68.6
인천광역시,서구,남자,'21상,77.2
인천광역시,서구,남자,'21하,77.4
인천광역시,서구,남자,'22상,79.8
인천광역시,서구,여자,'21상,54.7
인천광역시,서구,여자,'21하,55.9
인천광역시,서구,여자,'22상,57.1
인천광역시,미추홀구,계,'21상,63.2
인천광역시,미추홀구,계,'21하,65.9
인천광역시,미추홀구,계,'22상,65.2
인천광역시,미추홀구,남자,'21상,71.7
인천광역시,미추홀구,남자,'21하,74.4
인천광역시,미추홀구,남자,'22상,72.0
인천광역시,미추홀구,여자,'21상,54.1
인천광역시,미추홀구,여자,'21하,56.8
인천광역시,미추홀구,여자,'22상,58.0
인천광역시,강화군,계,'21상,71.0
인천광역시,강화군,계,'21하,71.3
인천광역시,강화군,계,'22상,71.8
인천광역시,강화군,남자,'21상,77.4
인천광역시,강화군,남자,'21하,77.5
인천광역시,강화군,남자,'22상,77.4
인천광역시,강화군,여자,'21상,64.3
인천광역시,강화군,여자,'21하,64.7
인천광역시,강화군,여자,'22상,65.9
인천광역시,옹진군,계,'21상,80.5
인천광역시,옹진군,계,'21하,81.5
인천광역시,옹진군,계,'22상,79.7
인천광역시,옹진군,남자,'21상,87.6
인천광역시,옹진군,남자,'21하,87.2
인천광역시,옹진군,남자,'22상,84.9
인천광역시,옹진군,여자,'21상,70.7
인천광역시,옹진군,여자,'21하,73.5
인천광역시,옹진군,여자,'22상,71.5
광주광역시,동구,계,'21상,60.7
광주광역시,동구,계,'21하,59.5
광주광역시,동구,계,'22상,63.4
광주광역시,동구,남자,'21상,65.0
광주광역시,동구,남자,'21하,63.7
광주광역시,동구,남자,'22상,65.6
광주광역시,동구,여자,'21상,56.4
광주광역시,동구,여자,'21하,55.2
광주광역시,동구,여자,'22상,61.3
광주광역시,서구,계,'21상,64.9
광주광역시,서구,계,'21하,65.2
광주광역시,서구,계,'22상,66.3
광주광역시,서구,남자,'21상,73.0
광주광역시,서구,남자,'21하,72.8
광주광역시,서구,남자,'22상,72.9
광주광역시,서구,여자,'21상,57.2
광주광역시,서구,여자,'21하,57.8
광주광역시,서구,여자,'22상,59.9
광주광역시,남구,계,'21상,64.0
광주광역시,남구,계,'21하,63.3
광주광역시,남구,계,'22상,65.0
광주광역시,남구,남자,'21상,69.8
광주광역시,남구,남자,'21하,70.3
광주광역시,남구,남자,'22상,73.0
광주광역시,남구,여자,'21상,58.6
광주광역시,남구,여자,'21하,56.8
광주광역시,남구,여자,'22상,57.4
광주광역시,북구,계,'21상,60.3
광주광역시,북구,계,'21하,60.9
광주광역시,북구,계,'22상,62.3
광주광역시,북구,남자,'21상,70.4
광주광역시,북구,남자,'21하,71.5
광주광역시,북구,남자,'22상,71.6
광주광역시,북구,여자,'21상,50.1
광주광역시,북구,여자,'21하,50.4
광주광역시,북구,여자,'22상,53.0
광주광역시,광산구,계,'21상,63.4
광주광역시,광산구,계,'21하,64.7
광주광역시,광산구,계,'22상,63.6
광주광역시,광산구,남자,'21상,74.9
광주광역시,광산구,남자,'21하,76.6
광주광역시,광산구,남자,'22상,74.1
광주광역시,광산구,여자,'21상,51.4
광주광역시,광산구,여자,'21하,52.2
광주광역시,광산구,여자,'22상,52.8
대전광역시,동구,계,'21상,57.3
대전광역시,동구,계,'21하,60.4
대전광역시,동구,계,'22상,61.0
대전광역시,동구,남자,'21상,64.9
대전광역시,동구,남자,'21하,67.6
대전광역시,동구,남자,'22상,68.9
대전광역시,동구,여자,'21상,49.4
대전광역시,동구,여자,'21하,52.8
대전광역시,동구,여자,'22상,52.5
대전광역시,중구,계,'21상,65.3
대전광역시,중구,계,'21하,67.3
대전광역시,중구,계,'22상,67.9
대전광역시,중구,남자,'21상,72.3
대전광역시,중구,남자,'21하,74.7
대전광역시,중구,남자,'22상,74.1
대전광역시,중구,여자,'21상,58.3
대전광역시,중구,여자,'21하,60.0
대전광역시,중구,여자,'22상,61.7
대전광역시,서구,계,'21상,64.8
대전광역시,서구,계,'21하,66.2
대전광역시,서구,계,'22상,65.0
대전광역시,서구,남자,'21상,73.6
대전광역시,서구,남자,'21하,74.8
대전광역시,서구,남자,'22상,75.0
대전광역시,서구,여자,'21상,56.5
대전광역시,서구,여자,'21하,58.0
대전광역시,서구,여자,'22상,55.5
대전광역시,유성구,계,'21상,64.7
대전광역시,유성구,계,'21하,64.1
대전광역시,유성구,계,'22상,66.9
대전광역시,유성구,남자,'21상,74.2
대전광역시,유성구,남자,'21하,72.8
대전광역시,유성구,남자,'22상,74.9
대전광역시,유성구,여자,'21상,54.6
대전광역시,유성구,여자,'21하,54.9
대전광역시,유성구,여자,'22상,58.4
대전광역시,대덕구,계,'21상,62.6
대전광역시,대덕구,계,'21하,65.9
대전광역시,대덕구,계,'22상,66.4
대전광역시,대덕구,남자,'21상,71.6
대전광역시,대덕구,남자,'21하,75.5
대전광역시,대덕구,남자,'22상,76.3
대전광역시,대덕구,여자,'21상,53.0
대전광역시,대덕구,여자,'21하,55.7
대전광역시,대덕구,여자,'22상,55.9
울산광역시,중구,계,'21상,60.8
울산광역시,중구,계,'21하,62.9
울산광역시,중구,계,'22상,62.8
울산광역시,중구,남자,'21상,73.6
울산광역시,중구,남자,'21하,74.8
울산광역시,중구,남자,'22상,74.0
울산광역시,중구,여자,'21상,47.6
울산광역시,중구,여자,'21하,50.6
울산광역시,중구,여자,'22상,51.1
울산광역시,남구,계,'21상,60.9
울산광역시,남구,계,'21하,62.2
울산광역시,남구,계,'22상,63.1
울산광역시,남구,남자,'21상,72.9
울산광역시,남구,남자,'21하,74.5
울산광역시,남구,남자,'22상,75.3
울산광역시,남구,여자,'21상,48.2
울산광역시,남구,여자,'21하,49.1
울산광역시,남구,여자,'22상,50.1
울산광역시,동구,계,'21상,59.6
울산광역시,동구,계,'21하,60.4
울산광역시,동구,계,'22상,62.4
울산광역시,동구,남자,'21상,72.8
울산광역시,동구,남자,'21하,75.1
울산광역시,동구,남자,'22상,79.1
울산광역시,동구,여자,'21상,44.3
울산광역시,동구,여자,'21하,43.4
울산광역시,동구,여자,'22상,43.0
울산광역시,북구,계,'21상,61.9
울산광역시,북구,계,'21하,64.3
울산광역시,북구,계,'22상,63.4
울산광역시,북구,남자,'21상,76.3
울산광역시,북구,남자,'21하,79.1
울산광역시,북구,남자,'22상,78.0
울산광역시,북구,여자,'21상,46.1
울산광역시,북구,여자,'21하,48.0
울산광역시,북구,여자,'22상,47.3
울산광역시,울주군,계,'21상,61.7
울산광역시,울주군,계,'21하,64.6
울산광역시,울주군,계,'22상,64.4
울산광역시,울주군,남자,'21상,74.3
울산광역시,울주군,남자,'21하,76.4
울산광역시,울주군,남자,'22상,76.9
울산광역시,울주군,여자,'21상,47.1
울산광역시,울주군,여자,'21하,51.1
울산광역시,울주군,여자,'22상,50.0
경기도,수원시,계,'18상,63.1
경기도,수원시,계,'18하,65.3
경기도,수원시,계,'19상,65.2
경기도,수원시,계,'19하,65.1
경기도,수원시,계,'20상,64.0
경기도,수원시,계,'20하,63.4
경기도,수원시,계,'21상,64.2
경기도,수원시,계,'21하,66.2
경기도,수원시,계,'22상,66.7
경기도,수원시,남자,'18상,74.7
경기도,수원시,남자,'18하,75.1
경기도,수원시,남자,'19상,75.4
경기도,수원시,남자,'19하,74.9
경기도,수원시,남자,'20상,73.7
경기도,수원시,남자,'20하,73.5
경기도,수원시,남자,'21상,73.8
경기도,수원시,남자,'21하,75.7
경기도,수원시,남자,'22상,76.9
