시도,행정구역,성별,연월,15~64세 고용률 (%)
경기도,안성시,여자,'21상,58.1
경기도,안성시,여자,'21하,59.7
경기도,안성시,여자,'22상,61.1
경기도,김포시,계,'18상,63.8
경기도,김포시,계,'18하,65.4
경기도,김포시,계,'19상,66.8
경기도,김포시,계,'19하,66.8
경기도,김포시,계,'20상,62.9
경기도,김포시,계,'20하,64.9
경기도,김포시,계,'21상,64.1
경기도,김포시,계,'21하,66.7
경기도,김포시,계,'22상,68.1
경기도,김포시,남자,'18상,77.5
경기도,김포시,남자,'18하,78.8
경기도,김포시,남자,'19상,80.4
경기도,김포시,남자,'19하,79.5
경기도,김포시,남자,'20상,75.7
경기도,김포시,남자,'20하,76.6
경기도,김포시,남자,'21상,75.9
경기도,김포시,남자,'21하,78.3
경기도,김포시,남자,'22상,78.9
경기도,김포시,여자,'18상,49.0
경기도,김포시,여자,'18하,51.0
경기도,김포시,여자,'19상,52.0
경기도,김포시,여자,'19하,53.0
경기도,김포시,여자,'20상,49.0
경기도,김포시,여자,'20하,52.2
경기도,김포시,여자,'21상,51.3
경기도,김포시,여자,'21하,54.2
경기도,김포시,여자,'22상,56.7
경기도,화성시,계,'18상,67.7
경기도,화성시,계,'18하,68.1
경기도,화성시,계,'19상,69.2
경기도,화성시,계,'19하,69.5
경기도,화성시,계,'20상,67.0
경기도,화성시,계,'20하,67.9
경기도,화성시,계,'21상,68.0
경기도,화성시,계,'21하,69.0
경기도,화성시,계,'22상,69.4
경기도,화성시,남자,'18상,82.1
경기도,화성시,남자,'18하,81.4
경기도,화성시,남자,'19상,84.1
경기도,화성시,남자,'19하,83.0
경기도,화성시,남자,'20상,79.6
경기도,화성시,남자,'20하,80.5
경기도,화성시,남자,'21상,81.9
경기도,화성시,남자,'21하,81.8
경기도,화성시,남자,'22상,82.4
경기도,화성시,여자,'18상,51.0
경기도,화성시,여자,'18하,52.7
경기도,화성시,여자,'19상,51.8
경기도,화성시,여자,'19하,53.8
경기도,화성시,여자,'20상,52.3
경기도,화성시,여자,'20하,53.2
경기도,화성시,여자,'21상,51.8
경기도,화성시,여자,'21하,54.2
경기도,화성시,여자,'22상,54.5
경기도,광주시,계,'18상,69.8
경기도,광주시,계,'18하,68.0
경기도,광주시,계,'19상,67.5
경기도,광주시,계,'19하,66.7
경기도,광주시,계,'20상,65.0
경기도,광주시,계,'20하,68.7
경기도,광주시,계,'21상,67.0
경기도,광주시,계,'21하,69.7
경기도,광주시,계,'22상,70.3
경기도,광주시,남자,'18상,80.1
경기도,광주시,남자,'18하,79.2
경기도,광주시,남자,'19상,79.7
경기도,광주시,남자,'19하,78.0
경기도,광주시,남자,'20상,76.2
경기도,광주시,남자,'20하,79.6
경기도,광주시,남자,'21상,77.1
경기도,광주시,남자,'21하,80.9
경기도,광주시,남자,'22상,81.6
경기도,광주시,여자,'18상,58.6
경기도,광주시,여자,'18하,55.9
경기도,광주시,여자,'19상,54.1
경기도,광주시,여자,'19하,54.4
경기도,광주시,여자,'20상,52.8
경기도,광주시,여자,'20하,56.9
경기도,광주시,여자,'21상,56.0
경기도,광주시,여자,'21하,57.6
경기도,광주시,여자,'22상,58.2
경기도,양주시,계,'18상,62.7
경기도,양주시,계,'18하,63.7
경기도,양주시,계,'19상,64.3
경기도,양주시,계,'19하,64.5
경기도,양주시,계,'20상,62.1
경기도,양주시,계,'20하,61.5
경기도,양주시,계,'21상,63.5
경기도,양주시,계,'21하,64.5
경기도,양주시,계,'22상,65.1
경기도,양주시,남자,'18상,74.6
경기도,양주시,남자,'18하,75.5
경기도,양주시,남자,'19상,77.7
경기도,양주시,남자,'19하,76.9
경기도,양주시,남자,'20상,74.1
경기도,양주시,남자,'20하,71.9
경기도,양주시,남자,'21상,75.4
경기도,양주시,남자,'21하,74.6
경기도,양주시,남자,'22상,76.8
경기도,양주시,여자,'18상,50.3
경기도,양주시,여자,'18하,51.4
경기도,양주시,여자,'19상,50.1
경기도,양주시,여자,'19하,51.4
경기도,양주시,여자,'20상,49.3
경기도,양주시,여자,'20하,50.5
경기도,양주시,여자,'21상,50.7
경기도,양주시,여자,'21하,53.9
경기도,양주시,여자,'22상,52.7
경기도,포천시,계,'18상,70.3
경기도,포천시,계,'18하,70.6
경기도,포천시,계,'19상,67.7
경기도,포천시,계,'19하,70.9
경기도,포천시,계,'20상,65.2
경기도,포천시,계,'20하,66.8
경기도,포천시,계,'21상,67.8
경기도,포천시,계,'21하,68.4
경기도,포천시,계,'22상,70.1
경기도,포천시,남자,'18상,78.7
경기도,포천시,남자,'18하,80.0
경기도,포천시,남자,'19상,75.8
경기도,포천시,남자,'19하,78.5
경기도,포천시,남자,'20상,72.6
경기도,포천시,남자,'20하,74.7
경기도,포천시,남자,'21상,74.6
경기도,포천시,남자,'21하,75.6
경기도,포천시,남자,'22상,77.3
경기도,포천시,여자,'18상,60.0
경기도,포천시,여자,'18하,59.1
경기도,포천시,여자,'19상,57.8
경기도,포천시,여자,'19하,61.5
경기도,포천시,여자,'20상,56.1
경기도,포천시,여자,'20하,57.0
경기도,포천시,여자,'21상,59.4
경기도,포천시,여자,'21하,59.6
경기도,포천시,여자,'22상,61.3
경기도,여주시,계,'18상,67.5
경기도,여주시,계,'18하,67.2
경기도,여주시,계,'19상,67.2
경기도,여주시,계,'19하,68.7
경기도,여주시,계,'20상,68.1
경기도,여주시,계,'20하,69.8
경기도,여주시,계,'21상,69.7
경기도,여주시,계,'21하,70.8
경기도,여주시,계,'22상,71.2
경기도,여주시,남자,'18상,79.7
경기도,여주시,남자,'18하,78.4
경기도,여주시,남자,'19상,80.3
경기도,여주시,남자,'19하,81.3
경기도,여주시,남자,'20상,80.3
경기도,여주시,남자,'20하,80.2
경기도,여주시,남자,'21상,81.0
경기도,여주시,남자,'21하,80.6
경기도,여주시,남자,'22상,80.0
경기도,여주시,여자,'18상,54.5
경기도,여주시,여자,'18하,55.4
경기도,여주시,여자,'19상,53.1
경기도,여주시,여자,'19하,55.1
경기도,여주시,여자,'20상,54.9
경기도,여주시,여자,'20하,58.4
경기도,여주시,여자,'21상,57.4
경기도,여주시,여자,'21하,60.1
경기도,여주시,여자,'22상,61.8
경기도,연천군,계,'18상,67.1
경기도,연천군,계,'18하,70.5
경기도,연천군,계,'19상,67.8
경기도,연천군,계,'19하,70.7
경기도,연천군,계,'20상,69.9
경기도,연천군,계,'20하,71.0
경기도,연천군,계,'21상,71.2
경기도,연천군,계,'21하,70.9
경기도,연천군,계,'22상,72.1
경기도,연천군,남자,'18상,74.6
경기도,연천군,남자,'18하,79.3
경기도,연천군,남자,'19상,76.5
경기도,연천군,남자,'19하,78.1
경기도,연천군,남자,'20상,77.4
경기도,연천군,남자,'20하,77.6
경기도,연천군,남자,'21상,79.1
경기도,연천군,남자,'21하,77.3
경기도,연천군,남자,'22상,79.7
경기도,연천군,여자,'18상,58.8
경기도,연천군,여자,'18하,60.8
경기도,연천군,여자,'19상,58.0
경기도,연천군,여자,'19하,62.6
경기도,연천군,여자,'20상,61.6
경기도,연천군,여자,'20하,63.8
경기도,연천군,여자,'21상,62.2
경기도,연천군,여자,'21하,63.6
경기도,연천군,여자,'22상,64.2
경기도,가평군,계,'18상,68.4
경기도,가평군,계,'18하,68.1
경기도,가평군,계,'19상,68.9
경기도,가평군,계,'19하,69.0
경기도,가평군,계,'20상,70.9
경기도,가평군,계,'20하,68.8
경기도,가평군,계,'21상,70.8
경기도,가평군,계,'21하,70.5
경기도,가평군,계,'22상,70.5
경기도,가평군,남자,'18상,77.5
경기도,가평군,남자,'18하,75.5
경기도,가평군,남자,'19상,76.5
경기도,가평군,남자,'19하,77.2
경기도,가평군,남자,'20상,77.9
경기도,가평군,남자,'20하,75.0
경기도,가평군,남자,'21상,77.6
경기도,가평군,남자,'21하,76.7
경기도,가평군,남자,'22상,75.7
경기도,가평군,여자,'18상,59.2
경기도,가평군,여자,'18하,60.4
경기도,가평군,여자,'19상,61.0
경기도,가평군,여자,'19하,60.5
경기도,가평군,여자,'20상,63.6
경기도,가평군,여자,'20하,62.2
경기도,가평군,여자,'21상,63.5
경기도,가평군,여자,'21하,63.8
경기도,가평군,여자,'22상,65.1
경기도,양평군,계,'18상,66.7
경기도,양평군,계,'18하,67.7
경기도,양평군,계,'19상,68.2
경기도,양평군,계,'19하,68.5
경기도,양평군,계,'20상,64.8
경기도,양평군,계,'20하,65.7
경기도,양평군,계,'21상,66.3
경기도,양평군,계,'21하,66.5
경기도,양평군,계,'22상,69.0
경기도,양평군,남자,'18상,78.1
경기도,양평군,남자,'18하,77.5
경기도,양평군,남자,'19상,77.3
경기도,양평군,남자,'19하,78.2
경기도,양평군,남자,'20상,73.7
경기도,양평군,남자,'20하,75.2
경기도,양평군,남자,'21상,75.7
경기도,양평군,남자,'21하,75.3
경기도,양평군,남자,'22상,78.0
경기도,양평군,여자,'18상,55.4
경기도,양평군,여자,'18하,57.8
경기도,양평군,여자,'19상,59.1
경기도,양평군,여자,'19하,58.8
경기도,양평군,여자,'20상,56.0
경기도,양평군,여자,'20하,56.3
경기도,양평군,여자,'21상,57.0
경기도,양평군,여자,'21하,57.6
경기도,양평군,여자,'22상,60.1
강원도,춘천시,계,'18상,62.5
강원도,춘천시,계,'18하,64.2
강원도,춘천시,계,'19상,65.9
강원도,춘천시,계,'19하,64.9
강원도,춘천시,계,'20상,61.7
강원도,춘천시,계,'20하,64.8
강원도,춘천시,계,'21상,64.6
강원도,춘천시,계,'21하,66.1
강원도,춘천시,계,'22상,65.8
강원도,춘천시,남자,'18상,70.0
강원도,춘천시,남자,'18하,73.1
강원도,춘천시,남자,'19상,74.5
강원도,춘천시,남자,'19하,72.9
강원도,춘천시,남자,'20상,70.6
강원도,춘천시,남자,'20하,72.8
강원도,춘천시,남자,'21상,73.6
강원도,춘천시,남자,'21하,73.6
강원도,춘천시,남자,'22상,71.8
강원도,춘천시,여자,'18상,55.3
강원도,춘천시,여자,'18하,55.5
강원도,춘천시,여자,'19상,57.5
강원도,춘천시,여자,'19하,57.1
강원도,춘천시,여자,'20상,53.0
강원도,춘천시,여자,'20하,56.9
강원도,춘천시,여자,'21상,55.8
강원도,춘천시,여자,'21하,58.8
강원도,춘천시,여자,'22상,60.0
강원도,원주시,계,'18상,64.4
강원도,원주시,계,'18하,66.4
강원도,원주시,계,'19상,64.4
강원도,원주시,계,'19하,65.5
강원도,원주시,계,'20상,63.3
강원도,원주시,계,'20하,64.6
강원도,원주시,계,'21상,64.9
강원도,원주시,계,'21하,65.5
강원도,원주시,계,'22상,65.2
강원도,원주시,남자,'18상,72.5
강원도,원주시,남자,'18하,74.4
강원도,원주시,남자,'19상,72.7
강원도,원주시,남자,'19하,73.4
강원도,원주시,남자,'20상,72.0
강원도,원주시,남자,'20하,72.3
강원도,원주시,남자,'21상,72.8
강원도,원주시,남자,'21하,73.1
강원도,원주시,남자,'22상,71.8
강원도,원주시,여자,'18상,56.3
강원도,원주시,여자,'18하,58.3
강원도,원주시,여자,'19상,56.0
강원도,원주시,여자,'19하,57.7
강원도,원주시,여자,'20상,54.6
강원도,원주시,여자,'20하,56.9
강원도,원주시,여자,'21상,57.1
강원도,원주시,여자,'21하,57.8
강원도,원주시,여자,'22상,58.6
강원도,강릉시,계,'18상,64.8
강원도,강릉시,계,'18하,64.4
강원도,강릉시,계,'19상,66.2
강원도,강릉시,계,'19하,65.7
강원도,강릉시,계,'20상,62.9
강원도,강릉시,계,'20하,64.1
강원도,강릉시,계,'21상,64.5
강원도,강릉시,계,'21하,67.2
강원도,강릉시,계,'22상,68.2
강원도,강릉시,남자,'18상,71.4
강원도,강릉시,남자,'18하,72.3
강원도,강릉시,남자,'19상,72.6
강원도,강릉시,남자,'19하,72.8
강원도,강릉시,남자,'20상,69.6
강원도,강릉시,남자,'20하,70.4
강원도,강릉시,남자,'21상,70.8
강원도,강릉시,남자,'21하,73.2
강원도,강릉시,남자,'22상,74.9
강원도,강릉시,여자,'18상,57.9
강원도,강릉시,여자,'18하,56.3
강원도,강릉시,여자,'19상,59.4
강원도,강릉시,여자,'19하,58.2
강원도,강릉시,여자,'20상,55.9
강원도,강릉시,여자,'20하,57.5
강원도,강릉시,여자,'21상,57.7
강원도,강릉시,여자,'21하,60.9
강원도,강릉시,여자,'22상,61.1
강원도,동해시,계,'18상,64.7
강원도,동해시,계,'18하,67.5
강원도,동해시,계,'19상,64.2
강원도,동해시,계,'19하,62.9
강원도,동해시,계,'20상,63.3
강원도,동해시,계,'20하,63.7
강원도,동해시,계,'21상,64.3
강원도,동해시,계,'21하,67.0
강원도,동해시,계,'22상,65.9
강원도,동해시,남자,'18상,73.3
강원도,동해시,남자,'18하,76.9
강원도,동해시,남자,'19상,73.1
강원도,동해시,남자,'19하,71.9
강원도,동해시,남자,'20상,71.6
강원도,동해시,남자,'20하,71.8
강원도,동해시,남자,'21상,73.7
강원도,동해시,남자,'21하,75.3
강원도,동해시,남자,'22상,74.6
강원도,동해시,여자,'18상,55.9
강원도,동해시,여자,'18하,57.9
강원도,동해시,여자,'19상,55.0
강원도,동해시,여자,'19하,53.4
강원도,동해시,여자,'20상,54.6
강원도,동해시,여자,'20하,55.3
강원도,동해시,여자,'21상,54.3
강원도,동해시,여자,'21하,58.2
강원도,동해시,여자,'22상,57.0
강원도,태백시,계,'18상,65.5
강원도,태백시,계,'18하,66.2
강원도,태백시,계,'19상,67.2
강원도,태백시,계,'19하,68.0
강원도,태백시,계,'20상,66.5
강원도,태백시,계,'20하,65.9
강원도,태백시,계,'21상,67.4
강원도,태백시,계,'21하,67.9
강원도,태백시,계,'22상,68.9
강원도,태백시,남자,'18상,77.1
강원도,태백시,남자,'18하,75.3
강원도,태백시,남자,'19상,76.4
강원도,태백시,남자,'19하,77.3
강원도,태백시,남자,'20상,74.5
강원도,태백시,남자,'20하,74.2
강원도,태백시,남자,'21상,75.1
강원도,태백시,남자,'21하,77.4
강원도,태백시,남자,'22상,76.8
강원도,태백시,여자,'18상,53.0
강원도,태백시,여자,'18하,56.4
강원도,태백시,여자,'19상,57.2
강원도,태백시,여자,'19하,57.8
강원도,태백시,여자,'20상,57.6
강원도,태백시,여자,'20하,56.7
강원도,태백시,여자,'21상,58.8
강원도,태백시,여자,'21하,57.5
강원도,태백시,여자,'22상,60.2
강원도,속초시,계,'18상,65.6
강원도,속초시,계,'18하,67.0
강원도,속초시,계,'19상,68.6
강원도,속초시,계,'19하,70.3
강원도,속초시,계,'20상,69.5
강원도,속초시,계,'20하,69.9
강원도,속초시,계,'21상,68.0
강원도,속초시,계,'21하,68.6
강원도,속초시,계,'22상,69.9
강원도,속초시,남자,'18상,73.8
강원도,속초시,남자,'18하,73.8
강원도,속초시,남자,'19상,75.6
강원도,속초시,남자,'19하,77.7
강원도,속초시,남자,'20상,76.9
강원도,속초시,남자,'20하,77.0
강원도,속초시,남자,'21상,75.3
강원도,속초시,남자,'21하,75.1
강원도,속초시,남자,'22상,75.1
강원도,속초시,여자,'18상,57.5
강원도,속초시,여자,'18하,60.4
강원도,속초시,여자,'19상,61.6
강원도,속초시,여자,'19하,63.0
강원도,속초시,여자,'20상,62.2
강원도,속초시,여자,'20하,63.0
강원도,속초시,여자,'21상,60.7
강원도,속초시,여자,'21하,62.1
강원도,속초시,여자,'22상,64.7
강원도,삼척시,계,'18상,59.0
강원도,삼척시,계,'18하,61.1
강원도,삼척시,계,'19상,60.0
강원도,삼척시,계,'19하,60.8
강원도,삼척시,계,'20상,61.9
강원도,삼척시,계,'20하,62.8
강원도,삼척시,계,'21상,62.0
강원도,삼척시,계,'21하,63.4
강원도,삼척시,계,'22상,63.0
강원도,삼척시,남자,'18상,65.0
강원도,삼척시,남자,'18하,66.7
강원도,삼척시,남자,'19상,65.6
강원도,삼척시,남자,'19하,67.5
강원도,삼척시,남자,'20상,68.3
강원도,삼척시,남자,'20하,68.9
강원도,삼척시,남자,'21상,68.6
강원도,삼척시,남자,'21하,70.0
강원도,삼척시,남자,'22상,68.9
강원도,삼척시,여자,'18상,52.1
강원도,삼척시,여자,'18하,54.5
강원도,삼척시,여자,'19상,53.4
강원도,삼척시,여자,'19하,52.8
강원도,삼척시,여자,'20상,54.2
강원도,삼척시,여자,'20하,55.5
강원도,삼척시,여자,'21상,54.2
강원도,삼척시,여자,'21하,55.4
강원도,삼척시,여자,'22상,55.9
강원도,홍천군,계,'18상,69.9
강원도,홍천군,계,'18하,72.1
강원도,홍천군,계,'19상,71.6
강원도,홍천군,계,'19하,72.8
강원도,홍천군,계,'20상,72.9
강원도,홍천군,계,'20하,73.0
강원도,홍천군,계,'21상,74.7
강원도,홍천군,계,'21하,74.8
강원도,홍천군,계,'22상,76.6
강원도,홍천군,남자,'18상,78.5
강원도,홍천군,남자,'18하,79.6
강원도,홍천군,남자,'19상,79.2
강원도,홍천군,남자,'19하,79.8
강원도,홍천군,남자,'20상,80.8
강원도,홍천군,남자,'20하,80.7
강원도,홍천군,남자,'21상,82.3
강원도,홍천군,남자,'21하,81.4
강원도,홍천군,남자,'22상,83.4
강원도,홍천군,여자,'18상,61.3
강원도,홍천군,여자,'18하,64.4
강원도,홍천군,여자,'19상,63.8
강원도,홍천군,여자,'19하,65.5
강원도,홍천군,여자,'20상,64.7
강원도,홍천군,여자,'20하,64.9
강원도,홍천군,여자,'21상,66.7
강원도,홍천군,여자,'21하,67.9
강원도,홍천군,여자,'22상,69.8
강원도,횡성군,계,'18상,73.3
강원도,횡성군,계,'18하,72.9
강원도,횡성군,계,'19상,73.3
강원도,횡성군,계,'19하,73.7
강원도,횡성군,계,'20상,71.2
강원도,횡성군,계,'20하,73.5
강원도,횡성군,계,'21상,70.7
강원도,횡성군,계,'21하,71.1
강원도,횡성군,계,'22상,72.1
강원도,횡성군,남자,'18상,78.5
강원도,횡성군,남자,'18하,79.7
강원도,횡성군,남자,'19상,78.7
강원도,횡성군,남자,'19하,78.8
강원도,횡성군,남자,'20상,77.2
강원도,횡성군,남자,'20하,78.1
강원도,횡성군,남자,'21상,76.7
강원도,횡성군,남자,'21하,77.8
강원도,횡성군,남자,'22상,78.3
강원도,횡성군,여자,'18상,67.7
강원도,횡성군,여자,'18하,65.6
강원도,횡성군,여자,'19상,67.4
강원도,횡성군,여자,'19하,68.3
강원도,횡성군,여자,'20상,64.8
강원도,횡성군,여자,'20하,68.5
강원도,횡성군,여자,'21상,64.1
강원도,횡성군,여자,'21하,63.8
강원도,횡성군,여자,'22상,65.4
강원도,영월군,계,'18상,71.1
강원도,영월군,계,'18하,73.6
강원도,영월군,계,'19상,72.9
강원도,영월군,계,'19하,73.2
강원도,영월군,계,'20상,71.0
강원도,영월군,계,'20하,71.5
강원도,영월군,계,'21상,71.0
강원도,영월군,계,'21하,70.3
강원도,영월군,계,'22상,71.7
강원도,영월군,남자,'18상,77.9
강원도,영월군,남자,'18하,76.9
강원도,영월군,남자,'19상,75.2
강원도,영월군,남자,'19하,77.2
강원도,영월군,남자,'20상,75.1
강원도,영월군,남자,'20하,75.4
강원도,영월군,남자,'21상,75.5
강원도,영월군,남자,'21하,72.5
강원도,영월군,남자,'22상,76.0
강원도,영월군,여자,'18상,63.2
강원도,영월군,여자,'18하,69.7
강원도,영월군,여자,'19상,70.2
강원도,영월군,여자,'19하,68.5
강원도,영월군,여자,'20상,66.1
강원도,영월군,여자,'20하,67.0
강원도,영월군,여자,'21상,65.8
강원도,영월군,여자,'21하,67.7
강원도,영월군,여자,'22상,66.7
강원도,평창군,계,'18상,75.2
강원도,평창군,계,'18하,75.7
강원도,평창군,계,'19상,76.4
강원도,평창군,계,'19하,75.4
강원도,평창군,계,'20상,74.8
강원도,평창군,계,'20하,77.1
강원도,평창군,계,'21상,77.1
강원도,평창군,계,'21하,78.8
강원도,평창군,계,'22상,79.0
강원도,평창군,남자,'18상,81.8
강원도,평창군,남자,'18하,82.2
강원도,평창군,남자,'19상,82.3
강원도,평창군,남자,'19하,80.7
강원도,평창군,남자,'20상,80.4
강원도,평창군,남자,'20하,82.3
강원도,평창군,남자,'21상,81.8
강원도,평창군,남자,'21하,82.5
강원도,평창군,남자,'22상,83.8
강원도,평창군,여자,'18상,67.7
강원도,평창군,여자,'18하,68.2
강원도,평창군,여자,'19상,69.6
강원도,평창군,여자,'19하,69.2
강원도,평창군,여자,'20상,68.3
강원도,평창군,여자,'20하,71.0
강원도,평창군,여자,'21상,71.4
강원도,평창군,여자,'21하,74.4
강원도,평창군,여자,'22상,73.2
강원도,정선군,계,'18상,73.0
강원도,정선군,계,'18하,75.4
강원도,정선군,계,'19상,77.1
강원도,정선군,계,'19하,77.0
강원도,정선군,계,'20상,75.1
강원도,정선군,계,'20하,76.3
강원도,정선군,계,'21상,74.6
강원도,정선군,계,'21하,76.4
강원도,정선군,계,'22상,75.6
강원도,정선군,남자,'18상,79.6
강원도,정선군,남자,'18하,82.0
강원도,정선군,남자,'19상,80.7
강원도,정선군,남자,'19하,82.5
강원도,정선군,남자,'20상,81.3
강원도,정선군,남자,'20하,83.3
강원도,정선군,남자,'21상,80.8
강원도,정선군,남자,'21하,81.5
강원도,정선군,남자,'22상,82.2
강원도,정선군,여자,'18상,64.8
강원도,정선군,여자,'18하,67.2
강원도,정선군,여자,'19상,72.7
강원도,정선군,여자,'19하,70.2
강원도,정선군,여자,'20상,67.5
강원도,정선군,여자,'20하,67.7
강원도,정선군,여자,'21상,66.9
강원도,정선군,여자,'21하,70.2
강원도,정선군,여자,'22상,67.4
강원도,철원군,계,'18상,68.3
강원도,철원군,계,'18하,71.3
강원도,철원군,계,'19상,71.5
강원도,철원군,계,'19하,72.0
강원도,철원군,계,'20상,67.7
강원도,철원군,계,'20하,68.0
강원도,철원군,계,'21상,67.3
강원도,철원군,계,'21하,69.3
강원도,철원군,계,'22상,70.4
강원도,철원군,남자,'18상,81.4
강원도,철원군,남자,'18하,83.9
강원도,철원군,남자,'19상,82.1
강원도,철원군,남자,'19하,83.3
강원도,철원군,남자,'20상,78.3
강원도,철원군,남자,'20하,80.3
강원도,철원군,남자,'21상,79.0
강원도,철원군,남자,'21하,81.1
강원도,철원군,남자,'22상,82.0
강원도,철원군,여자,'18상,54.9
강원도,철원군,여자,'18하,58.3
강원도,철원군,여자,'19상,60.6
강원도,철원군,여자,'19하,60.3
강원도,철원군,여자,'20상,57.0
강원도,철원군,여자,'20하,55.7
강원도,철원군,여자,'21상,55.4
강원도,철원군,여자,'21하,57.4
강원도,철원군,여자,'22상,59.0
강원도,화천군,계,'18상,71.6
강원도,화천군,계,'18하,69.9
강원도,화천군,계,'19상,70.6
강원도,화천군,계,'19하,70.2
강원도,화천군,계,'20상,68.9
강원도,화천군,계,'20하,68.6
강원도,화천군,계,'21상,69.5
강원도,화천군,계,'21하,71.3
강원도,화천군,계,'22상,73.9
강원도,화천군,남자,'18상,81.9
강원도,화천군,남자,'18하,81.5
강원도,화천군,남자,'19상,83.9
강원도,화천군,남자,'19하,84.5
강원도,화천군,남자,'20상,82.6
강원도,화천군,남자,'20하,80.3
강원도,화천군,남자,'21상,80.7
강원도,화천군,남자,'21하,82.9
강원도,화천군,남자,'22상,84.8
강원도,화천군,여자,'18상,61.5
강원도,화천군,여자,'18하,59.0
강원도,화천군,여자,'19상,57.9
강원도,화천군,여자,'19하,56.9
강원도,화천군,여자,'20상,56.1
강원도,화천군,여자,'20하,57.6
강원도,화천군,여자,'21상,58.6
강원도,화천군,여자,'21하,60.2
강원도,화천군,여자,'22상,62.9
강원도,양구군,계,'18상,69.2
강원도,양구군,계,'18하,71.3
강원도,양구군,계,'19상,71.2
강원도,양구군,계,'19하,72.4
강원도,양구군,계,'20상,70.3
강원도,양구군,계,'20하,73.5
강원도,양구군,계,'21상,74.1
강원도,양구군,계,'21하,75.2
강원도,양구군,계,'22상,74.4
강원도,양구군,남자,'18상,75.3
강원도,양구군,남자,'18하,79.9
강원도,양구군,남자,'19상,80.5
강원도,양구군,남자,'19하,79.7
강원도,양구군,남자,'20상,77.8
강원도,양구군,남자,'20하,80.4
강원도,양구군,남자,'21상,82.1
강원도,양구군,남자,'21하,83.8
강원도,양구군,남자,'22상,81.4
강원도,양구군,여자,'18상,62.8
강원도,양구군,여자,'18하,62.3
강원도,양구군,여자,'19상,61.6
강원도,양구군,여자,'19하,64.8
강원도,양구군,여자,'20상,62.8
강원도,양구군,여자,'20하,66.5
강원도,양구군,여자,'21상,65.8
강원도,양구군,여자,'21하,66.4
강원도,양구군,여자,'22상,67.5
강원도,인제군,계,'18상,73.5
강원도,인제군,계,'18하,73.3
강원도,인제군,계,'19상,75.6
강원도,인제군,계,'19하,76.0
강원도,인제군,계,'20상,75.3
강원도,인제군,계,'20하,74.4
강원도,인제군,계,'21상,75.7
강원도,인제군,계,'21하,74.9
강원도,인제군,계,'22상,74.5
강원도,인제군,남자,'18상,82.9
강원도,인제군,남자,'18하,81.5
강원도,인제군,남자,'19상,84.8
강원도,인제군,남자,'19하,85.1
강원도,인제군,남자,'20상,82.4
강원도,인제군,남자,'20하,84.6
강원도,인제군,남자,'21상,85.9
강원도,인제군,남자,'21하,84.3
강원도,인제군,남자,'22상,82.2
강원도,인제군,여자,'18상,64.3
강원도,인제군,여자,'18하,65.2
강원도,인제군,여자,'19상,66.3
강원도,인제군,여자,'19하,66.8
강원도,인제군,여자,'20상,68.1
강원도,인제군,여자,'20하,64.0
강원도,인제군,여자,'21상,65.1
강원도,인제군,여자,'21하,65.0
강원도,인제군,여자,'22상,66.4
강원도,고성군,계,'18상,64.2
강원도,고성군,계,'18하,69.8
강원도,고성군,계,'19상,69.2
강원도,고성군,계,'19하,66.8
강원도,고성군,계,'20상,66.6
강원도,고성군,계,'20하,70.0
강원도,고성군,계,'21상,68.8
강원도,고성군,계,'21하,72.9
강원도,고성군,계,'22상,74.1
강원도,고성군,남자,'18상,66.5
강원도,고성군,남자,'18하,75.7
강원도,고성군,남자,'19상,73.8
강원도,고성군,남자,'19하,70.7
강원도,고성군,남자,'20상,70.9
강원도,고성군,남자,'20하,75.3
강원도,고성군,남자,'21상,76.5
강원도,고성군,남자,'21하,78.7
강원도,고성군,남자,'22상,79.3
강원도,고성군,여자,'18상,61.3
강원도,고성군,여자,'18하,62.5
강원도,고성군,여자,'19상,63.5
강원도,고성군,여자,'19하,62.0
강원도,고성군,여자,'20상,61.4
강원도,고성군,여자,'20하,63.6
강원도,고성군,여자,'21상,59.4
강원도,고성군,여자,'21하,66.0
강원도,고성군,여자,'22상,67.9
강원도,양양군,계,'18상,69.0
강원도,양양군,계,'18하,70.2
강원도,양양군,계,'19상,70.9
강원도,양양군,계,'19하,72.3
강원도,양양군,계,'20상,71.1
강원도,양양군,계,'20하,73.1
강원도,양양군,계,'21상,73.6
강원도,양양군,계,'21하,78.0
강원도,양양군,계,'22상,78.0
강원도,양양군,남자,'18상,78.5
강원도,양양군,남자,'18하,78.7
강원도,양양군,남자,'19상,79.5
강원도,양양군,남자,'19하,80.2
강원도,양양군,남자,'20상,76.5
강원도,양양군,남자,'20하,78.9
강원도,양양군,남자,'21상,79.8
강원도,양양군,남자,'21하,83.5
강원도,양양군,남자,'22상,84.0
강원도,양양군,여자,'18상,58.4
강원도,양양군,여자,'18하,60.6
강원도,양양군,여자,'19상,61.4
강원도,양양군,여자,'19하,63.5
강원도,양양군,여자,'20상,64.9
강원도,양양군,여자,'20하,66.6
강원도,양양군,여자,'21상,66.5
강원도,양양군,여자,'21하,71.7
강원도,양양군,여자,'22상,71.2
충청북도,청주시,계,'18상,65.8
충청북도,청주시,계,'18하,65.5
충청북도,청주시,계,'19상,65.5
충청북도,청주시,계,'19하,65.6
충청북도,청주시,계,'20상,64.7
충청북도,청주시,계,'20하,65.9
충청북도,청주시,계,'21상,66.1
충청북도,청주시,계,'21하,67.4
충청북도,청주시,계,'22상,68.5
