기준년,시도,행정구역,직종_중분류,신규구인인원,신규구직건수,취업건수,구인배율
22년,전라북도,익산시,식품가공·생산직,520,475,203,1.0947368421052632
22년,전라북도,익산시,인쇄·목재·공예 및 기타 설치·정비·생산직,144,444,147,0.32432432432432434
22년,전라북도,익산시,제조 단순직,4762,3853,1937,1.2359200622891253
22년,전라북도,익산시,농림어업직,1035,439,525,2.357630979498861
22년,전라북도,정읍시,관리직(임원·부서장),91,144,53,0.6319444444444444
22년,전라북도,정읍시,경영·행정·사무직,756,1731,607,0.43674176776429807
22년,전라북도,정읍시,금융·보험직,10,35,6,0.2857142857142857
22년,전라북도,정읍시,인문·사회과학 연구직,0,1,0,0.0
22년,전라북도,정읍시,자연·생명과학 연구직,19,17,4,1.1176470588235294
22년,전라북도,정읍시,정보통신 연구개발직 및 공학기술직,87,89,18,0.9775280898876404
22년,전라북도,정읍시,건설·채굴 연구개발직 및 공학기술직,83,106,30,0.7830188679245284
22년,전라북도,정읍시,제조 연구개발직 및 공학기술직,152,188,70,0.8085106382978723
22년,전라북도,정읍시,교육직,52,139,50,0.37410071942446044
22년,전라북도,정읍시,법률직,0,16,4,0.0
22년,전라북도,정읍시,사회복지·종교직,382,549,272,0.6958105646630237
22년,전라북도,정읍시,경찰·소방·교도직,0,13,3,0.0
22년,전라북도,정읍시,군인,0,4,1,0.0
22년,전라북도,정읍시,보건·의료직,449,568,217,0.7904929577464789
22년,전라북도,정읍시,예술·디자인·방송직,23,170,41,0.13529411764705881
22년,전라북도,정읍시,스포츠·레크리에이션직,17,23,7,0.7391304347826086
22년,전라북도,정읍시,미용·예식 서비스직,4,134,36,0.029850746268656716
22년,전라북도,정읍시,여행·숙박·오락 서비스직,9,22,12,0.4090909090909091
22년,전라북도,정읍시,음식 서비스직,219,351,127,0.6239316239316239
22년,전라북도,정읍시,경호·경비직,22,166,69,0.13253012048192772
22년,전라북도,정읍시,돌봄 서비스직(간병·육아),302,667,214,0.4527736131934033
22년,전라북도,정읍시,청소 및 기타 개인서비스직,75,391,207,0.1918158567774936
22년,전라북도,정읍시,영업·판매직,207,220,49,0.9409090909090909
22년,전라북도,정읍시,운전·운송직,180,437,155,0.41189931350114417
22년,전라북도,정읍시,건설·채굴직,158,378,70,0.41798941798941797
22년,전라북도,정읍시,기계 설치·정비·생산직,180,228,82,0.7894736842105263
22년,전라북도,정읍시,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),292,134,49,2.1791044776119404
22년,전라북도,정읍시,전기·전자 설치·정비·생산직,171,316,112,0.5411392405063291
22년,전라북도,정읍시,정보통신 설치·정비직,81,23,9,3.5217391304347827
22년,전라북도,정읍시,화학·환경 설치·정비·생산직,448,47,22,9.53191489361702
22년,전라북도,정읍시,섬유·의복 생산직,23,11,1,2.090909090909091
22년,전라북도,정읍시,식품가공·생산직,212,91,64,2.32967032967033
22년,전라북도,정읍시,인쇄·목재·공예 및 기타 설치·정비·생산직,56,122,30,0.45901639344262296
22년,전라북도,정읍시,제조 단순직,1442,858,403,1.6806526806526807
22년,전라북도,정읍시,농림어업직,378,257,112,1.4708171206225682
22년,전라북도,남원시,관리직(임원·부서장),42,118,39,0.3559322033898305
22년,전라북도,남원시,경영·행정·사무직,584,1213,490,0.4814509480626546
22년,전라북도,남원시,금융·보험직,4,25,5,0.16
22년,전라북도,남원시,인문·사회과학 연구직,1,5,2,0.2
22년,전라북도,남원시,자연·생명과학 연구직,1,8,5,0.125
22년,전라북도,남원시,정보통신 연구개발직 및 공학기술직,0,48,14,0.0
22년,전라북도,남원시,건설·채굴 연구개발직 및 공학기술직,75,56,27,1.3392857142857142
22년,전라북도,남원시,제조 연구개발직 및 공학기술직,51,102,36,0.5
22년,전라북도,남원시,교육직,36,143,44,0.2517482517482518
22년,전라북도,남원시,법률직,0,6,3,0.0
22년,전라북도,남원시,사회복지·종교직,439,635,353,0.6913385826771653
22년,전라북도,남원시,경찰·소방·교도직,0,25,2,0.0
22년,전라북도,남원시,군인,0,2,0,0.0
22년,전라북도,남원시,보건·의료직,202,371,139,0.5444743935309974
22년,전라북도,남원시,예술·디자인·방송직,14,136,40,0.10294117647058823
22년,전라북도,남원시,스포츠·레크리에이션직,47,32,22,1.46875
22년,전라북도,남원시,미용·예식 서비스직,5,100,16,0.05
22년,전라북도,남원시,여행·숙박·오락 서비스직,10,41,12,0.24390243902439024
22년,전라북도,남원시,음식 서비스직,74,257,84,0.28793774319066145
22년,전라북도,남원시,경호·경비직,7,129,58,0.05426356589147287
22년,전라북도,남원시,돌봄 서비스직(간병·육아),150,322,128,0.4658385093167702
22년,전라북도,남원시,청소 및 기타 개인서비스직,336,311,142,1.0803858520900322
22년,전라북도,남원시,영업·판매직,107,179,57,0.5977653631284916
22년,전라북도,남원시,운전·운송직,91,265,111,0.3433962264150943
22년,전라북도,남원시,건설·채굴직,123,312,72,0.3942307692307692
22년,전라북도,남원시,기계 설치·정비·생산직,139,131,62,1.0610687022900764
22년,전라북도,남원시,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),62,57,23,1.087719298245614
22년,전라북도,남원시,전기·전자 설치·정비·생산직,41,126,30,0.3253968253968254
22년,전라북도,남원시,정보통신 설치·정비직,4,12,4,0.3333333333333333
22년,전라북도,남원시,화학·환경 설치·정비·생산직,32,21,10,1.5238095238095237
22년,전라북도,남원시,섬유·의복 생산직,3,7,1,0.42857142857142855
22년,전라북도,남원시,식품가공·생산직,76,111,34,0.6846846846846847
22년,전라북도,남원시,인쇄·목재·공예 및 기타 설치·정비·생산직,48,90,37,0.5333333333333333
22년,전라북도,남원시,제조 단순직,933,385,195,2.4233766233766234
22년,전라북도,남원시,농림어업직,175,309,166,0.5663430420711975
22년,전라북도,김제시,관리직(임원·부서장),57,113,38,0.504424778761062
22년,전라북도,김제시,경영·행정·사무직,1160,1078,387,1.0760667903525047
22년,전라북도,김제시,금융·보험직,26,32,7,0.8125
22년,전라북도,김제시,인문·사회과학 연구직,0,1,0,0.0
22년,전라북도,김제시,자연·생명과학 연구직,1,17,7,0.058823529411764705
22년,전라북도,김제시,정보통신 연구개발직 및 공학기술직,17,41,8,0.4146341463414634
22년,전라북도,김제시,건설·채굴 연구개발직 및 공학기술직,83,70,26,1.1857142857142857
22년,전라북도,김제시,제조 연구개발직 및 공학기술직,310,113,40,2.743362831858407
22년,전라북도,김제시,교육직,16,103,24,0.1553398058252427
22년,전라북도,김제시,법률직,0,9,1,0.0
22년,전라북도,김제시,사회복지·종교직,181,380,175,0.4763157894736842
22년,전라북도,김제시,경찰·소방·교도직,0,3,0,0.0
22년,전라북도,김제시,군인,0,2,1,0.0
22년,전라북도,김제시,보건·의료직,248,379,149,0.6543535620052771
22년,전라북도,김제시,예술·디자인·방송직,35,124,32,0.28225806451612906
22년,전라북도,김제시,스포츠·레크리에이션직,11,16,4,0.6875
22년,전라북도,김제시,미용·예식 서비스직,1,94,20,0.010638297872340425
22년,전라북도,김제시,여행·숙박·오락 서비스직,2,8,1,0.25
22년,전라북도,김제시,음식 서비스직,173,326,133,0.5306748466257669
22년,전라북도,김제시,경호·경비직,18,185,73,0.0972972972972973
22년,전라북도,김제시,돌봄 서비스직(간병·육아),206,280,123,0.7357142857142858
22년,전라북도,김제시,청소 및 기타 개인서비스직,89,578,447,0.15397923875432526
22년,전라북도,김제시,영업·판매직,271,159,46,1.7044025157232705
22년,전라북도,김제시,운전·운송직,386,402,164,0.9601990049751243
22년,전라북도,김제시,건설·채굴직,179,367,65,0.4877384196185286
22년,전라북도,김제시,기계 설치·정비·생산직,1393,258,84,5.39922480620155
22년,전라북도,김제시,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),1587,101,60,15.712871287128714
22년,전라북도,김제시,전기·전자 설치·정비·생산직,144,180,56,0.8
22년,전라북도,김제시,정보통신 설치·정비직,5,24,3,0.20833333333333334
22년,전라북도,김제시,화학·환경 설치·정비·생산직,241,38,15,6.342105263157895
22년,전라북도,김제시,섬유·의복 생산직,37,12,7,3.0833333333333335
22년,전라북도,김제시,식품가공·생산직,476,127,60,3.748031496062992
22년,전라북도,김제시,인쇄·목재·공예 및 기타 설치·정비·생산직,244,138,63,1.7681159420289856
22년,전라북도,김제시,제조 단순직,2324,712,326,3.264044943820225
22년,전라북도,김제시,농림어업직,640,263,89,2.4334600760456273
22년,전라북도,완주군,관리직(임원·부서장),84,197,53,0.4263959390862944
22년,전라북도,완주군,경영·행정·사무직,1040,1575,480,0.6603174603174603
22년,전라북도,완주군,금융·보험직,20,28,7,0.7142857142857143
22년,전라북도,완주군,인문·사회과학 연구직,0,2,0,0.0
22년,전라북도,완주군,자연·생명과학 연구직,27,31,7,0.8709677419354839
22년,전라북도,완주군,정보통신 연구개발직 및 공학기술직,27,89,20,0.30337078651685395
22년,전라북도,완주군,건설·채굴 연구개발직 및 공학기술직,196,95,46,2.0631578947368423
22년,전라북도,완주군,제조 연구개발직 및 공학기술직,281,197,67,1.4263959390862944
22년,전라북도,완주군,교육직,81,225,60,0.36
22년,전라북도,완주군,법률직,0,22,7,0.0
22년,전라북도,완주군,사회복지·종교직,520,755,327,0.6887417218543046
22년,전라북도,완주군,경찰·소방·교도직,0,14,0,0.0
22년,전라북도,완주군,군인,0,5,0,0.0
22년,전라북도,완주군,보건·의료직,204,662,231,0.3081570996978852
22년,전라북도,완주군,예술·디자인·방송직,108,250,63,0.432
22년,전라북도,완주군,스포츠·레크리에이션직,11,29,3,0.3793103448275862
22년,전라북도,완주군,미용·예식 서비스직,11,129,29,0.08527131782945736
22년,전라북도,완주군,여행·숙박·오락 서비스직,26,28,9,0.9285714285714286
22년,전라북도,완주군,음식 서비스직,320,427,117,0.7494145199063232
22년,전라북도,완주군,경호·경비직,54,191,58,0.28272251308900526
22년,전라북도,완주군,돌봄 서비스직(간병·육아),383,532,191,0.7199248120300752
22년,전라북도,완주군,청소 및 기타 개인서비스직,204,312,452,0.6538461538461539
22년,전라북도,완주군,영업·판매직,270,269,72,1.003717472118959
22년,전라북도,완주군,운전·운송직,531,480,172,1.10625
22년,전라북도,완주군,건설·채굴직,232,363,77,0.6391184573002755
22년,전라북도,완주군,기계 설치·정비·생산직,1129,374,183,3.018716577540107
22년,전라북도,완주군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),851,174,82,4.890804597701149
22년,전라북도,완주군,전기·전자 설치·정비·생산직,417,313,110,1.3322683706070289
22년,전라북도,완주군,정보통신 설치·정비직,37,24,10,1.5416666666666667
22년,전라북도,완주군,화학·환경 설치·정비·생산직,221,46,23,4.804347826086956
22년,전라북도,완주군,섬유·의복 생산직,46,34,7,1.3529411764705883
22년,전라북도,완주군,식품가공·생산직,114,132,37,0.8636363636363636
22년,전라북도,완주군,인쇄·목재·공예 및 기타 설치·정비·생산직,130,93,40,1.3978494623655915
22년,전라북도,완주군,제조 단순직,1833,832,372,2.203125
22년,전라북도,완주군,농림어업직,429,292,161,1.4691780821917808
22년,전라북도,진안군,관리직(임원·부서장),11,43,13,0.2558139534883721
22년,전라북도,진안군,경영·행정·사무직,197,341,104,0.5777126099706745
22년,전라북도,진안군,금융·보험직,1,5,0,0.2
22년,전라북도,진안군,자연·생명과학 연구직,2,9,1,0.2222222222222222
22년,전라북도,진안군,정보통신 연구개발직 및 공학기술직,0,13,1,0.0
22년,전라북도,진안군,건설·채굴 연구개발직 및 공학기술직,14,21,3,0.6666666666666666
22년,전라북도,진안군,제조 연구개발직 및 공학기술직,6,18,4,0.3333333333333333
22년,전라북도,진안군,교육직,21,33,14,0.6363636363636364
22년,전라북도,진안군,법률직,0,4,0,0.0
22년,전라북도,진안군,사회복지·종교직,116,127,86,0.9133858267716536
22년,전라북도,진안군,경찰·소방·교도직,0,6,0,0.0
22년,전라북도,진안군,보건·의료직,25,75,21,0.3333333333333333
22년,전라북도,진안군,예술·디자인·방송직,2,33,4,0.06060606060606061
22년,전라북도,진안군,스포츠·레크리에이션직,0,1,1,0.0
22년,전라북도,진안군,미용·예식 서비스직,4,11,1,0.36363636363636365
22년,전라북도,진안군,여행·숙박·오락 서비스직,9,18,10,0.5
22년,전라북도,진안군,음식 서비스직,91,182,52,0.5
22년,전라북도,진안군,경호·경비직,24,71,29,0.3380281690140845
22년,전라북도,진안군,돌봄 서비스직(간병·육아),148,115,32,1.2869565217391303
22년,전라북도,진안군,청소 및 기타 개인서비스직,114,223,98,0.5112107623318386
22년,전라북도,진안군,영업·판매직,27,72,24,0.375
22년,전라북도,진안군,운전·운송직,46,214,70,0.21495327102803738
22년,전라북도,진안군,건설·채굴직,27,181,50,0.14917127071823205
22년,전라북도,진안군,기계 설치·정비·생산직,21,45,18,0.4666666666666667
22년,전라북도,진안군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),19,28,16,0.6785714285714286
22년,전라북도,진안군,전기·전자 설치·정비·생산직,0,49,15,0.0
22년,전라북도,진안군,정보통신 설치·정비직,0,2,0,0.0
22년,전라북도,진안군,화학·환경 설치·정비·생산직,0,2,1,0.0
22년,전라북도,진안군,섬유·의복 생산직,0,2,1,0.0
22년,전라북도,진안군,식품가공·생산직,85,27,10,3.1481481481481484
22년,전라북도,진안군,인쇄·목재·공예 및 기타 설치·정비·생산직,12,28,6,0.42857142857142855
22년,전라북도,진안군,제조 단순직,162,185,105,0.8756756756756757
22년,전라북도,진안군,농림어업직,240,304,178,0.7894736842105263
22년,전라북도,무주군,관리직(임원·부서장),13,36,13,0.3611111111111111
22년,전라북도,무주군,경영·행정·사무직,160,310,123,0.5161290322580645
22년,전라북도,무주군,금융·보험직,4,6,1,0.6666666666666666
22년,전라북도,무주군,자연·생명과학 연구직,6,1,1,6.0
22년,전라북도,무주군,정보통신 연구개발직 및 공학기술직,6,13,3,0.46153846153846156
22년,전라북도,무주군,건설·채굴 연구개발직 및 공학기술직,26,19,3,1.368421052631579
22년,전라북도,무주군,제조 연구개발직 및 공학기술직,69,17,17,4.0588235294117645
22년,전라북도,무주군,교육직,33,41,15,0.8048780487804879
22년,전라북도,무주군,법률직,0,2,2,0.0
22년,전라북도,무주군,사회복지·종교직,119,134,61,0.8880597014925373
22년,전라북도,무주군,경찰·소방·교도직,0,0,0,0.0
22년,전라북도,무주군,보건·의료직,31,50,20,0.62
22년,전라북도,무주군,예술·디자인·방송직,20,26,13,0.7692307692307693
22년,전라북도,무주군,스포츠·레크리에이션직,31,2,0,15.5
22년,전라북도,무주군,미용·예식 서비스직,1,12,1,0.08333333333333333
22년,전라북도,무주군,여행·숙박·오락 서비스직,3,14,3,0.21428571428571427
22년,전라북도,무주군,음식 서비스직,209,221,73,0.9457013574660633
22년,전라북도,무주군,경호·경비직,500,37,22,13.513513513513514
22년,전라북도,무주군,돌봄 서비스직(간병·육아),111,110,42,1.009090909090909
22년,전라북도,무주군,청소 및 기타 개인서비스직,390,420,304,0.9285714285714286
22년,전라북도,무주군,영업·판매직,80,84,35,0.9523809523809523
22년,전라북도,무주군,운전·운송직,27,119,39,0.226890756302521
22년,전라북도,무주군,건설·채굴직,40,125,35,0.32
22년,전라북도,무주군,기계 설치·정비·생산직,4,23,7,0.17391304347826086
22년,전라북도,무주군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),5,7,2,0.7142857142857143
22년,전라북도,무주군,전기·전자 설치·정비·생산직,6,19,2,0.3157894736842105
22년,전라북도,무주군,정보통신 설치·정비직,1,3,1,0.3333333333333333
22년,전라북도,무주군,화학·환경 설치·정비·생산직,14,10,3,1.4
22년,전라북도,무주군,섬유·의복 생산직,0,1,0,0.0
22년,전라북도,무주군,식품가공·생산직,63,50,35,1.26
22년,전라북도,무주군,인쇄·목재·공예 및 기타 설치·정비·생산직,24,15,8,1.6
22년,전라북도,무주군,제조 단순직,61,61,26,1.0
22년,전라북도,무주군,농림어업직,276,207,154,1.3333333333333333
22년,전라북도,장수군,관리직(임원·부서장),34,28,28,1.2142857142857142
22년,전라북도,장수군,경영·행정·사무직,344,338,149,1.017751479289941
22년,전라북도,장수군,금융·보험직,0,3,3,0.0
22년,전라북도,장수군,인문·사회과학 연구직,0,1,0,0.0
22년,전라북도,장수군,자연·생명과학 연구직,9,0,2,0.0
22년,전라북도,장수군,정보통신 연구개발직 및 공학기술직,0,1,2,0.0
22년,전라북도,장수군,건설·채굴 연구개발직 및 공학기술직,10,16,7,0.625
22년,전라북도,장수군,제조 연구개발직 및 공학기술직,27,19,7,1.4210526315789473
22년,전라북도,장수군,교육직,5,28,8,0.17857142857142858
22년,전라북도,장수군,법률직,0,1,1,0.0
22년,전라북도,장수군,사회복지·종교직,151,117,34,1.2905982905982907
22년,전라북도,장수군,경찰·소방·교도직,0,1,0,0.0
22년,전라북도,장수군,군인,0,2,1,0.0
22년,전라북도,장수군,보건·의료직,91,67,41,1.3582089552238805
22년,전라북도,장수군,예술·디자인·방송직,12,17,6,0.7058823529411765
22년,전라북도,장수군,스포츠·레크리에이션직,4,8,0,0.5
22년,전라북도,장수군,미용·예식 서비스직,11,7,1,1.5714285714285714
22년,전라북도,장수군,여행·숙박·오락 서비스직,67,22,24,3.0454545454545454
22년,전라북도,장수군,음식 서비스직,95,142,63,0.6690140845070423
22년,전라북도,장수군,경호·경비직,24,89,58,0.2696629213483146
22년,전라북도,장수군,돌봄 서비스직(간병·육아),39,62,37,0.6290322580645161
22년,전라북도,장수군,청소 및 기타 개인서비스직,113,266,126,0.424812030075188
22년,전라북도,장수군,영업·판매직,27,44,20,0.6136363636363636
22년,전라북도,장수군,운전·운송직,70,85,37,0.8235294117647058
22년,전라북도,장수군,건설·채굴직,13,102,28,0.12745098039215685
22년,전라북도,장수군,기계 설치·정비·생산직,19,15,8,1.2666666666666666
22년,전라북도,장수군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),12,11,6,1.0909090909090908
22년,전라북도,장수군,전기·전자 설치·정비·생산직,9,32,6,0.28125
22년,전라북도,장수군,정보통신 설치·정비직,1,5,2,0.2
22년,전라북도,장수군,화학·환경 설치·정비·생산직,6,8,2,0.75
22년,전라북도,장수군,섬유·의복 생산직,5,3,5,1.6666666666666667
22년,전라북도,장수군,식품가공·생산직,190,147,130,1.2925170068027212
22년,전라북도,장수군,인쇄·목재·공예 및 기타 설치·정비·생산직,12,6,4,2.0
22년,전라북도,장수군,제조 단순직,83,165,79,0.503030303030303
22년,전라북도,장수군,농림어업직,192,240,174,0.8
22년,전라북도,임실군,관리직(임원·부서장),9,61,13,0.14754098360655737
22년,전라북도,임실군,경영·행정·사무직,232,289,136,0.8027681660899654
22년,전라북도,임실군,금융·보험직,2,10,1,0.2
22년,전라북도,임실군,자연·생명과학 연구직,6,2,3,3.0
22년,전라북도,임실군,정보통신 연구개발직 및 공학기술직,0,26,4,0.0
22년,전라북도,임실군,건설·채굴 연구개발직 및 공학기술직,34,25,6,1.36
22년,전라북도,임실군,제조 연구개발직 및 공학기술직,14,29,5,0.4827586206896552
22년,전라북도,임실군,교육직,8,23,2,0.34782608695652173
22년,전라북도,임실군,법률직,1,0,1,0.0
22년,전라북도,임실군,사회복지·종교직,150,129,50,1.1627906976744187
22년,전라북도,임실군,경찰·소방·교도직,0,0,1,0.0
22년,전라북도,임실군,군인,0,3,1,0.0
22년,전라북도,임실군,보건·의료직,76,64,19,1.1875
22년,전라북도,임실군,예술·디자인·방송직,7,15,0,0.4666666666666667
22년,전라북도,임실군,스포츠·레크리에이션직,12,12,0,1.0
22년,전라북도,임실군,미용·예식 서비스직,10,17,5,0.5882352941176471
22년,전라북도,임실군,여행·숙박·오락 서비스직,15,19,9,0.7894736842105263
22년,전라북도,임실군,음식 서비스직,270,193,85,1.3989637305699483
22년,전라북도,임실군,경호·경비직,30,55,21,0.5454545454545454
22년,전라북도,임실군,돌봄 서비스직(간병·육아),128,125,55,1.024
22년,전라북도,임실군,청소 및 기타 개인서비스직,124,158,78,0.7848101265822784
22년,전라북도,임실군,영업·판매직,123,96,64,1.28125
22년,전라북도,임실군,운전·운송직,16,126,32,0.12698412698412698
22년,전라북도,임실군,건설·채굴직,47,118,30,0.3983050847457627
22년,전라북도,임실군,기계 설치·정비·생산직,24,51,18,0.47058823529411764
22년,전라북도,임실군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),38,17,5,2.235294117647059
22년,전라북도,임실군,전기·전자 설치·정비·생산직,7,23,9,0.30434782608695654
22년,전라북도,임실군,정보통신 설치·정비직,1,2,2,0.5
22년,전라북도,임실군,화학·환경 설치·정비·생산직,2,2,0,1.0
22년,전라북도,임실군,섬유·의복 생산직,0,3,0,0.0
22년,전라북도,임실군,식품가공·생산직,98,53,15,1.849056603773585
22년,전라북도,임실군,인쇄·목재·공예 및 기타 설치·정비·생산직,51,20,6,2.55
22년,전라북도,임실군,제조 단순직,305,129,58,2.364341085271318
22년,전라북도,임실군,농림어업직,85,120,42,0.7083333333333334
22년,전라북도,순창군,관리직(임원·부서장),29,38,13,0.7631578947368421
22년,전라북도,순창군,경영·행정·사무직,298,403,173,0.739454094292804
22년,전라북도,순창군,금융·보험직,3,7,0,0.42857142857142855
22년,전라북도,순창군,인문·사회과학 연구직,0,2,0,0.0
22년,전라북도,순창군,자연·생명과학 연구직,16,5,9,3.2
22년,전라북도,순창군,정보통신 연구개발직 및 공학기술직,1,18,5,0.05555555555555555
22년,전라북도,순창군,건설·채굴 연구개발직 및 공학기술직,34,13,3,2.6153846153846154
22년,전라북도,순창군,제조 연구개발직 및 공학기술직,21,19,6,1.105263157894737
22년,전라북도,순창군,교육직,41,22,13,1.8636363636363635
22년,전라북도,순창군,법률직,0,3,1,0.0
22년,전라북도,순창군,사회복지·종교직,109,122,37,0.8934426229508197
22년,전라북도,순창군,경찰·소방·교도직,0,1,0,0.0
22년,전라북도,순창군,군인,0,1,0,0.0
22년,전라북도,순창군,보건·의료직,47,63,25,0.746031746031746
22년,전라북도,순창군,예술·디자인·방송직,6,23,8,0.2608695652173913
22년,전라북도,순창군,스포츠·레크리에이션직,9,7,3,1.2857142857142858
22년,전라북도,순창군,미용·예식 서비스직,2,15,2,0.13333333333333333
22년,전라북도,순창군,여행·숙박·오락 서비스직,6,4,0,1.5
22년,전라북도,순창군,음식 서비스직,127,85,30,1.4941176470588236
22년,전라북도,순창군,경호·경비직,10,32,26,0.3125
22년,전라북도,순창군,돌봄 서비스직(간병·육아),71,70,32,1.0142857142857142
22년,전라북도,순창군,청소 및 기타 개인서비스직,161,159,90,1.0125786163522013
22년,전라북도,순창군,영업·판매직,108,46,32,2.347826086956522
22년,전라북도,순창군,운전·운송직,39,76,23,0.5131578947368421
22년,전라북도,순창군,건설·채굴직,2,79,15,0.02531645569620253
22년,전라북도,순창군,기계 설치·정비·생산직,4,23,6,0.17391304347826086
22년,전라북도,순창군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),22,16,3,1.375
22년,전라북도,순창군,전기·전자 설치·정비·생산직,33,42,12,0.7857142857142857
22년,전라북도,순창군,정보통신 설치·정비직,0,2,1,0.0
22년,전라북도,순창군,화학·환경 설치·정비·생산직,12,4,1,3.0
22년,전라북도,순창군,섬유·의복 생산직,44,1,3,44.0
22년,전라북도,순창군,식품가공·생산직,55,31,14,1.7741935483870968
22년,전라북도,순창군,인쇄·목재·공예 및 기타 설치·정비·생산직,0,17,2,0.0
22년,전라북도,순창군,제조 단순직,358,181,88,1.977900552486188
22년,전라북도,순창군,농림어업직,91,104,52,0.875
22년,전라북도,고창군,관리직(임원·부서장),41,81,27,0.5061728395061729
22년,전라북도,고창군,경영·행정·사무직,299,497,205,0.6016096579476862
22년,전라북도,고창군,금융·보험직,0,9,2,0.0
22년,전라북도,고창군,인문·사회과학 연구직,6,1,0,6.0
22년,전라북도,고창군,자연·생명과학 연구직,7,9,0,0.7777777777777778
22년,전라북도,고창군,정보통신 연구개발직 및 공학기술직,7,24,1,0.2916666666666667
22년,전라북도,고창군,건설·채굴 연구개발직 및 공학기술직,50,33,16,1.5151515151515151
22년,전라북도,고창군,제조 연구개발직 및 공학기술직,53,54,18,0.9814814814814815
22년,전라북도,고창군,교육직,4,56,16,0.07142857142857142
22년,전라북도,고창군,법률직,2,1,0,2.0
22년,전라북도,고창군,사회복지·종교직,263,288,162,0.9131944444444444
22년,전라북도,고창군,경찰·소방·교도직,0,6,0,0.0
22년,전라북도,고창군,군인,0,2,0,0.0
22년,전라북도,고창군,보건·의료직,248,134,53,1.8507462686567164
22년,전라북도,고창군,예술·디자인·방송직,9,44,14,0.20454545454545456
22년,전라북도,고창군,스포츠·레크리에이션직,35,13,4,2.6923076923076925
22년,전라북도,고창군,미용·예식 서비스직,0,29,3,0.0
22년,전라북도,고창군,여행·숙박·오락 서비스직,8,23,8,0.34782608695652173
22년,전라북도,고창군,음식 서비스직,156,126,36,1.2380952380952381
22년,전라북도,고창군,경호·경비직,6,59,16,0.1016949152542373
22년,전라북도,고창군,돌봄 서비스직(간병·육아),139,194,79,0.7164948453608248
22년,전라북도,고창군,청소 및 기타 개인서비스직,171,251,152,0.6812749003984063
22년,전라북도,고창군,영업·판매직,89,83,27,1.072289156626506
22년,전라북도,고창군,운전·운송직,178,156,53,1.141025641025641
22년,전라북도,고창군,건설·채굴직,66,155,34,0.4258064516129032
22년,전라북도,고창군,기계 설치·정비·생산직,24,84,20,0.2857142857142857
22년,전라북도,고창군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),54,45,11,1.2
22년,전라북도,고창군,전기·전자 설치·정비·생산직,50,71,27,0.704225352112676
22년,전라북도,고창군,정보통신 설치·정비직,5,13,2,0.38461538461538464
22년,전라북도,고창군,화학·환경 설치·정비·생산직,38,16,9,2.375
22년,전라북도,고창군,섬유·의복 생산직,0,6,4,0.0
22년,전라북도,고창군,식품가공·생산직,100,49,27,2.0408163265306123
22년,전라북도,고창군,인쇄·목재·공예 및 기타 설치·정비·생산직,29,28,13,1.0357142857142858
22년,전라북도,고창군,제조 단순직,752,170,108,4.423529411764706
22년,전라북도,고창군,농림어업직,531,313,128,1.6964856230031948
22년,전라북도,부안군,관리직(임원·부서장),45,57,22,0.7894736842105263
22년,전라북도,부안군,경영·행정·사무직,324,611,253,0.530278232405892
22년,전라북도,부안군,금융·보험직,5,14,2,0.35714285714285715
22년,전라북도,부안군,자연·생명과학 연구직,15,7,10,2.142857142857143
22년,전라북도,부안군,정보통신 연구개발직 및 공학기술직,0,24,3,0.0
22년,전라북도,부안군,건설·채굴 연구개발직 및 공학기술직,78,31,4,2.5161290322580645
22년,전라북도,부안군,제조 연구개발직 및 공학기술직,12,67,27,0.1791044776119403
22년,전라북도,부안군,교육직,4,38,12,0.10526315789473684
22년,전라북도,부안군,법률직,2,4,3,0.5
22년,전라북도,부안군,사회복지·종교직,392,217,94,1.8064516129032258
22년,전라북도,부안군,경찰·소방·교도직,0,2,0,0.0
22년,전라북도,부안군,보건·의료직,136,183,81,0.7431693989071039
22년,전라북도,부안군,예술·디자인·방송직,13,67,18,0.19402985074626866
22년,전라북도,부안군,스포츠·레크리에이션직,4,3,2,1.3333333333333333
22년,전라북도,부안군,미용·예식 서비스직,2,43,9,0.046511627906976744
22년,전라북도,부안군,여행·숙박·오락 서비스직,10,14,3,0.7142857142857143
22년,전라북도,부안군,음식 서비스직,146,175,65,0.8342857142857143
22년,전라북도,부안군,경호·경비직,49,57,20,0.8596491228070176
22년,전라북도,부안군,돌봄 서비스직(간병·육아),170,160,188,1.0625
22년,전라북도,부안군,청소 및 기타 개인서비스직,77,121,47,0.6363636363636364
22년,전라북도,부안군,영업·판매직,90,75,28,1.2
22년,전라북도,부안군,운전·운송직,233,162,59,1.4382716049382716
22년,전라북도,부안군,건설·채굴직,50,219,31,0.228310502283105
